exception_id,strategy_id,strategy_label,reference_document_id,reference_table_id,reference_sequence_no,reference_strategy_label,reference_content_summary,alignment_status,resolution_status,decision_key,active_in_queue,decision_status,policy_item_id,policy_id,policy_name,bucket_label,item_label,primary_evidence_id,evidence_preview,tech_domains,suggested_primary_strategy_id,suggested_primary_strategy_label,suggested_primary_strategy_score,alternate_strategy_ids,alternate_strategy_labels,auto_seed_blocked,reviewed_primary_strategy_id,reviewed_secondary_strategy_ids,reviewed_confidence,reviewer_name,reviewer_notes,alignment_exception_notes
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-012-5f649775733f,no,reviewed,ITM-POL-012-00911,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,디지털헬스기업 D,DRV-PAR-DOC-POL-006-00312,"▪ 디지털헬스기업 D: “(미국 내에서) 접근할 수 있는 데이터를 확보하더라도, HIPPA 등 미국 법규에 의해 데이터의 해외 반출이나 해외 기관의 해외 현지 에서의 원격 접속은 금지되고 있기 때문에 미국 현지에서 연구개발을 진행할 수 있는 물리적 공간이 필요”",,STR-010,디지털 헬스케어 서비스 혁신,8,STR-003 | STR-011,바이오·헬스 글로벌 중심국가 도약 | 디지털 콘텐츠 및 K-컬처 혁신,yes,STR-010,,medium,codex_manual_exception_review,STX-STR-010-001 keep_primary: 해외 현지 데이터 접근과 물리적 공간 애로는 디지털헬스 해외진출 인프라 문제다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-012-9129da9bf238,no,reviewed,ITM-POL-012-00912,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,디지털헬스기업A,DRV-PAR-DOC-POL-006-00306,"▪ 디지털헬스기업A: “해외시장 진출 시 해당 시장에서 요구하는 레퍼런스 확보 위해서는 초기 실증 및 적용을 통해 일정기간 이상 실증데이터를 확보해야 하나, 이를 위한 시범사업 및 초기 사업화에 대한 비용이 상당히 소요되므로, R&D와는 구분되는 사업화 실증에 대한 지원이 필요함”",,STR-010,디지털 헬스케어 서비스 혁신,8,STR-003 | STR-011,바이오·헬스 글로벌 중심국가 도약 | 디지털 콘텐츠 및 K-컬처 혁신,yes,STR-010,,medium,codex_manual_exception_review,STX-STR-010-001 keep_primary: 사업화 실증 지원 수요는 STR-010 수출·실증 지원 cluster와 직접 연결된다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-012-b40fee4789e1,no,reviewed,ITM-POL-012-00910,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,데이터기반구축,DRV-PAR-DOC-POL-006-00359,"- (데이터기반구축) 인종과인구의다양성확보, 연구개발에 활용될 수 있는 디지털헬스 데이터* 구축및현지환경제공",,STR-010,디지털 헬스케어 서비스 혁신,8,STR-003 | STR-011,바이오·헬스 글로벌 중심국가 도약 | 디지털 콘텐츠 및 K-컬처 혁신,yes,STR-010,STR-003,medium,codex_manual_exception_review,STX-STR-010-001 reviewed_with_split_flag: 디지털헬스 데이터 구축은 STR-010에 두되 바이오·헬스 R&D 성격이 강해 split candidate로 남긴다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-012-e6fe05dd5d8b,no,reviewed,ITM-POL-012-00922,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,빅데이터 기반 디지털의료기기 연구개발을 통해 글로벌 수준의 기술경쟁력 확보,DRV-PAR-DOC-POL-006-00373,빅데이터 기반 디지털의료기기 연구개발을 통해 글로벌 수준의 기술경쟁력 확보,,STR-010,디지털 헬스케어 서비스 혁신,5,STR-001 | STR-008,AI G3 도약 및 전 산업 AX 확산 | 피지컬 AI 및 지능형 로봇 산업 육성,yes,STR-010,STR-001 | STR-003,medium,codex_manual_exception_review,STX-STR-010-001 reviewed_with_split_flag: 빅데이터 기반 디지털의료기기 R&D는 STR-010에 두되 AI/바이오 축 보조 매핑과 split candidate 메모를 남긴다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-b7c6c2f050b4,no,reviewed,ITM-POL-001-00434,POL-001,123대 국정과제,기술,어촌의료취약지대상보건소비대면진료‧ 원격협진체계신설,DRV-PAR-DOC-POL-001-01537,어촌의료취약지대상보건소비대면진료‧ 원격협진체계신설,,STR-010,디지털 헬스케어 서비스 혁신,4,,,yes,STR-010,,high,codex_manual_exception_review,STX-STR-010-001 keep_primary: 어촌 의료취약지 비대면진료·원격협진 체계 신설은 STR-010의 직접 서비스 확산 과제다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-012-edf0789d256e,no,reviewed,ITM-POL-012-00899,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,국내외실증과성과사례를 중심으로기술력과신뢰에기반한 Medical Korea 브랜드확...,DRV-PAR-DOC-POL-006-00348,- 국내외실증과성과사례를 중심으로기술력과신뢰에기반한 Medical Korea 브랜드확산을 위해온․오프홍보* 연계,,STR-010,디지털 헬스케어 서비스 혁신,3,,,yes,STR-010,,high,codex_manual_exception_review,STX-STR-010-001 keep_primary: Medical Korea 브랜드 확산은 STR-010 홍보·시장안착 action이다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-22f71491bfe3,no,no_strategy,ITM-POL-001-00574,POL-001,123대 국정과제,기술,지역대표상권50곳조성및글로벌 진출역량을갖춘K-소상공인1천개사를 육성하고,DRV-PAR-DOC-POL-001-01112,"ㅇ 지역대표상권50곳조성및글로벌 진출역량을갖춘K-소상공인1천개사를 육성하고, 스마트공방보급확대등소상공인의디지털경쟁력강화",,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-012,디지털 콘텐츠 및 K-컬처 혁신 | 스마트 농업 및 수산업 기술,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: 소상공인 디지털 경쟁력·상권 육성은 범용 민생/디지털 전환 과제로 STR-010에 두기 어렵다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-2a3f69fff2e3,no,no_strategy,ITM-POL-001-00261,POL-001,123대 국정과제,기술,디지털역기능대응을 통한이용자중심의안전한디지털환경조성,DRV-PAR-DOC-POL-001-01908,ㅇ 디지털역기능대응을 통한이용자중심의안전한디지털환경조성,,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: 디지털 역기능 대응과 이용자 안전 환경 조성은 범용 디지털 안전·규율 과제다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-54fbacb46d29,no,no_strategy,ITM-POL-001-00260,POL-001,123대 국정과제,기술,디지털성범죄·교제폭력등새로운유형의폭력대응및피해자지원확대,DRV-PAR-DOC-POL-001-01746,ㅇ 디지털성범죄·교제폭력등새로운유형의폭력대응및피해자지원확대,,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: 디지털 성범죄·교제폭력 대응은 사회안전/피해자 지원 과제로 STR-010과 직접 연결되지 않는다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-57a82223169e,no,no_strategy,ITM-POL-001-00418,POL-001,123대 국정과제,기술,아동·청소년의주도적성장과디지털시민성함양도모및위기·취약 청소년빈틈없는지원,DRV-PAR-DOC-POL-001-01581,ㅇ 아동·청소년의주도적성장과디지털시민성함양도모및위기·취약 청소년빈틈없는지원,,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: 디지털 시민성·취약 청소년 지원은 청소년 정책 범주로 특정 전략기술 축에 귀속하기 어렵다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-5ec39d2b02ff,no,no_strategy,ITM-POL-001-00266,POL-001,123대 국정과제,기술,맞춤형통상협정체결및공급망·디지털·기후등신통상협정확대,DRV-PAR-DOC-POL-001-00724,- 맞춤형통상협정체결및공급망·디지털·기후등신통상협정확대,,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: 신통상협정 확대는 외교·통상 총론으로 개별 전략기술 축 primary를 두기 어렵다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-accdc13dc39e,no,no_strategy,ITM-POL-001-00531,POL-001,123대 국정과제,기술,정보주체권리보장강화,DRV-PAR-DOC-POL-001-00489,"ㅇ (정보주체권리보장강화) 아동·청소년의디지털잊힐권리적용범위 확대, 딥페이크등합성·변조된개인정보의삭제요구권도입",,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: 정보주체 권리·딥페이크 삭제요구권은 개인정보·디지털 권리 규율 과제다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-001-af92cd2c4d79,no,no_strategy,ITM-POL-001-00308,POL-001,123대 국정과제,기술,보안이취약한지역·중소기업등보안사각지대지원강화,DRV-PAR-DOC-POL-001-00462,"- 보안이취약한지역·중소기업등보안사각지대지원강화, 피싱, 스미싱등 민생을위협하는디지털역기능해소및정보보호산업의전략적육성",사이버보안,STR-010,디지털 헬스케어 서비스 혁신,2,STR-011 | STR-013,디지털 콘텐츠 및 K-컬처 혁신 | 디지털 트윈 및 가상화 공정 혁신,yes,,,high,codex_manual_exception_review,STX-STR-010-001 no_strategy: 사이버보안 사각지대 지원은 중요하지만 현재 15대 전략 체계의 독립 축 밖이다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
STX-STR-010-001,STR-010,디지털 헬스케어 서비스 혁신,DOC-REF-002,CTBL-DOC-REF-002-001,10,사이버 보안 및 AI 신뢰성 검증 기술 확보,데이터 중심 정보보호 및 AI 신뢰성 검증 기술 확보,not_aligned,keep_strategy_and_reference_separate,SRD-POL-012-17cbdfb5de05,no,reviewed,ITM-POL-012-00993,POL-012,초혁신경제 15대 프로젝트 추진계획,인프라·제도,각국제도개선및인프라확충으로디지털헬스혁신경쟁가속화,DRV-PAR-DOC-POL-006-00294,- 각국제도개선및인프라확충으로디지털헬스혁신경쟁가속화,,STR-010,디지털 헬스케어 서비스 혁신,16,STR-003 | STR-004,바이오·헬스 글로벌 중심국가 도약 | 차세대 네트워크(6G) 및 지능형 인프라,yes,STR-010,,high,codex_manual_exception_review,STX-STR-010-001 keep_primary: 디지털헬스 제도개선·인프라 확충 서술은 STR-010 인프라·제도 cluster에 해당한다.,STX-STR-010-001: DOC-REF-002/CTBL-DOC-REF-002-001#10 | keep_strategy_and_reference_separate
