classification_seed_id,source_object_type,source_object_id,document_id,page_no,page_block_order,block_type,policy_item_candidate,suggested_resource_type,resource_type_keyword_hits,resource_type_confidence,primary_strategy_id,primary_strategy_label,secondary_strategy_ids,strategy_confidence,tech_domain_id,tech_domain_label,tech_subdomain_id,tech_subdomain_label,tech_domain_confidence,review_status,auto_suggestion_notes,reviewer_notes,text
CLS-SEED-DOC-POL-004-00011,paragraph_unit,PAR-DOC-POL-004-00011,DOC-POL-004,section0,11,bullet,yes,talent,인재,medium,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"ㅇ (약점(W)) 연구데이터 공유·활용 미흡, 과학기술+AI 융합인재 부족"
CLS-SEED-DOC-POL-004-00012,paragraph_unit,PAR-DOC-POL-004-00012,DOC-POL-004,section0,12,note,review,talent,인재|양성|연구자,high,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"※ (데이터) 23개 출연연 중 연구데이터 통합플랫폼(DataON) 연계율 30.4%로 저조(‘25) (인재) 연구자 77.0%가 과학기술+AI 융합인재 양성이 중요하다고 응답(‘25.2, KIST)"
CLS-SEED-DOC-POL-004-00013,paragraph_unit,PAR-DOC-POL-004-00013,DOC-POL-004,section0,13,bullet,yes,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,high,review_required,primary_score=6 | tech_score=10; subdomain=TSD-001-001,,"ㅇ (기회(O)) 글로벌 경쟁 초기 단계로 경쟁력 확보의 “골든타임” 도래, 국가 차원의 GPU 확충(’30년까지 GPU 26만장 확보) 등 인프라 여건 개선"
CLS-SEED-DOC-POL-004-00014,paragraph_unit,PAR-DOC-POL-004-00014,DOC-POL-004,section0,14,bullet,yes,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"ㅇ (위기(T)) 美·中, 빅테크의 폭발적 속도에 따른 기술격차 심화 우려"
CLS-SEED-DOC-POL-004-00015,paragraph_unit,PAR-DOC-POL-004-00015,DOC-POL-004,section0,15,note,review,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"※ (Google) AlphaFold 3(’24.5.), AI Co-Scientist(‘25.2.), (Microsoft) MatterGen(’25.1.) 등"
CLS-SEED-DOC-POL-004-00016,paragraph_unit,PAR-DOC-POL-004-00016,DOC-POL-004,section0,16,bullet,review,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,□ 추진과제
CLS-SEED-DOC-POL-004-00017,paragraph_unit,PAR-DOC-POL-004-00017,DOC-POL-004,section0,17,bullet,yes,technology,개발,medium,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,high,review_required,primary_score=6 | tech_score=10; subdomain=TSD-001-001,,"ㅇ (파운데이션 모델) 바이오, 재료‧화학 등 학문적·산업적 파급력이 큰 6대 분야* 과학기술 AI 파운데이션 모델을 개발해 난제해결 가속화"
CLS-SEED-DOC-POL-004-00018,paragraph_unit,PAR-DOC-POL-004-00018,DOC-POL-004,section0,18,note,review,,,low,STR-002,초격차 전략기술 확보 (반도체·이차전지),STR-001,medium,TD-003,이차전지,,,high,review_required,primary_score=7; secondary_score=6 | tech_score=14,,"* ① 바이오, ② 지구과학, ③ 수학, ④ 재료‧화학, ⑤ 반도체‧디스플레이, ⑥ 이차전지"
CLS-SEED-DOC-POL-004-00019,paragraph_unit,PAR-DOC-POL-004-00019,DOC-POL-004,section0,19,bullet,yes,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,ㅇ (AI 연구동료) 가설생성부터 결과분석까지 연구자와 함께 연구를 수행하는 AI 연구동료(AI Co-Scientist)를 개발‧확산해 창의성‧생산성 극대화
CLS-SEED-DOC-POL-004-00020,paragraph_unit,PAR-DOC-POL-004-00020,DOC-POL-004,section0,20,note,review,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"※ ▲ 다학제 박사급 연구동료 플랫폼 구축‧확산, ▲ “1人 연구자 多 Agent 활용” 연구지원 체계 구축, ▲ 연구자 행정부담 완화를 위한 AI 도입 등"
CLS-SEED-DOC-POL-004-00021,paragraph_unit,PAR-DOC-POL-004-00021,DOC-POL-004,section0,21,bullet,yes,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,ㅇ (자동화/자율실험실) AI와 로보틱스 기술을 결합하여 실험설계 - 수행 - 결과분석 - 최적화 등 실험 전 주기를 24시간 - 365일 수행
CLS-SEED-DOC-POL-004-00022,paragraph_unit,PAR-DOC-POL-004-00022,DOC-POL-004,section0,22,note,review,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,STR-015,medium,TD-005,소재,TSD-005-001,금속,high,review_required,primary_score=6; secondary_score=5 | tech_score=14; subdomain=TSD-005-001,,"※ ▲ (바이오) 감염병, 약물 분야 등(‘26년 6개), ▲ (소재) 화학(화학연)‧금속(재료연) 소재(’26~‘31)"
CLS-SEED-DOC-POL-004-00023,paragraph_unit,PAR-DOC-POL-004-00023,DOC-POL-004,section0,23,bullet,yes,talent,인재|교육,high,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"ㅇ (양손잡이 인재) 과학고‧영재학교, 4대 과기원, 대학 등 과학기술 인재 산실에 AI 교육과정을 결합해 미래 핵심인재 조기육성"
CLS-SEED-DOC-POL-004-00024,paragraph_unit,PAR-DOC-POL-004-00024,DOC-POL-004,section0,24,note,review,talent,교육,medium,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,high,review_required,primary_score=8 | tech_score=10; subdomain=TSD-001-001,,"※ ▲ AI/AX 과학영재학교 신설, ▲ 과기원 AI 단과대 신설 등 ▲ AI 중심대학 및 거점국립대 중심 AI 필수 교육과정 도입"
CLS-SEED-DOC-POL-004-00025,paragraph_unit,PAR-DOC-POL-004-00025,DOC-POL-004,section0,25,bullet,yes,talent,양성|연구자,high,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"ㅇ (연구자 주도 AI 전환) 기초연구 AI 허브 구축, AI 융합 박사후연구원 양성, 출연연‧AI 연구자간 공동 프로젝트 지원 등 AI 기반 연구혁신 촉진"
CLS-SEED-DOC-POL-004-00026,paragraph_unit,PAR-DOC-POL-004-00026,DOC-POL-004,section0,26,note,review,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,high,review_required,primary_score=8 | tech_score=10; subdomain=TSD-001-001,,"※ ▲ 대학 기초연구AI 센터 설치(’28년까지 40개), ▲ AX 분야 InnoCORE 연구단 지원,▲ (가칭)국가과학AI연구소 중심 연구자-AI 전문가 간 협업 촉진"
CLS-SEED-DOC-POL-004-00027,paragraph_unit,PAR-DOC-POL-004-00027,DOC-POL-004,section0,27,bullet,yes,technology,확보,medium,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,high,review_required,primary_score=6 | tech_score=10; subdomain=TSD-001-001,,"ㅇ (GPU) 전용 GPU 8,000개 이상*을 확보‧지원하고, 출연연의 흩어져있는 GPU를 공동활용할 수 있도록 하여 접근성‧효율성 강화"
CLS-SEED-DOC-POL-004-00028,paragraph_unit,PAR-DOC-POL-004-00028,DOC-POL-004,section0,28,note,review,technology,확보,medium,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,high,review_required,primary_score=6 | tech_score=10; subdomain=TSD-001-001,,"* ▲ 슈퍼컴 6호기 8,500개의 약 30%(‘26.上~), ▲ 첨단GPU확보사업 2.8만개 중 정부 활용분의 15~20%(’26~), ▲ 대학 기초연구 전용 GPU 약 300개(’26.下) 등"
CLS-SEED-DOC-POL-004-00029,paragraph_unit,PAR-DOC-POL-004-00029,DOC-POL-004,section0,29,bullet,yes,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"ㅇ (데이터) 국가 연구데이터 축적‧확산‧관리*, 저작권 침해우려 해소"
CLS-SEED-DOC-POL-004-00030,paragraph_unit,PAR-DOC-POL-004-00030,DOC-POL-004,section0,30,note,review,technology,개발|플랫폼,high,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-005,데이터 구축·처리,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-005,,"* ▲ 연구데이터법 제정, ▲ 가칭국가연구데이터플랫폼 연계(국가연구데이터댐 구축), ▲ 데이터관리계획(DMP) 적용 확대, ▲ AI 학습데이터 구축·변환 기술개발 지원 등"
CLS-SEED-DOC-POL-004-00031,paragraph_unit,PAR-DOC-POL-004-00031,DOC-POL-004,section0,31,bullet,yes,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,STR-003,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6; secondary_score=5 | tech_score=7; subdomain=TSD-001-001,,"ㅇ (산학연 협력) (가칭)국가과학AI연구소, AI 바이오 허브 중심 협력 활성화"
CLS-SEED-DOC-POL-004-00032,paragraph_unit,PAR-DOC-POL-004-00032,DOC-POL-004,section0,32,bullet,yes,talent,교육,medium,STR-001,AI G3 도약 및 전 산업 AX 확산,STR-011,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6; secondary_score=5 | tech_score=7; subdomain=TSD-001-001,,"ㅇ (윤리‧문화) AI 연구윤리 기준 제시, 경진대회 개최*, 교육 콘텐츠 확산"
CLS-SEED-DOC-POL-004-00033,paragraph_unit,PAR-DOC-POL-004-00033,DOC-POL-004,section0,33,note,review,technology,개발,medium,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,* 과학기술 AI Agent 개발 및 AI가 논문 1저자인 경진대회로서 ‘ASK 2026’ 개최('25.11~)
CLS-SEED-DOC-POL-004-00034,paragraph_unit,PAR-DOC-POL-004-00034,DOC-POL-004,section0,34,bullet,yes,technology,확보,medium,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"ㅇ (시장진입 촉진) 수요발굴 지원단 등을 활용해 정부R&D-수요기업 연계, 바이오 중소기업 등과 AI 기업 매칭을 통해 초기수요 확보 지원"
CLS-SEED-DOC-POL-004-00035,paragraph_unit,PAR-DOC-POL-004-00035,DOC-POL-004,section0,35,bullet,yes,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,high,review_required,primary_score=8 | tech_score=10; subdomain=TSD-001-001,,"ㅇ (창업‧스케일업 활성화) 창업단계부터 스케일업까지 전주기 투자 지원, 4대 과기원을 주축으로 지역 AX 창업 전진기지 구축"
CLS-SEED-DOC-POL-004-00036,paragraph_unit,PAR-DOC-POL-004-00036,DOC-POL-004,section0,36,note,review,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"※ KAIST 실리콘밸리 IDIS 캠퍼스, KAIST 뉴욕 캠퍼스 등을 통한 글로벌 진출 지원 병행"
CLS-SEED-DOC-POL-004-00037,paragraph_unit,PAR-DOC-POL-004-00037,DOC-POL-004,section0,37,bullet,yes,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"ㅇ (산-학‧연-관 삼각 협력) 기업‧대학‧출연연 원팀, 정부가 지원하는 협력모델 창출"
CLS-SEED-DOC-POL-004-00038,paragraph_unit,PAR-DOC-POL-004-00038,DOC-POL-004,section0,38,heading,no,,,low,,,,,,,,,,review_required,auto_filtered=front_matter,,Ⅳ. 향후계획
CLS-SEED-DOC-POL-004-00039,paragraph_unit,PAR-DOC-POL-004-00039,DOC-POL-004,section0,39,bullet,yes,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,ㅇ ‘ASK 2025’ 개최를 통해 과학기술 AI 생태계 활성화('25.11~‘26.4.)
CLS-SEED-DOC-POL-004-00040,paragraph_unit,PAR-DOC-POL-004-00040,DOC-POL-004,section0,40,bullet,yes,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-005,소재,,,high,review_required,primary_score=6 | tech_score=11,,ㅇ 바이오·소재 등 분야별 AI 혁신 전략 수립('25.12~)
CLS-SEED-DOC-POL-004-00041,paragraph_unit,PAR-DOC-POL-004-00041,DOC-POL-004,section1,1,bullet,yes,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"ㅇ 과학기술은 실험, 과학적 이론, 계산기법 등의 축적을 통해 발전, 지금은 AI가 과학기술의 탐구방식을 근본적으로 바꾸는 새로운 엔진"
CLS-SEED-DOC-POL-004-00042,paragraph_unit,PAR-DOC-POL-004-00042,DOC-POL-004,section1,2,note,review,talent,연구자,medium,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,※ ‘24년 노벨화학상은 단백질 구조 예측 AI모델인 ‘알파폴드’ 연구자가 수상
CLS-SEED-DOC-POL-004-00043,paragraph_unit,PAR-DOC-POL-004-00043,DOC-POL-004,section1,3,note,review,talent,연구자,medium,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"※ 전 세계 연구자 대상 설문조사 결과, ‘23년 출판 논문의 30%가 AI 활용(Nature 2023)"
CLS-SEED-DOC-POL-004-00044,paragraph_unit,PAR-DOC-POL-004-00044,DOC-POL-004,section1,4,heading,no,,,low,,,,,,,,,,review_required,auto_filtered=front_matter,,< 과학 패러다임의 변화 >
CLS-SEED-DOC-POL-004-00045,paragraph_unit,PAR-DOC-POL-004-00045,DOC-POL-004,section1,5,bullet,yes,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,ㅇ 美‧中 등 주요국은 국가 차원에서 과학기술 AI 이니셔티브 선점에 박차
CLS-SEED-DOC-POL-004-00046,paragraph_unit,PAR-DOC-POL-004-00046,DOC-POL-004,section1,6,heading,no,,,low,,,,,,,,,,review_required,auto_filtered=front_matter,,< 주요국의 과학기술 AI 정책 동향 >
CLS-SEED-DOC-POL-004-00047,paragraph_unit,PAR-DOC-POL-004-00047,DOC-POL-004,section1,7,bullet,yes,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"ㅇ 구글, MS 등 글로벌 빅테크는 과학기술 AI의 성장 잠재력에 주목하고, 막강한 기술력‧자본력을 바탕으로 시장 진입 본격화"
CLS-SEED-DOC-POL-004-00048,paragraph_unit,PAR-DOC-POL-004-00048,DOC-POL-004,section1,8,note,review,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"※ (Google) AlphaFold 3(’24.5.), AI Co-Scientist(‘25.2.), (Microsoft) MatterGen(’25.1.) 등"
CLS-SEED-DOC-POL-004-00049,paragraph_unit,PAR-DOC-POL-004-00049,DOC-POL-004,section1,9,bullet,yes,technology,확보,medium,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"ㅇ 과학 패러다임이 AI로 전환되고 글로벌 선도국이 고착되지 않은 지금은, 대한민국이 글로벌 주도권을 확보할 수 있는 결정적 시점"
CLS-SEED-DOC-POL-004-00050,paragraph_unit,PAR-DOC-POL-004-00050,DOC-POL-004,section1,10,bullet,yes,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"ㅇ 우리나라는 우수한 연구역량과 AI경쟁력, 인적자원을 갖춘 ‘준비된 국가’"
CLS-SEED-DOC-POL-004-00051,paragraph_unit,PAR-DOC-POL-004-00051,DOC-POL-004,section1,11,paragraph,no,,,low,,,,,,,,,,review_required,auto_filtered=front_matter,,→ 과학기술 AI 선도국 도약을 위해 국가적 차원의 총력 대응 시급
CLS-SEED-DOC-POL-004-00052,paragraph_unit,PAR-DOC-POL-004-00052,DOC-POL-004,section1,12,bullet,yes,technology,개발,medium,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,high,review_required,primary_score=6 | tech_score=10; subdomain=TSD-001-001,,- 강점분야 과학기술 AI 파운데이션 모델 개발
CLS-SEED-DOC-POL-004-00053,paragraph_unit,PAR-DOC-POL-004-00053,DOC-POL-004,section1,13,bullet,yes,technology,개발,medium,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,high,review_required,primary_score=6 | tech_score=10; subdomain=TSD-001-001,,"ㅇ (파운데이션 모델) 바이오, 재료‧화학 등 학문적·산업적 파급력이 큰 6대 분야 ‘과학기술 AI 파운데이션 모델*’을 개발하여 연구혁신 가속화"
CLS-SEED-DOC-POL-004-00054,paragraph_unit,PAR-DOC-POL-004-00054,DOC-POL-004,section1,14,note,review,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,"* 분야별 지식에 기반해 설계된 AI를 대규모 연구데이터로 학습시켜 공통 연구기반 제공→ 세부 분야 파인튜닝, 관련분야 응용 모델 등을 통해 과학기술 적용범위 확산"
CLS-SEED-DOC-POL-004-00055,paragraph_unit,PAR-DOC-POL-004-00055,DOC-POL-004,section1,15,heading,no,technology,개발,medium,,,,,,,,,,review_required,auto_filtered=front_matter,,< 주요 분야별 과학기술 AI 파운데이션 개발 예시 >
CLS-SEED-DOC-POL-004-00056,paragraph_unit,PAR-DOC-POL-004-00056,DOC-POL-004,section1,16,bullet,yes,technology,개발,medium,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,- 한국형 AI 연구동료 (AI Co-Scientist) 개발·확산
CLS-SEED-DOC-POL-004-00057,paragraph_unit,PAR-DOC-POL-004-00057,DOC-POL-004,section1,17,bullet,yes,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,ㅇ (박사급 AI 연구동료) 가설생성부터 결과분석까지 연구자와 함께 연구를 수행하는 AI Co-Scientist 개발‧적용을 통해 초격차 성과 창출
CLS-SEED-DOC-POL-004-00058,paragraph_unit,PAR-DOC-POL-004-00058,DOC-POL-004,section1,18,bullet,yes,technology,플랫폼,medium,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,high,review_required,primary_score=6 | tech_score=10; subdomain=TSD-001-001,,- 강점 분야의 과학기술 AI 파운데이션 모델과 연계하여 다학제 박사급 AI 연구동료 플랫폼 구축‧확산*
CLS-SEED-DOC-POL-004-00059,paragraph_unit,PAR-DOC-POL-004-00059,DOC-POL-004,section1,19,note,review,infrastructure_policy,인프라,medium,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,* 공공형 연구 인프라 제공 + 민간 서비스 육성 Two-track 전략 추진
CLS-SEED-DOC-POL-004-00060,paragraph_unit,PAR-DOC-POL-004-00060,DOC-POL-004,section1,20,bullet,yes,,,low,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,ㅇ (연구개발 AI+) 기획·수행·성과관리 등 R&D 단계별 AI Agent를 활용하는 ‘1人 연구자 多 Agent’ 연구모델 등 지능형 연구지원 체계 확산
CLS-SEED-DOC-POL-004-00061,paragraph_unit,PAR-DOC-POL-004-00061,DOC-POL-004,section1,21,bullet,yes,technology,개발|고도화,high,STR-001,AI G3 도약 및 전 산업 AX 확산,,medium,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,primary_score=6 | tech_score=7; subdomain=TSD-001-001,,- 출연연 등 연구현장의 AI 도입 우수사례를 고도화·확산하기 위해 연구기관에 축적된 데이터 등을 활용하여 AI Agent 개발 지원
