classification_seed_id,source_object_type,source_object_id,document_id,page_no,page_block_order,block_type,policy_item_candidate,suggested_resource_type,resource_type_keyword_hits,resource_type_confidence,primary_strategy_id,primary_strategy_label,secondary_strategy_ids,strategy_confidence,tech_domain_id,tech_domain_label,tech_subdomain_id,tech_subdomain_label,tech_domain_confidence,review_status,auto_suggestion_notes,reviewer_notes,text
CLS-SEED-DOC-POL-009-00014,paragraph_unit,PAR-DOC-POL-009-00014,DOC-POL-009,section2,14,note,review,,,low,,,,,,,,,,review_required,,,"* HCR(명, ‘25년): [中] 1,406(19.7%), [英] 570(8.0%), [加] 227(3.2%), [日] 88(1.2%), [韓] 76(1.1%)"
CLS-SEED-DOC-POL-009-00015,paragraph_unit,PAR-DOC-POL-009-00015,DOC-POL-009,section2,15,bullet,yes,,,low,,,,,,,,,,review_required,,,"ㅇ (우수기관) Nature Index Top 200에 포함된 국내 연구기관 수 5개로 감소 추세이고, 국내 상위 10개 기관의 글로벌 경쟁력도 정체*"
CLS-SEED-DOC-POL-009-00016,paragraph_unit,PAR-DOC-POL-009-00016,DOC-POL-009,section2,16,note,review,,,low,,,,,,,,,,review_required,,,* 국내 상위 10개 기관 Nature Index 평균 순위: ‘22) 190 → ’23) 204 → ‘25) 205
CLS-SEED-DOC-POL-009-00017,paragraph_unit,PAR-DOC-POL-009-00017,DOC-POL-009,section2,17,bullet,no,,,low,,,,,,,,,,review_required,auto_filtered=front_matter,,□ 문제점 분석 및 시사점
CLS-SEED-DOC-POL-009-00018,paragraph_unit,PAR-DOC-POL-009-00018,DOC-POL-009,section2,18,bullet,yes,,,low,,,,,,,,,,review_required,,,"ㅇ (투자) 생애기본연구 폐지 등 지원과제 수 축소, 단기 지원* 등으로 기초연구 투자의 주요 가치(안정성·지속성·예측가능성)가 훼손"
CLS-SEED-DOC-POL-009-00019,paragraph_unit,PAR-DOC-POL-009-00019,DOC-POL-009,section2,19,note,review,,,low,,,,,,,,,,review_required,,,"* 개인기초 연구 기간별 과제 비중(%, ’24년): [3년 이하] 49, [4~5년] 50, [5년 초과] 1"
CLS-SEED-DOC-POL-009-00020,paragraph_unit,PAR-DOC-POL-009-00020,DOC-POL-009,section2,20,bullet,yes,,,low,,,,,,,,,,review_required,,,⇨ 기초연구 본연의 목적과 특성에 부합하는 투자시스템 구축
CLS-SEED-DOC-POL-009-00021,paragraph_unit,PAR-DOC-POL-009-00021,DOC-POL-009,section2,21,bullet,yes,talent,연구자,medium,,,,,,,,,,review_required,,,"ㅇ (연구자) 연구생산성이 높은 청년·리더 연구자들의 지속적인 성장을 지원하는 체계가 부족, 학문별 특성을 고려하지 않는 일률적 지원"
CLS-SEED-DOC-POL-009-00022,paragraph_unit,PAR-DOC-POL-009-00022,DOC-POL-009,section2,22,note,review,,,low,,,,,,,,,,review_required,,,"※ 연구비 10억 원당 NSP 저널 논문실적(‘23년): (리더) 0.18, (중견) 0.04, (신진) 0.04"
CLS-SEED-DOC-POL-009-00023,paragraph_unit,PAR-DOC-POL-009-00023,DOC-POL-009,section2,23,bullet,yes,,,low,,,,,,,,,,review_required,,,⇨ 우수 학술성과를 창출토록 연구자 맞춤형 지원체계 확충
CLS-SEED-DOC-POL-009-00024,paragraph_unit,PAR-DOC-POL-009-00024,DOC-POL-009,section2,24,bullet,yes,,,low,,,,,,,,,,review_required,,,"ㅇ (연구기관) 글로벌 TOP 수준의 대학 등 기초연구 기관이 부재하며, 개인을 넘어 대학 단위 역량 제고를 위한 지원 미흡"
CLS-SEED-DOC-POL-009-00025,paragraph_unit,PAR-DOC-POL-009-00025,DOC-POL-009,section2,25,bullet,yes,,,low,,,,,,,,,,review_required,,,⇨ 세계 유수 연구기관과 경쟁할 수 있는 기초연구 기관 육성
CLS-SEED-DOC-POL-009-00026,paragraph_unit,PAR-DOC-POL-009-00026,DOC-POL-009,section2,26,bullet,yes,talent,연구자,medium,,,,,,,,,,review_required,,,"ㅇ (기반) 연구자들이 연구 外 업무에 대한 부담이 크고, 기반 시스템 미비로 혁신·도전적 연구에 몰입하기 어려운 실정"
CLS-SEED-DOC-POL-009-00027,paragraph_unit,PAR-DOC-POL-009-00027,DOC-POL-009,section2,27,note,review,talent,인력|연구자,high,,,,,,,,,,review_required,,,"※ 연구자 1인당 연구지원인력 비중(’23년): (韓) 0.25, (日) 0.33, (獨) 0.62, (佛) 0.44"
CLS-SEED-DOC-POL-009-00028,paragraph_unit,PAR-DOC-POL-009-00028,DOC-POL-009,section2,28,bullet,yes,talent,연구자,medium,,,,,,,,,,review_required,,,⇨ 연구자가 창의성을 펼치고 연구에 몰입할 수 있는 제반 환경 조성
CLS-SEED-DOC-POL-009-00029,paragraph_unit,PAR-DOC-POL-009-00029,DOC-POL-009,section2,29,bullet,no,,,low,,,,,,,,,,review_required,auto_filtered=front_matter,,□ 비전 및 목표
CLS-SEED-DOC-POL-009-00030,paragraph_unit,PAR-DOC-POL-009-00030,DOC-POL-009,section2,30,bullet,review,,,low,,,,,,,,,,review_required,,,□ 주요 추진과제
CLS-SEED-DOC-POL-009-00031,paragraph_unit,PAR-DOC-POL-009-00031,DOC-POL-009,section2,31,bullet,yes,talent,양성|연구자,high,,,,,TD-005,소재,,,high,review_required,tech_score=11,,"ㅇ (다양성·안전망) 소규모 장기(최대 5년) ‘기본연구’를 복원하고, ➀생애 첫 수행, ➁경력 단절, ➂지방 소재 연구자를 우대하여 연구 저변 확대"
CLS-SEED-DOC-POL-009-00032,paragraph_unit,PAR-DOC-POL-009-00032,DOC-POL-009,section2,32,note,review,talent,교육,medium,,,,,,,,,,review_required,,,"※ ‘26년 지원규모: 과기정통부(2,000개/1,150억, 전임), 교육부(790개/239억, 비전임)"
CLS-SEED-DOC-POL-009-00033,paragraph_unit,PAR-DOC-POL-009-00033,DOC-POL-009,section2,33,bullet,yes,,,low,,,,,,,,,,review_required,,,"ㅇ (장기·연속성) 후속연구 연계 강화(연구비 확대 + 최대 2회 지원*), 한우물파기 연구 확대 등 10년 이상 장기연구를 촉진하여 연구 연속성 제고"
CLS-SEED-DOC-POL-009-00034,paragraph_unit,PAR-DOC-POL-009-00034,DOC-POL-009,section2,34,note,review,,,low,,,,,,,,,,review_required,,,"* 후속연구 2회 수혜 시, 최대 11년(5+3+3년) 동안 안정적 연구 수행 가능"
CLS-SEED-DOC-POL-009-00035,paragraph_unit,PAR-DOC-POL-009-00035,DOC-POL-009,section2,35,bullet,yes,technology,확보,medium,,,,,,,,,,review_required,,,"ㅇ (안정성) 기초연구 사업을 ’수혜율‘ 중심으로 관리하고, 2030년까지 전체 교원 수혜율 30%, 전임 교원 50%, 신진 교원 70% 확보"
CLS-SEED-DOC-POL-009-00036,paragraph_unit,PAR-DOC-POL-009-00036,DOC-POL-009,section2,36,note,review,,,low,,,,,,,,,,review_required,,,"※ 現 수혜율: 전체 교원(’24년, 19.3%), 전임 교원(’24년, 28.3%), 신진 교원(’23년, 64.3%)"
CLS-SEED-DOC-POL-009-00037,paragraph_unit,PAR-DOC-POL-009-00037,DOC-POL-009,section2,37,bullet,yes,,,low,,,,,,,,,,review_required,,,- 정부R&D 투자의 일정 비율 이상(예. 10% 이상)을 기초연구에 투자하는 노력을 의무화하는 등 ｢기초연구진흥법｣ 개정 추진
CLS-SEED-DOC-POL-009-00038,paragraph_unit,PAR-DOC-POL-009-00038,DOC-POL-009,section2,38,bullet,yes,talent,연구자,medium,,,,,,,,,,review_required,,,"ㅇ (청년) 포닥, 초기 교원 등 젊은 연구자가 역량을 마음껏 펼치도록 5년간 10,000명 규모로 지원을 확대하고, 안정적 고용*도 지원"
CLS-SEED-DOC-POL-009-00039,paragraph_unit,PAR-DOC-POL-009-00039,DOC-POL-009,section2,39,note,review,,,low,,,,,,,,,,review_required,,,"* 집단연구에서 박사후연구원 참여 규모, 전임연구원 전환 등을 평가 요소로 반영"
CLS-SEED-DOC-POL-009-00040,paragraph_unit,PAR-DOC-POL-009-00040,DOC-POL-009,section2,40,bullet,yes,talent,연구자,medium,,,,,,,,,,review_required,,,"ㅇ (리더) 최우수 연구자가 세계 최고 연구자(노벨상급)로 성장할 수 있도록 ｢Top-Tier 리더연구*｣ 신설, 글로벌 파트너십 구축** 및 브랜드化 지원"
CLS-SEED-DOC-POL-009-00041,paragraph_unit,PAR-DOC-POL-009-00041,DOC-POL-009,section2,41,note,review,talent,연구자,medium,,,,,,,,,,review_required,,,"* 연 16억 원/총 9년 지원, 리더연구 수행 경험이 있거나 수행 중인 연구자 대상"
CLS-SEED-DOC-POL-009-00042,paragraph_unit,PAR-DOC-POL-009-00042,DOC-POL-009,section2,42,note,review,talent,연구자,medium,,,,,,,,,,review_required,,,** 미국·영국·스웨덴 주요 학술기관과 공동 포럼 등 개최 시 리더연구자 참여 활성화 등
CLS-SEED-DOC-POL-009-00043,paragraph_unit,PAR-DOC-POL-009-00043,DOC-POL-009,section2,43,bullet,yes,,,low,,,,,,,,,,review_required,,,"- IBS 단장의 책무 강화, ’리더연구자 협의체’ 발족 등을 통해 최우수 석학들의 역량을 국가·사회에 환원하는 Out-Reach 프로그램 운영"
CLS-SEED-DOC-POL-009-00044,paragraph_unit,PAR-DOC-POL-009-00044,DOC-POL-009,section2,44,note,review,talent,인재|양성,high,,,,,,,,,,review_required,,,"※ 과학문화 활성화(대중 강연 등), 이공계 인재 양성(멘토링 등), 정책 기여 등"
CLS-SEED-DOC-POL-009-00045,paragraph_unit,PAR-DOC-POL-009-00045,DOC-POL-009,section2,45,bullet,yes,,,low,,,,,,,,,,review_required,,,"ㅇ (학문 분야) 학문 분야별 특성·자율성을 반영한 분야별 지원체계로 점진적 전환*하고, 新 학문 분야에 선제적 대응토록 개척연구 고도화"
CLS-SEED-DOC-POL-009-00046,paragraph_unit,PAR-DOC-POL-009-00046,DOC-POL-009,section2,46,note,review,,,low,,,,,,,,,,review_required,,,* (’27) 특정 분야 시범 도입(예. 수학) → (‘28) 기초과학 분야 적용 → (‘30) 全 분야 적용
CLS-SEED-DOC-POL-009-00047,paragraph_unit,PAR-DOC-POL-009-00047,DOC-POL-009,section2,47,bullet,yes,,,low,,,,,,,,,,review_required,,,ㅇ (연구중심대학) 대학이 자율적으로 연구기반에 투자하여 연구경쟁력을 향상할 수 있도록 ｢성과 기반 블록펀딩｣ 도입
CLS-SEED-DOC-POL-009-00048,paragraph_unit,PAR-DOC-POL-009-00048,DOC-POL-009,section2,48,bullet,yes,,,low,,,,,,,,,,review_required,,,"- 선도연구센터의 자립화 등 발전 방안을 마련하고, 지방 대학 부설 연구소의 글로벌 경쟁력 확보를 위해 NRL2.0 내 지역 트랙 신설*"
CLS-SEED-DOC-POL-009-00049,paragraph_unit,PAR-DOC-POL-009-00049,DOC-POL-009,section2,49,note,review,infrastructure_policy,예산,medium,,,,,,,,,,review_required,,,"* 전체 예산의 50%를 지역 트랙에 할당하고, 권역별 국가연구소(지역상생) 지정 추진"
CLS-SEED-DOC-POL-009-00050,paragraph_unit,PAR-DOC-POL-009-00050,DOC-POL-009,section2,50,bullet,yes,,,low,,,,,,,,,,review_required,,,"ㅇ (IBS) 해외 Branch 설립, 연구팀 패키지 유입 등 글로벌 석학 유치·활용의 허브로써 기초과학연구원(IBS)의 기능 강화"
CLS-SEED-DOC-POL-009-00051,paragraph_unit,PAR-DOC-POL-009-00051,DOC-POL-009,section2,51,bullet,yes,infrastructure_policy,펀드|협의체,high,,,,,,,,,,review_required,,,"ㅇ (민간) 산·학·연·정 협의체를 구성하여 민-관 매칭펀드 조성, 대학 내 기업계약연구소 설치 등 민간기업의 기초연구 투자·역할 확대"
CLS-SEED-DOC-POL-009-00052,paragraph_unit,PAR-DOC-POL-009-00052,DOC-POL-009,section2,52,bullet,yes,talent,인력|양성|교육,high,,,,,,,,,,review_required,,,"ㅇ (AI 활용) 대학의 강점 분야에 맞춰 ｢기초연구AI 센터｣를 구축(총 40개), 교육·연구를 통합 지원하여 기초연구-AI 융합 연구인력 양성(총 2,000명)"
CLS-SEED-DOC-POL-009-00053,paragraph_unit,PAR-DOC-POL-009-00053,DOC-POL-009,section2,53,note,review,,,low,,,,,TD-001,인공지능,TSD-001-001,AI 한계극복·성능향상,medium,review_required,tech_score=6; subdomain=TSD-001-001,,※ 원활한 AI 활용을 위해 대학 연구자들을 위한 전용 인프라 구축(GPU 300장 등)
CLS-SEED-DOC-POL-009-00054,paragraph_unit,PAR-DOC-POL-009-00054,DOC-POL-009,section2,54,bullet,yes,,,low,,,,,,,,,,review_required,,,"ㅇ (데이터 기반 정책) 연구트렌드 분석, 국가별 역량 비교 등 기초연구 정책 방향을 제시하는 AI·데이터 기반 ｢기초연구 네비게이션 시스템｣ 구축"
CLS-SEED-DOC-POL-009-00055,paragraph_unit,PAR-DOC-POL-009-00055,DOC-POL-009,section2,55,bullet,yes,talent,인력,medium,,,,,,,,,,review_required,,,"ㅇ (연구지원인력) 연구 몰입환경을 위해 연구지원인력의 전문화, 활용 촉진"
CLS-SEED-DOC-POL-009-00056,paragraph_unit,PAR-DOC-POL-009-00056,DOC-POL-009,section2,56,note,review,,,low,,,,,,,,,,review_required,,,"* 직무 표준화 및 경력단계별 역량개발 체계 마련, 교육 프로그램 개발·확산 등"
CLS-SEED-DOC-POL-009-00057,paragraph_unit,PAR-DOC-POL-009-00057,DOC-POL-009,section2,57,bullet,yes,,,low,,,,,,,,,,review_required,,,"ㅇ (평가 혁신) 단계평가 폐지, 선정평가 간소화, AI 기술 도입*을 통해 평가자 - 피평가자의 행정부담을 경감하고 평가의 신뢰성 제고"
CLS-SEED-DOC-POL-009-00058,paragraph_unit,PAR-DOC-POL-009-00058,DOC-POL-009,section2,58,note,review,talent,연구자,medium,,,,,,,,,,review_required,,,* (예) 연구자 업적 평가에 AI를 활용함으로써 소규모 과제(예. 기본연구)의 평가 효율화
CLS-SEED-DOC-POL-009-00059,paragraph_unit,PAR-DOC-POL-009-00059,DOC-POL-009,section2,59,heading,no,,,low,,,,,,,,,,review_required,auto_filtered=front_matter,,Ⅳ. 향후 계획
CLS-SEED-DOC-POL-009-00060,paragraph_unit,PAR-DOC-POL-009-00060,DOC-POL-009,section2,60,bullet,yes,,,low,,,,,,,,,,review_required,,,ㅇ 리더연구자 협의체 발족 및 운영방안(안) 마련: ~ ‘26년.上
CLS-SEED-DOC-POL-009-00061,paragraph_unit,PAR-DOC-POL-009-00061,DOC-POL-009,section2,61,bullet,yes,,,low,,,,,,,,,,review_required,,,ㅇ 대학 연구기반 지원 블록펀딩 세부 추진계획(안) 마련: ~ ’26년
CLS-SEED-DOC-POL-009-00062,paragraph_unit,PAR-DOC-POL-009-00062,DOC-POL-009,section7,1,bullet,yes,talent,양성,medium,,,,,,,,,,review_required,,,ㅇ ‘86년 시작된 기초연구 사업은 40년이 지난 오늘날 이공계 분야학문적 다양성을 촉진하는 R&D 사업의 상징으로 자리매김
CLS-SEED-DOC-POL-009-00063,paragraph_unit,PAR-DOC-POL-009-00063,DOC-POL-009,section7,2,note,review,,,low,,,,,,,,,,review_required,,,※ (’90) 우수연구센터(SRC·ERC) 추진 → (‘97) 창의연구 추진 → (‘08) 풀뿌리 기초연구 강화 → (’10) 기초과학연구원(IBS) 설립 → (’17) 연구자 주도 기초연구사업 규모 확대 등
CLS-SEED-DOC-POL-009-00064,paragraph_unit,PAR-DOC-POL-009-00064,DOC-POL-009,section7,3,bullet,yes,talent,연구자,medium,,,,,,,,,,review_required,,,- 기초연구 사업을 통해 이공계 연구자 규모 등 연구생태계의 저변이 확대되었고 우수논문 수 등 학술성과도 지속 증가
CLS-SEED-DOC-POL-009-00065,paragraph_unit,PAR-DOC-POL-009-00065,DOC-POL-009,section7,4,bullet,yes,infrastructure_policy,예산,medium,,,,,,,,,,review_required,,,"ㅇ 하지만 최근, R&D 예산삭감 및 수월성 중시 기조에 따라 기초연구 과제 수가 대폭 축소*되고 생애기본연구 사업이 폐지"
CLS-SEED-DOC-POL-009-00066,paragraph_unit,PAR-DOC-POL-009-00066,DOC-POL-009,section7,5,note,review,,,low,,,,,,,,,,review_required,,,"* 개인기초연구 과제 수(개): ‘23) 14,912 → ’24) 13,080 → ’25) 11,829"
CLS-SEED-DOC-POL-009-00067,paragraph_unit,PAR-DOC-POL-009-00067,DOC-POL-009,section7,6,bullet,yes,talent,양성,medium,,,,,,,,,,review_required,,,- 이는 학문의 다양성을 저해하고 연구의 안정성과 예측 가능성을 훼손하는 등 기초연구 생태계에 위기를 초래
CLS-SEED-DOC-POL-009-00068,paragraph_unit,PAR-DOC-POL-009-00068,DOC-POL-009,section7,7,bullet,yes,,,low,,,,,,,,,,review_required,,,"ㅇ 기초연구의 양적 성장에 반해, 투자 대비 질적 성과*는 정체되어 있으며, 노벨과학상 등과 같이 패러다임을 바꿀만한 성과도 부족"
CLS-SEED-DOC-POL-009-00069,paragraph_unit,PAR-DOC-POL-009-00069,DOC-POL-009,section7,8,note,review,talent,연구자,medium,,,,,,,,,,review_required,,,"* 상위 10% 논문 수, 피인용 상위 1% 연구자(HCR), Nature Index TOP 연구기관 등"
CLS-SEED-DOC-POL-009-00070,paragraph_unit,PAR-DOC-POL-009-00070,DOC-POL-009,section7,9,bullet,yes,technology,확보,medium,,,,,,,,,,review_required,,,"ㅇ 현재, ’교원–대학원생‘으로 구성된 우리나라 기초연구 생태계는 연구의 단절을 가져오기 쉬워 연구생산성을 확보하는데 한계에 봉착"
CLS-SEED-DOC-POL-009-00071,paragraph_unit,PAR-DOC-POL-009-00071,DOC-POL-009,section7,10,note,review,talent,인재,medium,,,,,,,,,,review_required,,,"※ 이공계 교원의 고령화 추세, 학령인구 감소 및 우수 인재의 해외 유출 등"
CLS-SEED-DOC-POL-009-00072,paragraph_unit,PAR-DOC-POL-009-00072,DOC-POL-009,section7,11,bullet,yes,,,low,,,,,,,,,,review_required,,,- 연구역량이 장기간 축적되어 결실을 맺을 수 있는 안정적 연구기반에 대한 본격적 투자를 통해 생태계 전반의 체질 개선을 촉발할 필요
CLS-SEED-DOC-POL-009-00073,paragraph_unit,PAR-DOC-POL-009-00073,DOC-POL-009,section7,12,bullet,yes,infrastructure_policy,예산,medium,,,,,,,,,,review_required,,,"ㅇ (투자) 기초연구 예산은 지속 확대(’20-‘25, 연평균 7.9% 증가)되었고, 정부 R&D 투자 대비 기초연구 비중은 9% 내외 수준으로 유지 중"
CLS-SEED-DOC-POL-009-00074,paragraph_unit,PAR-DOC-POL-009-00074,DOC-POL-009,section7,13,note,review,,,low,,,,,,,,,,review_required,,,※ (참고) 우리나라의 기초연구 투자 규모는 2020년대에 들어서면서 일본을 넘어서는 추세
CLS-SEED-DOC-POL-009-00075,paragraph_unit,PAR-DOC-POL-009-00075,DOC-POL-009,section7,14,bullet,yes,infrastructure_policy,예산,medium,,,,,,,,,,review_required,,,"ㅇ (지원과제 수) 기초연구 예산 증가에도 불구, 수월성 강조에 따른 과제당 연구비 상향으로 전체 지원과제 수는 ’22년부터 축소 추세로 전환"
CLS-SEED-DOC-POL-009-00076,paragraph_unit,PAR-DOC-POL-009-00076,DOC-POL-009,section7,15,bullet,yes,talent,인력,medium,,,,,,,,,,review_required,,,"ㅇ (인력) 대학 전임 교원은 안정적으로 유지되고 있으나, 비전임 교원의 급격한 증가(’20-‘25, 연평균 4.5% ↑)로 대학의 연구인력은 지속 증가"
CLS-SEED-DOC-POL-009-00077,paragraph_unit,PAR-DOC-POL-009-00077,DOC-POL-009,section7,16,note,review,talent,교육,medium,,,,,,,,,,review_required,,,"* [출처] (전임) 대학연구활동실태조사 분석보고서(’24-‘25년 수치는 추정치), (비전임) 교육통계서비스"
CLS-SEED-DOC-POL-009-00078,paragraph_unit,PAR-DOC-POL-009-00078,DOC-POL-009,section7,17,bullet,yes,,,low,,,,,,,,,,review_required,,,"ㅇ (수혜율) 전체 교원 수혜율은 ’24년 기준 20% 밑으로 떨어졌고, 전임 교원 수혜율 또한 고점 대비 10%p 가량 하락"
CLS-SEED-DOC-POL-009-00079,paragraph_unit,PAR-DOC-POL-009-00079,DOC-POL-009,section7,18,bullet,no,,,low,,,,,,,,,,review_required,auto_filtered=front_matter,,"- 39세 이하 신진 교원 수혜율도 ‘23년 급격히 하락, 60% 중반대를 기록"
CLS-SEED-DOC-POL-009-00080,paragraph_unit,PAR-DOC-POL-009-00080,DOC-POL-009,section7,19,note,review,,,low,,,,,,,,,,review_required,,,* ’24년 이공 분야 전임교원 수는 ‘21~’23년 추세를 반영한 추정치로 계산
CLS-SEED-DOC-POL-009-00081,paragraph_unit,PAR-DOC-POL-009-00081,DOC-POL-009,section7,20,bullet,yes,,,low,,,,,,,,,,review_required,,,"ㅇ (학술성과) 기초연구 사업을 통한 우수 논문 수(상위 10%, 피인용 1% 등)는 지속 증가하고 있으나, 투자금액 대비 논문 수는 감소하는 추세"
CLS-SEED-DOC-POL-009-00082,paragraph_unit,PAR-DOC-POL-009-00082,DOC-POL-009,section7,21,note,review,,,low,,,,,,,,,,review_required,,,"* JCR 상위 10% 저널: Clarivate社가 특정 분야별로 Impact Factor를 기준으로 순위를 매긴 상위 10% 저널 (’23년 Clarivate JCR 정책이 변경됨에 따라, AHCI, ESCI 저널이 추가로 포함되어 분야 내 학술지 모수가 확대되어 SCIE 학술지의 순위가 대체로 상승하는 효과 발생 ☞ ‘23년 수치는 제외하고 분석)"
CLS-SEED-DOC-POL-009-00083,paragraph_unit,PAR-DOC-POL-009-00083,DOC-POL-009,section7,22,note,review,,,low,,,,,,,,,,review_required,,,"** NSP 저널: Nature, Science, PNAS(미국국립과학원회보, Proceedings of the National Academy of Science)"
CLS-SEED-DOC-POL-009-00084,paragraph_unit,PAR-DOC-POL-009-00084,DOC-POL-009,section7,23,bullet,yes,,,low,,,,,,,,,,review_required,,,- 우수논문 수 증가 등으로 Nature Index 기준 국가 종합순위*는 세계 9위(’18년)에서 점진적으로 상승하여 최근 7위(‘25년) 달성
CLS-SEED-DOC-POL-009-00085,paragraph_unit,PAR-DOC-POL-009-00085,DOC-POL-009,section7,24,note,review,,,low,,,,,,,,,,review_required,,,* 우수 학술지에 게재되는 논문 수와 영향력 등을 바탕으로 평가해 지수화한 순위
CLS-SEED-DOC-POL-009-00086,paragraph_unit,PAR-DOC-POL-009-00086,DOC-POL-009,section7,25,bullet,yes,,,low,,,,,,,,,,review_required,,,"ㅇ (학술 영예) 세계 최고 권위의 학술상(노벨상, 필즈상, 튜링상, 래스커상, 울프상 등) 수상자는 현재까지 全無 ※ 필즈상: 한국계 미국인 1명(’22년)"
CLS-SEED-DOC-POL-009-00087,paragraph_unit,PAR-DOC-POL-009-00087,DOC-POL-009,section7,26,bullet,yes,talent,연구자,medium,,,,,,,,,,review_required,,,"- 과학 분야 최고의 영예로 여겨지는 미국국립과학원(NAS), 영국왕립학회(Royal Society)에 등록된 석학회원 중 우리 연구자는 총 4명에 그치고,"
CLS-SEED-DOC-POL-009-00088,paragraph_unit,PAR-DOC-POL-009-00088,DOC-POL-009,section7,27,note,review,,,low,,,,,,,,,,review_required,,,"※ (참고) [NAS] 日 28명, 中 34명, 獨 65명 등 / [Royal Society] 日 10명, 中 10명 등"
CLS-SEED-DOC-POL-009-00089,paragraph_unit,PAR-DOC-POL-009-00089,DOC-POL-009,section7,28,bullet,yes,,,low,,,,,,,,,,review_required,,,"- 전기·전자, 컴퓨터 분야에서 탁월한 업적을 인정받은 IEEE / ACM 석학회원(Fellow) 규모도 주요 선진국 대비 아직은 부족*"
CLS-SEED-DOC-POL-009-00090,paragraph_unit,PAR-DOC-POL-009-00090,DOC-POL-009,section7,29,note,review,,,low,,,,,,,,,,review_required,,,"※ (참고) [IEEE] 韓 101명, 日 425명, 中 192명 / [ACM] 韓 3명, 日 7명, 中 28명"
