classification_seed_id,source_object_type,source_object_id,document_id,page_no,page_block_order,block_type,policy_item_candidate,suggested_resource_type,resource_type_keyword_hits,resource_type_confidence,primary_strategy_id,primary_strategy_label,secondary_strategy_ids,strategy_confidence,tech_domain_id,tech_domain_label,tech_subdomain_id,tech_subdomain_label,tech_domain_confidence,review_status,auto_suggestion_notes,reviewer_notes,text
CLS-SEED-DOC-POL-003-00011,paragraph_unit,PAR-DOC-POL-003-00011,DOC-POL-003,section0,11,bullet,yes,technology,개발|확보,high,STR-013,디지털 트윈 및 가상화 공정 혁신,,high,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=10 | tech_score=13; subdomain=TSD-008-006,,"ㅇ ｢AI 팩토리 선도사업｣(’30년까지 500개 구축)으로 ‘高품질 제조데이터’를 대량 확보하고, 이를 바탕으로 업종별 특화 제조 AI 모델 개발·확산"
CLS-SEED-DOC-POL-003-00012,paragraph_unit,PAR-DOC-POL-003-00012,DOC-POL-003,section0,12,bullet,yes,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,STR-008,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7; secondary_score=5 | tech_score=10; subdomain=TSD-008-006,,"ㅇ 자동차 등 제조업 3대 주력 산업을 중심으로 제품+AI 융합을 집중 지원하고, AI 기술을 휴머노이드 등 미래 신산업으로도 확산"
CLS-SEED-DOC-POL-003-00013,paragraph_unit,PAR-DOC-POL-003-00013,DOC-POL-003,section0,13,note,review,infrastructure_policy,인프라|규제,high,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,"※ 정부는 자금, 인프라, 규제 개선 등 가용한 정책 수단을 총력 지원"
CLS-SEED-DOC-POL-003-00014,paragraph_unit,PAR-DOC-POL-003-00014,DOC-POL-003,section2,1,bullet,yes,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,□ 대내외 복합적인 위기에 처한 우리 제조업의 혁신이 시급
CLS-SEED-DOC-POL-003-00015,paragraph_unit,PAR-DOC-POL-003-00015,DOC-POL-003,section2,2,note,review,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=13; subdomain=TSD-008-006,,"* (대내) 생산가능인구 감소 / 노동생산성 하락(시간당, $ : (獨) 88.0, (美) 87.6, (韓) 49.4)"
CLS-SEED-DOC-POL-003-00016,paragraph_unit,PAR-DOC-POL-003-00016,DOC-POL-003,section2,3,note,review,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,* (대외) 중국의 위협(제조업경쟁력) / 미국 관세 등 자국산업 보호주의 확산
CLS-SEED-DOC-POL-003-00017,paragraph_unit,PAR-DOC-POL-003-00017,DOC-POL-003,section2,4,bullet,yes,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,□ 미래 산업 패권의 핵심인 제조업+AI 융합에 기업·국가간 경쟁 격화
CLS-SEED-DOC-POL-003-00018,paragraph_unit,PAR-DOC-POL-003-00018,DOC-POL-003,section2,5,note,review,technology,공정,medium,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-004,무인 자율화,high,review_required,primary_score=9 | tech_score=13; subdomain=TSD-008-004,,"* (기업) (테슬라) 제조공정 휴머노이드 투입, (샤오미) 24시간 무인공장 운영"
CLS-SEED-DOC-POL-003-00019,paragraph_unit,PAR-DOC-POL-003-00019,DOC-POL-003,section2,6,note,review,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,"* (국가) (美) 보조금·관세로 AI 기반 공장 유치, (中) 정부 주도 제조 AI 지원"
CLS-SEED-DOC-POL-003-00020,paragraph_unit,PAR-DOC-POL-003-00020,DOC-POL-003,section2,7,bullet,yes,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,□ 제조AX의 최적 여건에도 불구하고 현장 확산은 기대보다 미흡
CLS-SEED-DOC-POL-003-00021,paragraph_unit,PAR-DOC-POL-003-00021,DOC-POL-003,section2,8,note,review,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,* (여건) 세계적 제조기업과 숙련 노동자 및 양질의 제조 데이터 등 강점 보유
CLS-SEED-DOC-POL-003-00022,paragraph_unit,PAR-DOC-POL-003-00022,DOC-POL-003,section2,9,note,review,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-001,로봇 HW,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-001,,"* (현황) 글로벌 수준의 제조 AI 기업이 없고, 이종산업(HW-SW)간 협력이 미진"
CLS-SEED-DOC-POL-003-00023,paragraph_unit,PAR-DOC-POL-003-00023,DOC-POL-003,section2,10,bullet,yes,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,□ 제조AX 최강국을 달성하기 위해 3대 전략 목표를 수립
CLS-SEED-DOC-POL-003-00024,paragraph_unit,PAR-DOC-POL-003-00024,DOC-POL-003,section2,11,bullet,yes,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,□ 목표를 이행하기 위한 민간 주도 추진체계로 M.AX 얼라이언스 가동
CLS-SEED-DOC-POL-003-00025,paragraph_unit,PAR-DOC-POL-003-00025,DOC-POL-003,section2,12,bullet,yes,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,"□ 제조AX는 데이터-AI-HW의 결합이 필수적이나, 개별 기업 역량만으로 한계*가 있어 기업·업종 경계를 넘는 협업 생태계 구축 필수"
CLS-SEED-DOC-POL-003-00026,paragraph_unit,PAR-DOC-POL-003-00026,DOC-POL-003,section2,13,note,review,talent,인력|전문인력,high,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,"* 예) 제조기업은 AI 전문인력·기술이 부족하고, AI 기업은 제조 현장을 모름"
CLS-SEED-DOC-POL-003-00027,paragraph_unit,PAR-DOC-POL-003-00027,DOC-POL-003,section2,14,bullet,yes,technology,개발,medium,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,"□ 1,000여개 산·학·연이 결집한 「M.AX 얼라이언스」를 중심으로, 데이터 공유부터 제품 개발까지 제조AX 全과정의 혁신 생태계 조성"
CLS-SEED-DOC-POL-003-00028,paragraph_unit,PAR-DOC-POL-003-00028,DOC-POL-003,section2,15,bullet,yes,technology,개발,medium,STR-013,디지털 트윈 및 가상화 공정 혁신,STR-002,medium,TD-008,첨단로봇제조,TSD-008-001,로봇 HW,high,review_required,primary_score=7; secondary_score=5 | tech_score=10; subdomain=TSD-008-001,,"ㅇ AI모델-HW-AI 활용제품 개발 등 각 얼라이언스내 협업과 함께, 온디바이스 AI반도체*, 표준 등 산업 공통 과제는 全얼라이언스 연대"
CLS-SEED-DOC-POL-003-00029,paragraph_unit,PAR-DOC-POL-003-00029,DOC-POL-003,section2,16,note,review,technology,개발,medium,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,"* 반도체, 휴머노이드, 자동차, 방산 등 얼라이언스가 협업하여 개발 추진"
CLS-SEED-DOC-POL-003-00030,paragraph_unit,PAR-DOC-POL-003-00030,DOC-POL-003,section2,17,bullet,yes,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,,high,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=10 | tech_score=13; subdomain=TSD-008-006,,□ 핵심 프로젝트로 ｢AI 팩토리 선도사업*｣을 추진(’30년까지 500개 구축)
CLS-SEED-DOC-POL-003-00031,paragraph_unit,PAR-DOC-POL-003-00031,DOC-POL-003,section2,18,note,review,,,low,STR-008,피지컬 AI 및 지능형 로봇 산업 육성,STR-013,medium,TD-008,첨단로봇제조,TSD-008-001,로봇 HW,high,review_required,primary_score=7; secondary_score=7 | tech_score=16; subdomain=TSD-008-001,,* (의의) 기계·로봇 등에 AI를 결합하여 제조생산성을 획기적으로 높이는 사업 (현황) 삼성전자·현대차·HD현대 등 대표 제조기업들과 102개 선도사업 추진중
CLS-SEED-DOC-POL-003-00032,paragraph_unit,PAR-DOC-POL-003-00032,DOC-POL-003,section2,19,bullet,yes,technology,개발|확보,high,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,"ㅇ 우리만의 강점인 ‘高품질 제조 데이터’를 대량 확보, 이를 바탕으로 업종 내 범용 활용 가능한 업종별 특화 제조 AI 모델 개발·확산"
CLS-SEED-DOC-POL-003-00033,paragraph_unit,PAR-DOC-POL-003-00033,DOC-POL-003,section2,20,bullet,yes,technology,공정,medium,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=9 | tech_score=13; subdomain=TSD-008-006,,□ 유통·디자인 등 제조공정 전·후방 파급효과가 큰 분야까지 AI 도입
CLS-SEED-DOC-POL-003-00034,paragraph_unit,PAR-DOC-POL-003-00034,DOC-POL-003,section2,21,bullet,yes,technology,확보,medium,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,"□ 제품+AI 융합을 통한 혁신은 선택이 아닌 생존의 문제*로, 이를 통해 새로운 가치를 창출해야 우리 산업의 글로벌 경쟁 우위 확보 가능"
CLS-SEED-DOC-POL-003-00035,paragraph_unit,PAR-DOC-POL-003-00035,DOC-POL-003,section2,22,note,review,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,* “AI를 도입하지 않는 기업은 도태될 것이다. 뛰어야 한다.” (엔비디아 젠슨황)
CLS-SEED-DOC-POL-003-00036,paragraph_unit,PAR-DOC-POL-003-00036,DOC-POL-003,section2,23,bullet,yes,technology,고도화,medium,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-005,제조장비 고도화,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-005,,"□ 먼저, 우리 제조업 3대 주력 산업을 중심으로 정책 역량을 집중하여 산업 포트폴리오를 획기적으로 고도화하고 주력 제품 패러다임 전환"
CLS-SEED-DOC-POL-003-00037,paragraph_unit,PAR-DOC-POL-003-00037,DOC-POL-003,section2,24,bullet,yes,infrastructure_policy,펀드,medium,STR-009,미래 모빌리티(자율주행·UAM),,high,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=11 | tech_score=10; subdomain=TSD-008-006,,ㅇ (자율주행차) 3대 핵심 기술 분야*에 대한 대규모 R&D와 펀드 등자금지원으로 자율주행차 SDV(Software Defined Vehicle) 전환 가속화
CLS-SEED-DOC-POL-003-00038,paragraph_unit,PAR-DOC-POL-003-00038,DOC-POL-003,section2,25,note,review,,,low,STR-009,미래 모빌리티(자율주행·UAM),STR-013,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=8; secondary_score=7 | tech_score=10; subdomain=TSD-008-006,,"* 소프트웨어중심차, 자율주행 AI 모델, 차량용 반도체"
CLS-SEED-DOC-POL-003-00039,paragraph_unit,PAR-DOC-POL-003-00039,DOC-POL-003,section2,26,bullet,yes,technology,개발|확보|실증|핵심기술,high,STR-013,디지털 트윈 및 가상화 공정 혁신,STR-005,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7; secondary_score=6 | tech_score=10; subdomain=TSD-008-006,,"ㅇ (자율운항선박) AI 완전자율운항선박 핵심기술 개발*과 실증·운항 데이터 확보를 추진하고, 테스트베드를 조성하여 맞춤형 규제 완화"
CLS-SEED-DOC-POL-003-00040,paragraph_unit,PAR-DOC-POL-003-00040,DOC-POL-003,section2,27,note,review,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,"* 6,000억원 규모 대형 R&D 추진(‘25.11월 예타면제 완료, '26∼'32)"
CLS-SEED-DOC-POL-003-00041,paragraph_unit,PAR-DOC-POL-003-00041,DOC-POL-003,section2,28,bullet,yes,technology,확보,medium,STR-013,디지털 트윈 및 가상화 공정 혁신,STR-008,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7; secondary_score=5 | tech_score=10; subdomain=TSD-008-006,,"ㅇ (가전·전자) 온디바이스 AI 기반 AI 가전 등 미래 시장을 주도할 킬러 제품을 육성하고, 핵심 센서 등 자립화로 안정적 공급망 확보"
CLS-SEED-DOC-POL-003-00042,paragraph_unit,PAR-DOC-POL-003-00042,DOC-POL-003,section2,29,note,review,technology,확보|실증,high,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,"* 사용자 데이터셋 확보 및 기업 공동활용, 핵심부품·SW 국산화 및 실증 등"
CLS-SEED-DOC-POL-003-00043,paragraph_unit,PAR-DOC-POL-003-00043,DOC-POL-003,section2,30,bullet,yes,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,STR-008,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7; secondary_score=5 | tech_score=10; subdomain=TSD-008-006,,□ 주력산업에서 파생·검증된 AI 기술을 휴머노이드 등 유사한 기술 구조를 가진 미래 신산업으로 확산하여 산업 전반의 혁신 가속화
CLS-SEED-DOC-POL-003-00044,paragraph_unit,PAR-DOC-POL-003-00044,DOC-POL-003,section2,31,note,review,technology,개발,medium,STR-009,미래 모빌리티(자율주행·UAM),STR-013,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=8; secondary_score=7 | tech_score=10; subdomain=TSD-008-006,,* 예) 테슬라가 자율주행차(FSD)에서 개발한 비전 AI를 휴머노이드(옵티머스)에 이식
CLS-SEED-DOC-POL-003-00045,paragraph_unit,PAR-DOC-POL-003-00045,DOC-POL-003,section2,32,bullet,yes,technology,개발|실증,high,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,"ㅇ (휴머노이드) 산업 현장과 연계한 휴머노이드 개발 프로젝트를 확대하고, 실증 지원 인프라를 확충하여 안전 인증·표준 마련"
CLS-SEED-DOC-POL-003-00046,paragraph_unit,PAR-DOC-POL-003-00046,DOC-POL-003,section2,33,note,review,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,STR-008,medium,TD-008,첨단로봇제조,TSD-008-003,서비스 솔루션,high,review_required,primary_score=7; secondary_score=5 | tech_score=10; subdomain=TSD-008-003,,"* 물류·재난 분야 등 휴머노이드 플랫폼·솔루션, AI 휴머노이드 혁신센터 구축"
CLS-SEED-DOC-POL-003-00047,paragraph_unit,PAR-DOC-POL-003-00047,DOC-POL-003,section2,34,bullet,yes,technology,확보|실증,high,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,ㅇ (방산) 드론 등 민군 협력 R&D·실증으로 AI 방산 기술을 확보
CLS-SEED-DOC-POL-003-00048,paragraph_unit,PAR-DOC-POL-003-00048,DOC-POL-003,section2,35,note,review,technology,실증,medium,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,"* 「AI 방산 융합로드맵」 마련, 드론 등 新무기 AI 실증기반 구축 등"
CLS-SEED-DOC-POL-003-00049,paragraph_unit,PAR-DOC-POL-003-00049,DOC-POL-003,section2,36,bullet,yes,technology,개발|장비,high,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-005,제조장비 고도화,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-005,,ㅇ (바이오) 임상 진입 단축 AI 모델 개발 및 AI 제조장비 국산화
CLS-SEED-DOC-POL-003-00050,paragraph_unit,PAR-DOC-POL-003-00050,DOC-POL-003,section2,37,bullet,yes,technology,개발|확보,high,STR-013,디지털 트윈 및 가상화 공정 혁신,STR-002,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7; secondary_score=5 | tech_score=10; subdomain=TSD-008-006,,"□ 주력업종을 중심으로, 제조AX의 성패를 좌우할 K-온디바이스 AI 반도체를 개발(1조원 규모, ’26~‘30)하여 우리의 기술 주권을 확보"
CLS-SEED-DOC-POL-003-00051,paragraph_unit,PAR-DOC-POL-003-00051,DOC-POL-003,section2,38,note,review,technology,개발,medium,STR-008,피지컬 AI 및 지능형 로봇 산업 육성,STR-013,medium,TD-008,첨단로봇제조,TSD-008-002,로봇 SW,high,review_required,primary_score=7; secondary_score=7 | tech_score=13; subdomain=TSD-008-002,,* 자동차 ‧로봇 등 수요기업이 국내 팹리스와 맞춤형 AI반도체‧SW 공동개발
CLS-SEED-DOC-POL-003-00052,paragraph_unit,PAR-DOC-POL-003-00052,DOC-POL-003,section2,39,bullet,yes,technology,개발,medium,STR-013,디지털 트윈 및 가상화 공정 혁신,STR-002,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7; secondary_score=5 | tech_score=10; subdomain=TSD-008-006,,ㅇ AI 반도체 全주기 개발을 지원할‘판교 K-팹리스 밸리’를 조성
CLS-SEED-DOC-POL-003-00053,paragraph_unit,PAR-DOC-POL-003-00053,DOC-POL-003,section2,40,note,review,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,"* AI 팹리스용 설계 툴 추가 구축, 검증지원센터 및 팹리스 첨단장비 지원 등"
CLS-SEED-DOC-POL-003-00054,paragraph_unit,PAR-DOC-POL-003-00054,DOC-POL-003,section2,41,bullet,yes,infrastructure_policy,인프라|규제,high,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,"□ 정부는 자금, 인프라, 규제 개선 등 가용한 정책 수단을 총력 지원"
CLS-SEED-DOC-POL-003-00055,paragraph_unit,PAR-DOC-POL-003-00055,DOC-POL-003,section2,42,bullet,yes,infrastructure_policy,인프라|예산,high,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=9 | tech_score=13; subdomain=TSD-008-006,,"ㅇ 제조 공정·제품 전반의 AI융합을 위한 창의적 혁신 활동에 정부 예산과 대규모 모험자본을 공급하고, 인재·인프라 등 기반도 조성"
CLS-SEED-DOC-POL-003-00056,paragraph_unit,PAR-DOC-POL-003-00056,DOC-POL-003,section2,43,bullet,yes,infrastructure_policy,규제,medium,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,ㅇ 과거에 묶여 신기술 도입 및 혁신의 장애물로 작용하는 규제 개선
CLS-SEED-DOC-POL-003-00057,paragraph_unit,PAR-DOC-POL-003-00057,DOC-POL-003,section2,44,note,review,technology,확보|실증,high,STR-008,피지컬 AI 및 지능형 로봇 산업 육성,STR-013,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=8; secondary_score=7 | tech_score=13; subdomain=TSD-008-006,,"* 예) 휴머노이드 산업현장 도입을 위한 데이터 확보차원 실증 허용(’25.9월), 인증소요기간 단축 등 실외이동로봇 운행 인증절차 일부 간소화(‘25.9월)"
CLS-SEED-DOC-POL-003-00058,paragraph_unit,PAR-DOC-POL-003-00058,DOC-POL-003,section2,45,bullet,yes,technology,고도화,medium,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-005,제조장비 고도화,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-005,,ㅇ 산·학·연 현장 의견수렴을 통한 분야별 맞춤형 지원방안 고도화
CLS-SEED-DOC-POL-003-00059,paragraph_unit,PAR-DOC-POL-003-00059,DOC-POL-003,section2,46,bullet,yes,infrastructure_policy,제도,medium,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=10; subdomain=TSD-008-006,,ㅇ M.AX 얼라이언스 중심 상시적 제도개선 과제 발굴 및 신속 개선
CLS-SEED-DOC-POL-003-00060,paragraph_unit,PAR-DOC-POL-003-00060,DOC-POL-003,section2,47,bullet,yes,,,low,STR-013,디지털 트윈 및 가상화 공정 혁신,,high,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=10 | tech_score=13; subdomain=TSD-008-006,,ㅇ ｢AI 팩토리 선도사업*｣을 통해 ’30년까지 500개 AI 팩토리 구축
CLS-SEED-DOC-POL-003-00061,paragraph_unit,PAR-DOC-POL-003-00061,DOC-POL-003,section2,48,note,review,,,low,STR-008,피지컬 AI 및 지능형 로봇 산업 육성,STR-013,medium,TD-008,첨단로봇제조,TSD-008-001,로봇 HW,high,review_required,primary_score=7; secondary_score=7 | tech_score=16; subdomain=TSD-008-001,,* (의의) 기계·로봇 등에 AI를 결합하여 제조생산성을 획기적으로 높이는 사업 (현황) 삼성전자·현대차·HD현대 등 대표 제조기업들과 102개 선도사업 추진중
CLS-SEED-DOC-POL-003-00062,paragraph_unit,PAR-DOC-POL-003-00062,DOC-POL-003,section2,49,bullet,yes,technology,확보,medium,STR-013,디지털 트윈 및 가상화 공정 혁신,,medium,TD-008,첨단로봇제조,TSD-008-006,제조 데이터,high,review_required,primary_score=7 | tech_score=13; subdomain=TSD-008-006,,"- AX 파급효과, 고품질 데이터 확보 등을 고려해 업종별 대표기업 중심으로 지원하여 효과적인 제조 생산성 향상 도모"
