priority_rank,domain_priority_tier,tech_domain_id,tech_domain_label,tech_domain_display_order,within_domain_rank,domain_group_count,domain_curated_group_count,domain_provisional_group_count,domain_policy_count,policy_id,policy_name,policy_order,resource_category_id,resource_category_label,policy_item_group_id,group_label,group_summary,projection_source,group_status,content_count,evidence_count,source_policy_item_id,primary_strategy_id,primary_strategy_label,primary_tech_subdomain_id,primary_tech_subdomain_label,primary_document_id,primary_location_value,recommendation_reason
15,seed_curated,TD-007,차세대통신,7,2,3,0,3,2,POL-004,AI시대 대한민국 네트워크 전략,4,technology,기술,PIG-PROV-ITM-POL-004-01275,6G·AI네트워크 선도국 도약 및 글로벌 통신·네트워크 거대 시장 석권을 위해,"ㅇ 6G·AI네트워크 선도국 도약 및 글로벌 통신·네트워크 거대 시장 석권을 위해, 초격차 기술개발부터 AI-NW 융합서비스 조기 실증까지 과감하고 선제적 투자",provisional_policy_item,provisional_auto,1,1,ITM-POL-004-01275,STR-004,차세대 네트워크(6G) 및 지능형 인프라,TSD-007-001,차세대 유무선 통신,DOC-POL-011,section2,domain has no curated seed yet; promote one representative provisional group first
16,seed_curated,TD-007,차세대통신,7,3,3,0,3,2,POL-004,AI시대 대한민국 네트워크 전략,4,infrastructure_institutional,인프라·제도,PIG-PROV-ITM-POL-004-01298,고효율·친환경 기지국 인증제 도입(’26) 검토 등 저전력 통신망 구축 독려,- 고효율·친환경 기지국 인증제 도입(’26) 검토 등 저전력 통신망 구축 독려,provisional_policy_item,provisional_auto,1,1,ITM-POL-004-01298,STR-004,차세대 네트워크(6G) 및 지능형 인프라,TSD-007-001,차세대 유무선 통신,DOC-POL-011,section5,domain has no curated seed yet; promote one representative provisional group first
17,seed_curated,TD-008,첨단로봇제조,8,1,3,0,3,2,POL-001,123대 국정과제,1,technology,기술,PIG-PROV-ITM-POL-001-00106,고부가가치서비스업육성,ㅇ (고부가가치서비스업육성) AI를활용한교통·물류·안전등핵심서비스 생산성제고및新서비스발굴과함께제조업등과의산업간융합지원,provisional_policy_item,provisional_auto,1,1,ITM-POL-001-00106,STR-001,AI G3 도약 및 전 산업 AX 확산,TSD-008-003,서비스 솔루션,DOC-POL-001,65,domain has no curated seed yet; promote one representative provisional group first
18,seed_curated,TD-008,첨단로봇제조,8,2,3,0,3,2,POL-006,제조AX 추진방향,6,technology,기술,PIG-PROV-ITM-POL-006-01398,1단계 R&D('20~'25,"ㅇ 1단계 R&D('20~'25, 1,603억원)에서 개발한 자율운항 시스템을 국내 연안선에 탑재하여 대규모 실증·운항 데이터 확보('26~'29, 300억원)",provisional_policy_item,provisional_auto,1,1,ITM-POL-006-01398,STR-001,AI G3 도약 및 전 산업 AX 확산,TSD-008-006,제조 데이터,DOC-POL-003,section2,domain has no curated seed yet; promote one representative provisional group first
19,seed_curated,TD-008,첨단로봇제조,8,3,3,0,3,2,POL-006,제조AX 추진방향,6,infrastructure_institutional,인프라·제도,PIG-PROV-ITM-POL-006-01457,AX 파급효과,"- AX 파급효과, 고품질 데이터 확보 등을 고려해 업종별 대표기업 중심으로 지원하여 효과적인 제조 생산성 향상 도모",provisional_policy_item,provisional_auto,1,1,ITM-POL-006-01457,STR-013,디지털 트윈 및 가상화 공정 혁신,TSD-008-006,제조 데이터,DOC-POL-003,section2,domain has no curated seed yet; promote one representative provisional group first
20,seed_curated,TD-010,양자,10,1,2,0,2,2,POL-002,AI-바이오 국가전략,2,technology,기술,PIG-PROV-ITM-POL-002-01155,양자컴 활용,"□ (양자컴 활용) 양자컴퓨터-슈퍼컴퓨터 하이브리드 시스템을 구축(KISTI, ’25~’28)하고, 이를 활용해 신약 개발, 바이오 분야 등의 난제 해결 지원",provisional_policy_item,provisional_auto,1,1,ITM-POL-002-01155,STR-003,바이오·헬스 글로벌 중심국가 도약,TSD-010-004,인프라/생태계,DOC-POL-002,section7,domain has no curated seed yet; promote one representative provisional group first
21,seed_curated,TD-010,양자,10,2,2,0,2,2,POL-007,기초연구 생태계 육성 방안,7,technology,기술,PIG-PROV-ITM-POL-007-01539,전략･도전 연구 중추,"ㅇ (전략･도전 연구 중추) 양자과학기술, 합성생물학 등 국내 역량의 전략적 확충이 시급한 첨단 기초과학 분야 중추기관으로 도약",provisional_policy_item,provisional_auto,1,1,ITM-POL-007-01539,STR-007,양자 정보통신 및 미래소재 선점,TSD-010-004,인프라/생태계,DOC-POL-009,section8,domain has no curated seed yet; promote one representative provisional group first
22,seed_curated,TD-012,우주항공,12,1,3,0,3,1,POL-001,123대 국정과제,1,technology,기술,PIG-PROV-ITM-POL-001-00599,첨단기술산업기반구축,"ㅇ (첨단기술산업기반구축) AI, 항공엔진, 반도체, 우주, 드론·로봇등첨단 전략분야R&D 및인프라투자를확대하여한국형빅테크기업육성",provisional_policy_item,provisional_auto,1,1,ITM-POL-001-00599,STR-008,피지컬 AI 및 지능형 로봇 산업 육성,,,DOC-POL-001,179,domain has no curated seed yet; promote one representative provisional group first
23,seed_curated,TD-012,우주항공,12,2,3,0,3,1,POL-001,123대 국정과제,1,technology,기술,PIG-PROV-ITM-POL-001-00667,함정‧ 항공기정보및첨단기술(위성등) 기반광역감시·정보체계(MDA) 구축,- 함정‧ 항공기정보및첨단기술(위성등) 기반광역감시·정보체계(MDA) 구축,provisional_policy_item,provisional_auto,1,1,ITM-POL-001-00667,STR-005,우주항공 및 해양 기술주권 확보,TSD-012-001,위성,DOC-POL-001,125,domain has no curated seed yet; promote one representative provisional group first
24,seed_curated,TD-012,우주항공,12,3,3,0,3,1,POL-001,123대 국정과제,1,technology,기술,PIG-PROV-ITM-POL-001-00455,우리기술로K-Space 도전,"ㅇ (우리기술로K-Space 도전) 우주과학탐사로드맵* 마련, 대전·전남·경남 우주산업클러스터완성**, 메탄엔진기반재사용발사체개발추진",provisional_policy_item,provisional_auto,1,1,ITM-POL-001-00455,,,TSD-012-002,발사체,DOC-POL-001,57,domain has no curated seed yet; promote one representative provisional group first
25,seed_curated,TD-013,해양,13,1,3,0,3,1,POL-001,123대 국정과제,1,technology,기술,PIG-PROV-ITM-POL-001-00351,산업경쟁력강화,"ㅇ (산업경쟁력강화) 차세대태양전지조기상용화, 해상풍력터빈·부품·기자재기술개발, 설치선건조및전용항만설치",provisional_policy_item,provisional_auto,1,1,ITM-POL-001-00351,STR-006,탄소중립 및 에너지 안보 (수소·SMR),,,DOC-POL-001,74,domain has no curated seed yet; promote one representative provisional group first
26,seed_curated,TD-013,해양,13,2,3,0,3,1,POL-001,123대 국정과제,1,infrastructure_institutional,인프라·제도,PIG-PROV-ITM-POL-001-00731,국가해상수송력확충과글로벌허브항만완성으로우리수출입물류를 뒷받침하고,"ㅇ 국가해상수송력확충과글로벌허브항만완성으로우리수출입물류를 뒷받침하고, 글로벌해양강국지위공고화",provisional_policy_item,provisional_auto,1,1,ITM-POL-001-00731,STR-005,우주항공 및 해양 기술주권 확보,,,DOC-POL-001,96,domain has no curated seed yet; promote one representative provisional group first
27,seed_curated,TD-013,해양,13,3,3,0,3,1,POL-001,123대 국정과제,1,talent,인재,PIG-PROV-ITM-POL-001-01079,해양수도완성,"ㅇ (해양수도완성) 해양수산부부산이전*을’25년내완료, 정부·지자체등 해운선사이전협의회를출범하여HMM 등을부산에유치",provisional_policy_item,provisional_auto,1,1,ITM-POL-001-01079,STR-005,우주항공 및 해양 기술주권 확보,,,DOC-POL-001,96,domain has no curated seed yet; promote one representative provisional group first
28,seed_curated,TD-014,첨단모빌리티,14,1,3,0,3,1,POL-001,123대 국정과제,1,technology,기술,PIG-PROV-ITM-POL-001-00503,자율주행실현,"- (자율주행실현) 레벨4 자율차출시및대중교통등공공서비스활용, 자율주행AI 학습센터등인프라구축, E2E 차세대모델기술개발",provisional_policy_item,provisional_auto,1,1,ITM-POL-001-00503,STR-009,미래 모빌리티(자율주행·UAM),TSD-014-003,모빌리티 인프라,DOC-POL-001,63,domain has no curated seed yet; promote one representative provisional group first
29,seed_curated,TD-014,첨단모빌리티,14,2,3,0,3,1,POL-001,123대 국정과제,1,technology,기술,PIG-PROV-ITM-POL-001-00628,친환경차·소프트웨어차량(SDV)·AI 자율주행차등미래차혁신생태계조성,- 친환경차·소프트웨어차량(SDV)·AI 자율주행차등미래차혁신생태계조성,provisional_policy_item,provisional_auto,1,1,ITM-POL-001-00628,STR-009,미래 모빌리티(자율주행·UAM),TSD-014-002,친환경 모빌리티,DOC-POL-001,62,domain has no curated seed yet; promote one representative provisional group first
30,seed_curated,TD-014,첨단모빌리티,14,3,3,0,3,1,POL-001,123대 국정과제,1,infrastructure_institutional,인프라·제도,PIG-PROV-ITM-POL-001-00907,전기차·이륜차·개인이동수단(PM) 안전대책마련,"- 전기차·이륜차·개인이동수단(PM) 안전대책마련, 고령운전자안전운행강화, 생활권보행환경종합정비, 자율주행법령제정·주차방해처벌등질서확립",provisional_policy_item,provisional_auto,1,1,ITM-POL-001-00907,STR-009,미래 모빌리티(자율주행·UAM),,,DOC-POL-001,121,domain has no curated seed yet; promote one representative provisional group first
