decision_key,active_in_queue,decision_status,policy_item_id,policy_id,policy_name,bucket_label,item_label,primary_evidence_id,evidence_preview,suggested_primary_strategy_id,suggested_primary_strategy_label,alternate_strategy_ids,alternate_strategy_labels,reviewed_primary_strategy_id,reviewed_secondary_strategy_ids,reviewed_confidence,reviewer_name,reviewer_notes
SRD-POL-012-17918d6deabd,no,reviewed,ITM-POL-012-00871,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,➊ (기술개발) 고온초전도자석응용분야별시스템연계기술을 개발하고,DRV-PAR-DOC-POL-006-00174,"➊ (기술개발) 고온초전도자석응용분야별시스템연계기술을 개발하고, 응용분야별프로토타입제작을 통해기술재현성확보",STR-007,양자 정보통신 및 미래소재 선점,,,STR-007,,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-0c1a588bb9d1,no,reviewed,ITM-POL-012-00872,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,➊ (기술개발) 고온초전도자석의응용시스템별적용을위한기개발 원천기술검증및고도화(’2...,DRV-PAR-DOC-POL-006-00162,➊ (기술개발) 고온초전도자석의응용시스템별적용을위한기개발 원천기술검증및고도화(’26년160억),STR-007,양자 정보통신 및 미래소재 선점,,,STR-007,,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-d346592fcd42,no,reviewed,ITM-POL-012-00881,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,➌ (AI 전환) AI 영화제작지원(’26년22억원) 신설,DRV-PAR-DOC-POL-006-00457,➌ (AI 전환) AI 영화제작지원(’26년22억원) 신설,STR-001,AI G3 도약 및 전 산업 AX 확산,STR-008,피지컬 AI 및 지능형 로봇 산업 육성,STR-001,STR-008,medium,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-012-568f94f00578,no,reviewed,ITM-POL-012-00883,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,➌(국제협력) 핵융합연(KFE)-유럽입자물리연구소(CERN) 공동연구에 기반한고성...,DRV-PAR-DOC-POL-006-00177,➌(국제협력) 핵융합연(KFE)-유럽입자물리연구소(CERN) 공동연구에 기반한고성능초전도선재양산및활용기술개발,STR-007,양자 정보통신 및 미래소재 선점,,,STR-007,,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-c584cbffd57c,no,reviewed,ITM-POL-012-00893,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,고온초전도 자석 원천기술 개발(’22~’26)을 통한 초전도 자석 전문기업들이 형...,DRV-PAR-DOC-POL-006-00151,"- 고온초전도 자석 원천기술 개발(’22~’26)을 통한 초전도 자석 전문기업들이 형성 되고 있으나, 초전도 산업 생태계 분야별 기업 육성 및 성장지원이 필요한 상황",STR-007,양자 정보통신 및 미래소재 선점,,,STR-007,,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-314e0ef13e23,no,reviewed,ITM-POL-012-00894,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,과기부,DRV-PAR-DOC-POL-006-00269,"- 과기부, 산업부등과부처협업신약개발R&D 추진을 통해 블록버스터급신약창출가속화",STR-003,바이오·헬스 글로벌 중심국가 도약,STR-001 | STR-008,AI G3 도약 및 전 산업 AX 확산 | 피지컬 AI 및 지능형 로봇 산업 육성,STR-003,STR-001 | STR-008,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-8d672086ff18,no,reviewed,ITM-POL-012-00895,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,과기정통부중심으로고온초전도자석원천기술개발,DRV-PAR-DOC-POL-006-00154,"ㅇ 과기정통부중심으로고온초전도자석원천기술개발, 프로토 타입자석제작및응용시스템적용기술확보지원",STR-007,양자 정보통신 및 미래소재 선점,,,STR-007,,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-7428dbc39298,no,reviewed,ITM-POL-012-00897,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,구축된초전도도체시험설비활용․보완을 통해고성능 초전도선재․도체의공정·측정·시험·평가를추진,DRV-PAR-DOC-POL-006-00176,- 구축된초전도도체시험설비활용․보완을 통해고성능 초전도선재․도체의공정·측정·시험·평가를추진,STR-007,양자 정보통신 및 미래소재 선점,STR-013,디지털 트윈 및 가상화 공정 혁신,STR-007,STR-013,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-7fcbb7391bfd,no,reviewed,ITM-POL-012-00898,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,국내시장성장한계,DRV-PAR-DOC-POL-006-00298,"ㅇ (국내시장성장한계) 국내시장만으로는디지털헬스기업의매출 확대가제한적, 이에따라해외진출기업*도증가중",STR-010,디지털 헬스케어 서비스 혁신,STR-003 | STR-011,바이오·헬스 글로벌 중심국가 도약 | 디지털 콘텐츠 및 K-컬처 혁신,STR-010,,medium,codex_manual_exception_review,STX-STR-010-001 keep_primary: 디지털헬스 해외진출 수요의 배경 설명으로 STR-010 cluster에 남긴다.
SRD-POL-012-edf0789d256e,no,reviewed,ITM-POL-012-00899,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,국내외실증과성과사례를 중심으로기술력과신뢰에기반한 Medical Korea 브랜드확...,DRV-PAR-DOC-POL-006-00348,- 국내외실증과성과사례를 중심으로기술력과신뢰에기반한 Medical Korea 브랜드확산을 위해온․오프홍보* 연계,STR-010,디지털 헬스케어 서비스 혁신,,,STR-010,,high,codex_manual_exception_review,STX-STR-010-001 keep_primary: Medical Korea 브랜드 확산은 STR-010 홍보·시장안착 action이다.
SRD-POL-012-4829ec1fcd15,no,reviewed,ITM-POL-012-00903,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,글로벌의약품시장* 규모는’23년1.75조달러이며지속확대중,DRV-PAR-DOC-POL-006-00183,ㅇ 글로벌의약품시장* 규모는’23년1.75조달러이며지속확대중,STR-003,바이오·헬스 글로벌 중심국가 도약,,,STR-003,,medium,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-012-d74259ba6d71,no,reviewed,ITM-POL-012-00904,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,기술·에너지·식량·분야에 대한선제적지원과세계일등수준의 기술개발·산업고도화로글로벌시...,DRV-PAR-DOC-POL-006-00066,ㅇ 기술·에너지·식량·분야에 대한선제적지원과세계일등수준의 기술개발·산업고도화로글로벌시장주도권확보필요,STR-006,탄소중립 및 에너지 안보 (수소·SMR),,,STR-006,,medium,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-012-d6b3ac6a8b4e,no,reviewed,ITM-POL-012-00906,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,기술개발·스케일업 대전환을 위한 R&D 지원 확대･민간투자 연계한 신속한,DRV-PAR-DOC-POL-006-00208,기술개발·스케일업 대전환을 위한 R&D 지원 확대･민간투자 연계한 신속한,STR-003,바이오·헬스 글로벌 중심국가 도약,STR-013,디지털 트윈 및 가상화 공정 혁신,STR-003,STR-013,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-b40fee4789e1,no,reviewed,ITM-POL-012-00910,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,데이터기반구축,DRV-PAR-DOC-POL-006-00359,"- (데이터기반구축) 인종과인구의다양성확보, 연구개발에 활용될 수 있는 디지털헬스 데이터* 구축및현지환경제공",STR-010,디지털 헬스케어 서비스 혁신,STR-003 | STR-011,바이오·헬스 글로벌 중심국가 도약 | 디지털 콘텐츠 및 K-컬처 혁신,STR-010,STR-003,medium,codex_manual_exception_review,STX-STR-010-001 reviewed_with_split_flag: 디지털헬스 데이터 구축은 STR-010에 두되 바이오·헬스 R&D 성격이 강해 split candidate로 남긴다.
SRD-POL-012-5f649775733f,no,reviewed,ITM-POL-012-00911,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,디지털헬스기업 D,DRV-PAR-DOC-POL-006-00312,"▪ 디지털헬스기업 D: “(미국 내에서) 접근할 수 있는 데이터를 확보하더라도, HIPPA 등 미국 법규에 의해 데이터의 해외 반출이나 해외 기관의 해외 현지 에서의 원격 접속은 금지되고 있기 때문에 미국 현지에서 연구개발을 진행할 수 있는 물리적 공간이 필요”",STR-010,디지털 헬스케어 서비스 혁신,STR-003 | STR-011,바이오·헬스 글로벌 중심국가 도약 | 디지털 콘텐츠 및 K-컬처 혁신,STR-010,,medium,codex_manual_exception_review,STX-STR-010-001 keep_primary: 해외 현지 데이터 접근과 물리적 공간 애로는 디지털헬스 해외진출 인프라 문제다.
SRD-POL-012-9129da9bf238,no,reviewed,ITM-POL-012-00912,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,디지털헬스기업A,DRV-PAR-DOC-POL-006-00306,"▪ 디지털헬스기업A: “해외시장 진출 시 해당 시장에서 요구하는 레퍼런스 확보 위해서는 초기 실증 및 적용을 통해 일정기간 이상 실증데이터를 확보해야 하나, 이를 위한 시범사업 및 초기 사업화에 대한 비용이 상당히 소요되므로, R&D와는 구분되는 사업화 실증에 대한 지원이 필요함”",STR-010,디지털 헬스케어 서비스 혁신,STR-003 | STR-011,바이오·헬스 글로벌 중심국가 도약 | 디지털 콘텐츠 및 K-컬처 혁신,STR-010,,medium,codex_manual_exception_review,STX-STR-010-001 keep_primary: 사업화 실증 지원 수요는 STR-010 수출·실증 지원 cluster와 직접 연결된다.
SRD-POL-012-2b1b525c44f9,no,reviewed,ITM-POL-012-00913,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,디지털헬스기업B,DRV-PAR-DOC-POL-006-00308,"▪ 디지털헬스기업B: “해외 현지의 의료기기 인허가 획득을 위한 임상시험, 실증을 위해서는 이게 가능한 현지 의료기관을 찾아야 하는데, 현지 CRO나 전문컨설턴트 등 전문가에 대한 정보도 부족하고, 현지 의료기관에 대한 정보나 여건 확인도 어렵고, 현지 의료기관과 네트워크 구축도 어려움”",STR-010,디지털 헬스케어 서비스 혁신,STR-003 | STR-004,바이오·헬스 글로벌 중심국가 도약 | 차세대 네트워크(6G) 및 지능형 인프라,STR-010,,medium,codex_manual_exception_review,STX-STR-010-001 keep_primary: 해외 의료기기 인허가·임상·실증 지원 애로는 STR-010 service/export cluster의 직접 근거다.
SRD-POL-012-05b69825f4ec,no,reviewed,ITM-POL-012-00914,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,디지털헬스기업C,DRV-PAR-DOC-POL-006-00310,"▪ 디지털헬스기업C: “국내 개발 AI 의료기기 S/W를 가지고 해외 진출 시 Heterogeneous 데이터가 필요한데 한국에서는 거의 Homogeneous 데이터만 확보할 수 있어서 다양성에 한계가 있음. 해결책으로 미국 데이터 업체로부터 비식별화된 다인종, 다인구 데이터를 구매하여 학습 또는 테스트 데이터로 활용하고 있는데 데이터 요구사항을 특정하고 확보하는 데까지 상당한 기간과 ...",STR-010,디지털 헬스케어 서비스 혁신,STR-001 | STR-003,AI G3 도약 및 전 산업 AX 확산 | 바이오·헬스 글로벌 중심국가 도약,STR-010,STR-001 | STR-003,medium,codex_manual_exception_review,STX-STR-010-001 reviewed_with_split_flag: 해외진출 맥락은 STR-010이 맞지만 AI 의료기기 데이터 확보 이슈가 강해 split candidate로 남긴다.
SRD-POL-012-ba1e32f2f804,no,reviewed,ITM-POL-012-00915,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,마케팅·보험등재,DRV-PAR-DOC-POL-006-00365,- (마케팅·보험등재) 현지시장안착을위한초기파일럿또는1호 기관이되어제품레퍼런스축적및미국등선진국시장보험 등재에필요한네트워크·플랫폼* 구축지원,STR-004,차세대 네트워크(6G) 및 지능형 인프라,,,STR-004,,medium,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-012-f053ceed2ee1,no,reviewed,ITM-POL-012-00917,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,배경,DRV-PAR-DOC-POL-006-00234,"ㅇ (배경) 제약산업육성, 글로벌경쟁력강화위해글로벌제약펀드(’13.9) 시작으로K-바이오·백신펀드조성(’23.11~) 등보건계정펀드확대",STR-015,감염병 대응 및 공중보건 기술 자립,STR-003,바이오·헬스 글로벌 중심국가 도약,STR-015,STR-003,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-8604a9c65cea,no,reviewed,ITM-POL-012-00918,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,번역·마케팅등에활용가능한수출바우처지원,DRV-PAR-DOC-POL-006-00444,"- 번역·마케팅등에활용가능한수출바우처지원, 해외게임박람회 한국공동관확대(3개소→5개소)및현지화지원신설(‘26년25억원, 신규)",STR-011,디지털 콘텐츠 및 K-컬처 혁신,,,STR-011,,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-de03b378b1e8,no,reviewed,ITM-POL-012-00919,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,번역지원,DRV-PAR-DOC-POL-006-00475,"- (번역지원) 우수만화·웹툰의다국어번역·감수, 비즈니스용샘플 제작등을지원하여해외독자유입및2차저작물확장도모",STR-011,디지털 콘텐츠 및 K-컬처 혁신,,,STR-011,,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-0ab27d87b85f,no,reviewed,ITM-POL-012-00920,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,부품‧ 장비기업,DRV-PAR-DOC-POL-006-00149,"부품‧ 장비기업, 초전도자석‧ 응용 시스템개발‧",STR-007,양자 정보통신 및 미래소재 선점,,,STR-007,,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-2db0f4f4121c,no,reviewed,ITM-POL-012-00921,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,블록버스터급신약창출및혁신생태계조성을 위해K-바이오·백신펀드1조원규모목표로지속조성추진,DRV-PAR-DOC-POL-006-00257,ㅇ 블록버스터급신약창출및혁신생태계조성을 위해K-바이오·백신펀드1조원규모목표로지속조성추진,STR-015,감염병 대응 및 공중보건 기술 자립,STR-003,바이오·헬스 글로벌 중심국가 도약,STR-015,STR-003,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-e6fe05dd5d8b,no,reviewed,ITM-POL-012-00922,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,빅데이터 기반 디지털의료기기 연구개발을 통해 글로벌 수준의 기술경쟁력 확보,DRV-PAR-DOC-POL-006-00373,빅데이터 기반 디지털의료기기 연구개발을 통해 글로벌 수준의 기술경쟁력 확보,STR-010,디지털 헬스케어 서비스 혁신,STR-001 | STR-008,AI G3 도약 및 전 산업 AX 확산 | 피지컬 AI 및 지능형 로봇 산업 육성,STR-010,STR-001 | STR-003,medium,codex_manual_exception_review,STX-STR-010-001 reviewed_with_split_flag: 빅데이터 기반 디지털의료기기 R&D는 STR-010에 두되 AI/바이오 축 보조 매핑과 split candidate 메모를 남긴다.
SRD-POL-012-48e89f247394,no,reviewed,ITM-POL-012-00923,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,사업목적,DRV-PAR-DOC-POL-006-00322,ㅇ (사업목적) ICT 기반 의료시스템 해외진출 기반 조성 및 해외성공사례 발굴‧ 확산을 위해 최신 정보통신기술이 결합된 의료시스템의 해외진출 지원(’16∼),STR-007,양자 정보통신 및 미래소재 선점,,,STR-007,,medium,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-012-7ae6f1e09ec0,no,reviewed,ITM-POL-012-00925,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,생산역량,DRV-PAR-DOC-POL-006-00196,"ㅇ (생산역량) CDMO의국가생산능력은2위*, 삼성바이오로직스는 기업세계1위**로세계최고수준의위탁개발생산역량(’24년)",STR-003,바이오·헬스 글로벌 중심국가 도약,,,STR-003,,medium,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-012-c46ae9c6620e,no,reviewed,ITM-POL-012-00926,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,선도형경제로전환하기위해초혁신기술개발,DRV-PAR-DOC-POL-006-00078,"ㅇ 선도형경제로전환하기위해초혁신기술개발, 미래대응, 글로벌 시장진출등3대분야에세계최고수준의상품․서비스화",STR-015,감염병 대응 및 공중보건 기술 자립,,,STR-015,,medium,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-012-6fd0164c8d5f,no,reviewed,ITM-POL-012-00938,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,조성 현황,DRV-PAR-DOC-POL-006-00241,"ㅇ (조성 현황) 1기펀드(1~7호, ’13~’21년조성)는1,310억원출자액을 마중물로7개자조합, 6,950억원규모조성 →최고수익률(2호, 3.05배) 및바이오벤처상장기반마련",STR-003,바이오·헬스 글로벌 중심국가 도약,,,STR-003,,medium,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-012-f6a0d5c2b835,no,reviewed,ITM-POL-012-00939,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,중소·스타트업이 AI를 활용하여 창의적 아이디어로 쉽게 게임 개발에 도전하도록 A...,DRV-PAR-DOC-POL-006-00446,- 중소·스타트업이 AI를 활용하여 창의적 아이디어로 쉽게 게임 개발에 도전하도록 AI 도구 구독비 지원 신설(‘26년 75억원/신규),STR-011,디지털 콘텐츠 및 K-컬처 혁신,STR-001 | STR-008,AI G3 도약 및 전 산업 AX 확산 | 피지컬 AI 및 지능형 로봇 산업 육성,STR-011,STR-001 | STR-008,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-2d6c4d4efbea,no,reviewed,ITM-POL-012-00943,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,지원체계,DRV-PAR-DOC-POL-006-00144,"- (지원체계) 고온초전도자석원천기술개발사업에참여하는컨소시엄 연구단, 유관연구기관‧",STR-007,양자 정보통신 및 미래소재 선점,,,STR-007,,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-55c4a6329a1b,no,reviewed,ITM-POL-012-00946,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,첨단소재․부품,DRV-PAR-DOC-POL-006-00040,□ (첨단소재․부품) 산업생태계의게임체인저육성으로생산성제고,STR-011,디지털 콘텐츠 및 K-컬처 혁신,,,STR-011,,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-f720f1674f17,no,reviewed,ITM-POL-012-00947,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,첨단소재․부품: 5개*,DRV-PAR-DOC-POL-006-00022,ㅇ (첨단소재․부품: 5개*) 산업생태계의게임체인저육성으로생산성제고,STR-011,디지털 콘텐츠 및 K-컬처 혁신,,,STR-011,,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-8fa25aa25665,no,reviewed,ITM-POL-012-00950,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,초혁신경제,DRV-PAR-DOC-POL-006-00013,"□ (초혁신경제) 추격형경제의한계를극복하고선도형경제로나아가기 위해초혁신기술개발, 미래대응, 글로벌시장진출에집중투자",STR-015,감염병 대응 및 공중보건 기술 자립,,,STR-015,,medium,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-012-388b07810027,no,reviewed,ITM-POL-012-00955,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,최근중국정부의한국게임판호발급이확대되는추세이며,DRV-PAR-DOC-POL-006-00443,"- 최근중국정부의한국게임판호발급이확대되는추세이며, 추가확대를 위해정부간협력강화(‘26년연중)",STR-011,디지털 콘텐츠 및 K-컬처 혁신,,,STR-011,,high,auto_seed,provisional_auto_seed_from_queue(score=3)
SRD-POL-012-1140f4560da2,no,reviewed,ITM-POL-012-00958,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,추진목표,DRV-PAR-DOC-POL-006-00229,- (추진목표) ’26년기반마련및’27년부터K-바이오글로벌상업화 본격성과 창출을 통해’30년바이오의약글로벌5대강국도약,STR-003,바이오·헬스 글로벌 중심국가 도약,,,STR-003,,medium,auto_seed,provisional_auto_seed_from_queue(score=2)
SRD-POL-012-48dd2f85b8a3,no,reviewed,ITM-POL-012-00968,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,해외수요확대,DRV-PAR-DOC-POL-006-00297,"ㅇ (해외수요확대) 고령화․만성질환증가등으로의료 AI․의료기기 수요가폭발적으로증가(북미, 유럽, 중동시장고성장중)",STR-010,디지털 헬스케어 서비스 혁신,STR-001 | STR-003,AI G3 도약 및 전 산업 AX 확산 | 바이오·헬스 글로벌 중심국가 도약,STR-010,,medium,codex_manual_exception_review,STX-STR-010-001 keep_primary: 의료 AI·의료기기 해외수요 확대라는 시장 맥락이 STR-010과 직접 연결된다.
SRD-POL-012-0108242d7117,no,reviewed,ITM-POL-012-00969,POL-012,초혁신경제 15대 프로젝트 추진계획,기술,해외진출 규제사항 및 애로사항 해결을 위한 정책지원 사항 발굴,DRV-PAR-DOC-POL-006-00369,- 해외진출 규제사항 및 애로사항 해결을 위한 정책지원 사항 발굴,STR-010,디지털 헬스케어 서비스 혁신,STR-003 | STR-011,바이오·헬스 글로벌 중심국가 도약 | 디지털 콘텐츠 및 K-컬처 혁신,STR-010,,high,codex_manual_exception_review,STX-STR-010-001 keep_primary: 해외진출 규제·애로 해결 정책지원은 STR-010 institutional support로 본다.
