decision_key,active_in_queue,decision_status,policy_item_id,policy_id,policy_name,bucket_label,item_label,primary_evidence_id,evidence_preview,suggested_primary_strategy_id,suggested_primary_strategy_label,alternate_strategy_ids,alternate_strategy_labels,reviewed_primary_strategy_id,reviewed_secondary_strategy_ids,reviewed_confidence,reviewer_name,reviewer_notes
SRD-POL-008-0220a0339a79,no,no_strategy,ITM-POL-008-00517,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,부처 정책 수요에 따라 기업 또는 과제(RFP)를 발굴·추천하면 투자매칭 및 팁스...,DRV-PAR-DOC-POL-008-00056,"ㅇ 부처 정책 수요에 따라 기업 또는 과제(RFP)를 발굴·추천하면 투자매칭 및 팁스 R&D를 지원하고, 후속성장 연계·협업",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-091438cf7464,no,no_strategy,ITM-POL-008-00518,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,부처 추천기업을 우선적으로 지원하기 위해 스케일업 팁스,DRV-PAR-DOC-POL-008-00058,"- 부처 추천기업을 우선적으로 지원하기 위해 스케일업 팁스, 글로벌 팁스 일부 물량(’26년 총 110개)을 부처수요 등에 따라 사전할당",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-76b65762dc6e,no,no_strategy,ITM-POL-008-00519,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,부처수요기반 과제 발굴·협력 확대,DRV-PAR-DOC-POL-008-00014,"- 부처수요기반 과제 발굴·협력 확대, 무빙타겟 지원체계 확립, 팁스 R&D 협력체계(협의조정위원회, 팁스 R&D 추진단) 구축",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-a1fd7e6f9644,no,no_strategy,ITM-POL-008-00520,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,분야별 민간 전문가를 중심으로 ‘팁스 R&D 추진단*’을 구성하고,DRV-PAR-DOC-POL-008-00068,"ㅇ 분야별 민간 전문가를 중심으로 ‘팁스 R&D 추진단*’을 구성하고, 과제 발굴·선정평가 등 R&D 지원 실무를 전담",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-7b8f2d37455e,no,no_strategy,ITM-POL-008-00521,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,성장 全주기 지원을 위해 팁스 R&D 확장,DRV-PAR-DOC-POL-008-00025,□ 성장 全주기 지원을 위해 팁스 R&D 확장,,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-07a5b76d7f6a,no,no_strategy,ITM-POL-008-00522,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,성장 전주기 지원을 위한 팁스 R&D 확장,DRV-PAR-DOC-POL-008-00010,"- 성장 전주기 지원을 위한 팁스 R&D 확장, 투자를 기반으로 단계별 R&D간 연계 강화, 딥테크 챌린지 프로젝트 등 확대 추진",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-788de11b4514,no,no_strategy,ITM-POL-008-00523,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,스케일업 팁스,DRV-PAR-DOC-POL-008-00100,"□ (스케일업 팁스) 투자사 중 14.6%(41개 중 6개사)가 지역 거점 투자사로 구성, 지역 소재 기업 대상으로 한 투자 41.7%*(‘22~’24년, 379건 중 158건)",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-5871e5610f89,no,no_strategy,ITM-POL-008-00524,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,스케일업/글로벌 팁스는 전담코디네이터(운영사)를 지정,DRV-PAR-DOC-POL-008-00063,"- 스케일업/글로벌 팁스는 전담코디네이터(운영사)를 지정, 밀착 지원",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-2c238832e134,no,no_strategy,ITM-POL-008-00525,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,시장에서 성장가능성,DRV-PAR-DOC-POL-008-00088,"ㅇ 시장에서 성장가능성, 유망성 등을 인정받아 민간 자금을 유치한 유망 중소벤처에 정부가 R&D자금 등을 연계, 사업화 및 시장진출 촉진",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-95c5a315afba,no,no_strategy,ITM-POL-008-00526,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,운영사의 지원활동 촉진을 위해 기업성장지원비 별도 트랙 편성 → 활동 실적에 따라...,DRV-PAR-DOC-POL-008-00053,ㅇ 운영사의 지원활동 촉진을 위해 기업성장지원비 별도 트랙 편성 → 활동 실적에 따라 인센티브 부여 등 운영사 간 경쟁 유도,,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-06cca960eb88,no,no_strategy,ITM-POL-008-00527,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,일반형과제(‘26년 290개)는 추천권 배정 없이 개방 경쟁을 통해 기업을 선별하여,DRV-PAR-DOC-POL-008-00047,"ㅇ 일반형과제(‘26년 290개)는 추천권 배정 없이 개방 경쟁을 통해 기업을 선별하여, 과제당 최대 20억원 지원",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-7d77e3e90f26,no,no_strategy,ITM-POL-008-00529,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,정부가 출제한 도전·혁신형 과제(RFP)에 민간이 先투자하고 프로젝트팀(중소벤처+...,DRV-PAR-DOC-POL-008-00038,□ 정부가 출제한 도전·혁신형 과제(RFP)에 민간이 先투자하고 프로젝트팀(중소벤처+ 연구기관 등)이 수행하는 ‘딥테크 챌린지 프로젝트(DCP)’ 확대,,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-0c9fbe531d8c,no,no_strategy,ITM-POL-008-00530,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,정책지정형(’26년 110개)는 전략적인 발굴·육성을 위해 운영사에 추천권(1.3...,DRV-PAR-DOC-POL-008-00049,"ㅇ 정책지정형(’26년 110개)는 전략적인 발굴·육성을 위해 운영사에 추천권(1.3배수)을 배정, 선정된 과제에는 과제당 최대 30억원 지원",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-3afd71db6212,no,no_strategy,ITM-POL-008-00531,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,중소벤처기업을 위한 ‘돈이 되는 R&D’로서,DRV-PAR-DOC-POL-008-00020,"□ 중소벤처기업을 위한 ‘돈이 되는 R&D’로서, 팁스 R&D를 다양한 기술‧산업 분야로 확산하고 지역기업의 혁신 플랫폼으로 확대할 필요",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-afb72d9b0ab1,no,no_strategy,ITM-POL-008-00532,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,추진 배경,DRV-PAR-DOC-POL-008-00006,"□ (추진 배경) 팁스 R&D는 혁신기업에 투자를 유인하는 ｢돈이 되는 R&D｣로, 다양한 기술‧산업, 지역으로 성과를 확산할 필요",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-11f34f9fc886,no,no_strategy,ITM-POL-008-00533,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,추천과제(RFP)는 시장성 등을 보완하여 딥테크 챌린지 프로젝트 지원,DRV-PAR-DOC-POL-008-00059,- 추천과제(RFP)는 시장성 등을 보완하여 딥테크 챌린지 프로젝트 지원,,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-42e2efd0367a,no,no_strategy,ITM-POL-008-00534,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,팁스,DRV-PAR-DOC-POL-008-00026,"ㅇ 팁스, 스케일업 팁스 확대 및 글로벌 팁스 신설을 통해 창업–성장–글로벌진출의 성장 전주기 지원체계로 개편",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-cca536cc1804,no,no_strategy,ITM-POL-008-00535,POL-008,"민간투자연계, 팁스 R&D 확산방안",기술,팁스기업,DRV-PAR-DOC-POL-008-00034,"ㅇ 팁스기업, R&D 성과기업에 대한 민간투자 촉진을 위해 온‧오프라인의 대규모 ｢(가칭) 팁스 R&D 통합 IR 주간｣ 추진",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-299ddb624880,no,no_strategy,ITM-POL-008-00536,POL-008,"민간투자연계, 팁스 R&D 확산방안",인프라·제도,R&D 성과기업이 후속투자를 유치하면 정부(모태펀드)가 같이 투자하는 ‘사업화 매...,DRV-PAR-DOC-POL-008-00031,- R&D 성과기업이 후속투자를 유치하면 정부(모태펀드)가 같이 투자하는 ‘사업화 매칭투자’를 확대하여 민간 후속투자를 유도,,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-9b11cc8c3265,no,no_strategy,ITM-POL-008-00537,POL-008,"민간투자연계, 팁스 R&D 확산방안",인프라·제도,’팁스→ 스케일업 팁스→ 글로벌 팁스‘로 혁신 성과가 이어지는 성장 全주기 지원체...,DRV-PAR-DOC-POL-008-00022,- ’팁스→ 스케일업 팁스→ 글로벌 팁스‘로 혁신 성과가 이어지는 성장 全주기 지원체계 확립 및 투자운영사의 자율‧경쟁성 강화,,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-4eda6b57da23,no,no_strategy,ITM-POL-008-00538,POL-008,"민간투자연계, 팁스 R&D 확산방안",인프라·제도,⇨ 지역 거점 투자운영사 50% 수준을 목표로 확대 추진,DRV-PAR-DOC-POL-008-00079,⇨ 지역 거점 투자운영사 50% 수준을 목표로 확대 추진,,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-918f54f01e46,no,no_strategy,ITM-POL-008-00539,POL-008,"민간투자연계, 팁스 R&D 확산방안",인프라·제도,글로벌 진출·해외투자유치를 위해 ‘글로벌 팁스 지원센터*’를 중심으로 현지 VC‧기업,DRV-PAR-DOC-POL-008-00036,"ㅇ 글로벌 진출·해외투자유치를 위해 ‘글로벌 팁스 지원센터*’를 중심으로 현지 VC‧기업, 대학‧연구기관과의 협업 및 네트워킹, 컨설팅 등 지원",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-dc6b98889987,no,no_strategy,ITM-POL-008-00540,POL-008,"민간투자연계, 팁스 R&D 확산방안",인프라·제도,단계별 기업가치 등을 고려,DRV-PAR-DOC-POL-008-00027,"- 단계별 기업가치 등을 고려, 지원단가 상향(예: 스케일업 팁스 3년 12억원 → 3년 20~30억원), 先투자 요건 강화(예: 팁스 1~2억원 → 2억원 이상)",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-f4f99c30d2c7,no,no_strategy,ITM-POL-008-00541,POL-008,"민간투자연계, 팁스 R&D 확산방안",인프라·제도,신규 운영사 선정‧등록 시 지역 거점(본사) 투자사 우선 선정하고,DRV-PAR-DOC-POL-008-00077,"ㅇ 신규 운영사 선정‧등록 시 지역 거점(본사) 투자사 우선 선정하고, 기업성장지원비 우대 배분(+10%) 등 지역 운영사에 인센티브 제공",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-0f2995cbb72b,no,no_strategy,ITM-POL-008-00542,POL-008,"민간투자연계, 팁스 R&D 확산방안",인프라·제도,실무급(국장-과장)으로 우선 추진,DRV-PAR-DOC-POL-008-00067,"- 실무급(국장-과장)으로 우선 추진, 향후 법적근거 등 보완하여 격상 검토",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-a891cbaeb34b,no,no_strategy,ITM-POL-008-00543,POL-008,"민간투자연계, 팁스 R&D 확산방안",인프라·제도,우선할당·요건완화 등 지역 우대 강화,DRV-PAR-DOC-POL-008-00016,"- 우선할당·요건완화 등 지역 우대 강화, 지역거점 투자사 확충 및 지역특화 IR 추진, 지역성장펀드 등 지역벤처투자기반 조성",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-caae2f780c95,no,no_strategy,ITM-POL-008-00544,POL-008,"민간투자연계, 팁스 R&D 확산방안",인프라·제도,운영사 풀 확대(24→80) 및 개방 경쟁체계 도입,DRV-PAR-DOC-POL-008-00012,"- 운영사 풀 확대(24→80) 및 개방 경쟁체계 도입, 컨소시엄 단위 전략분야 특화운영사 별도 지정, 기업성장 지원활동 촉진",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-2d65802aed72,no,no_strategy,ITM-POL-008-00545,POL-008,"민간투자연계, 팁스 R&D 확산방안",인프라·제도,지속적인 지역투자 활성화를 위해 ‘지역벤처투자기반’ 조성,DRV-PAR-DOC-POL-008-00083,□ 지속적인 지역투자 활성화를 위해 ‘지역벤처투자기반’ 조성,,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-fcf8f38c0cd7,no,no_strategy,ITM-POL-008-00546,POL-008,"민간투자연계, 팁스 R&D 확산방안",인프라·제도,지역성장펀드 등 모태펀드와 지역혁신자금을 결합한 ‘지역투자 전용펀드’를 점진적으로...,DRV-PAR-DOC-POL-008-00084,ㅇ 지역성장펀드 등 모태펀드와 지역혁신자금을 결합한 ‘지역투자 전용펀드’를 점진적으로 확대조성,,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-d98d4dfa0180,no,no_strategy,ITM-POL-008-00547,POL-008,"민간투자연계, 팁스 R&D 확산방안",인프라·제도,지역투자 촉진을 위해 권역별(4극 3특) 특화 IR 등 추진,DRV-PAR-DOC-POL-008-00081,ㅇ 지역투자 촉진을 위해 권역별(4극 3특) 특화 IR 등 추진,,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-b519e5ec5527,no,no_strategy,ITM-POL-008-00549,POL-008,"민간투자연계, 팁스 R&D 확산방안",인프라·제도,컨소시엄(투자사+학·연,DRV-PAR-DOC-POL-008-00050,"- 컨소시엄(투자사+학·연, 컨설턴트 등) 단위의 ‘특화운영사’를 별도 지정",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
SRD-POL-008-ce4298cb4ef5,no,no_strategy,ITM-POL-008-00550,POL-008,"민간투자연계, 팁스 R&D 확산방안",인프라·제도,투자사(AC,DRV-PAR-DOC-POL-008-00048,"- 투자사(AC, VC, 금융권 등) 단위의 ’일반운영사‘를 50개 이상 신규 선정",,,,,,,medium,auto_seed,provisional_auto_seed_no_strategy(no_queue_suggestion)
