merge_candidate_id,document_id,page_no,review_priority,suggested_reviewer_action,review_status,reviewer_decision,reviewer_role_override,reviewer_resource_type_override,reviewer_strategy_override,reviewer_tech_domain_override,reviewer_tech_subdomain_override,merge_into_candidate_id,split_required,final_item_label,final_item_statement,reviewer_notes,candidate_role_draft,candidate_role_notes,bucket_resource_type_guess,primary_strategy_candidates,tech_domain_candidates,tech_subdomain_candidates,merge_confidence,item_label_draft,item_statement_draft,primary_seed_id,member_seed_ids,supporting_review_seed_ids,member_count,supporting_review_count,primary_text
PMD-DOC-POL-006-0011,DOC-POL-006,4,medium,keep_or_merge,reviewed,keep,,,,,,,,,,sample keep action,policy_action,,technology,STR-007,TD-002,,medium,초전도체,"ㅇ (초전도체) 고온초전도자석원천기술을고도화하고의료, 에너지, 교통등응용분야를 중심으로실용화기술및프로토타입개발",CLS-SEED-DOC-POL-006-00041,CLS-SEED-DOC-POL-006-00041,CLS-SEED-DOC-POL-006-00042 | CLS-SEED-DOC-POL-006-00043,1,2,"ㅇ (초전도체) 고온초전도자석원천기술을고도화하고의료, 에너지, 교통등응용분야를 중심으로실용화기술및프로토타입개발"
PMD-DOC-POL-006-0012,DOC-POL-006,4,low,keep_or_merge,reviewed,keep,,,,,,,,,,sample keep action,policy_action,,infrastructure_policy,STR-003,,,medium,K-바이오 글로벌 상업화,"ㅇ (K-바이오 글로벌 상업화) 임상 3상특화펀드(1,500억원규모) 조성, 인허가, 현지거점진출지원 등 글로벌 진출전주기 지원확대",CLS-SEED-DOC-POL-006-00045,CLS-SEED-DOC-POL-006-00045,,1,0,"ㅇ (K-바이오 글로벌 상업화) 임상 3상특화펀드(1,500억원규모) 조성, 인허가, 현지거점진출지원 등 글로벌 진출전주기 지원확대"
PMD-DOC-POL-006-0013,DOC-POL-006,4,low,keep_or_merge,reviewed,keep,,,,,,,,,,sample keep action,policy_action,,,STR-010,,,medium,K-디지털헬스케어,ㅇ (K-디지털헬스케어) 해외인수병원을 거점으로 중소․벤처기업을 지원하는 K-디지털헬스케어 新수출전략 정책지원 방안 마련(‘26. 1분기),CLS-SEED-DOC-POL-006-00046,CLS-SEED-DOC-POL-006-00046,,1,0,ㅇ (K-디지털헬스케어) 해외인수병원을 거점으로 중소․벤처기업을 지원하는 K-디지털헬스케어 新수출전략 정책지원 방안 마련(‘26. 1분기)
PMD-DOC-POL-006-0014,DOC-POL-006,4,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,STR-011,,,medium,K-콘텐츠,"ㅇ (K-콘텐츠) (공통)콘텐츠정책펀드內미래전략분야신설(’26년500억원) 신융합장르 발굴 위한 범장르 AI 콘텐츠 제작지원 확대 일몰기한연장(’25.12월→’28.12월), (음악)음악영상물등급분류개선, (웹툰)제작비용에 대한소득세․법인세세액공제신설등",CLS-SEED-DOC-POL-006-00047,CLS-SEED-DOC-POL-006-00047 | CLS-SEED-DOC-POL-006-00048,,2,0,ㅇ (K-콘텐츠) (공통)콘텐츠정책펀드內미래전략분야신설(’26년500억원) 신융합장르 발굴 위한 범장르 AI 콘텐츠 제작지원 확대
PMD-DOC-POL-006-0015,DOC-POL-006,6,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,｢새정부 경제성장전략(8.22)｣에 따른 초혁신경제 15대 선도프로젝트 추진,□ ｢새정부 경제성장전략(8.22)｣에 따른 초혁신경제 15대 선도프로젝트 추진,CLS-SEED-DOC-POL-006-00067,CLS-SEED-DOC-POL-006-00067,,1,0,□ ｢새정부 경제성장전략(8.22)｣에 따른 초혁신경제 15대 선도프로젝트 추진
PMD-DOC-POL-006-0016,DOC-POL-006,6,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,STR-014 | STR-005 | STR-003 | STR-006 | STR-002,TD-005 | TD-002,TSD-005-005 | TSD-002-002,medium,초혁신경제 15대 프로젝트추진계획발표Ⅰ*(9.10),"ㅇ 초혁신경제 15대 프로젝트추진계획발표Ⅰ*(9.10), Ⅱ**(10.20), Ⅲ***(11.26)에이어네번째추진계획을마련·발표",CLS-SEED-DOC-POL-006-00068,CLS-SEED-DOC-POL-006-00068,CLS-SEED-DOC-POL-006-00069 | CLS-SEED-DOC-POL-006-00070 | CLS-SEED-DOC-POL-006-00071 | CLS-SEED-DOC-POL-006-00072,1,4,"ㅇ 초혁신경제 15대 프로젝트추진계획발표Ⅰ*(9.10), Ⅱ**(10.20), Ⅲ***(11.26)에이어네번째추진계획을마련·발표"
PMD-DOC-POL-006-0017,DOC-POL-006,6,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,각프로젝트별기업및관계기관이참여하는추진단구성을 완료하고,"ㅇ 각프로젝트별기업및관계기관이참여하는추진단구성을 완료하고, 단기간내성과를가시화하기위한추진계획을정교화",CLS-SEED-DOC-POL-006-00073,CLS-SEED-DOC-POL-006-00073,,1,0,"ㅇ 각프로젝트별기업및관계기관이참여하는추진단구성을 완료하고, 단기간내성과를가시화하기위한추진계획을정교화"
PMD-DOC-POL-006-0018,DOC-POL-006,6,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,이를 통해글로벌기술경쟁이심화되는현시점에서기술주권을 확보하고,"ㅇ 이를 통해글로벌기술경쟁이심화되는현시점에서기술주권을 확보하고, 경제대혁신을위한기반강화",CLS-SEED-DOC-POL-006-00074,CLS-SEED-DOC-POL-006-00074,,1,0,"ㅇ 이를 통해글로벌기술경쟁이심화되는현시점에서기술주권을 확보하고, 경제대혁신을위한기반강화"
PMD-DOC-POL-006-0019,DOC-POL-006,7,high,drop_or_attach_background,review_required,,,,,,,,,,,,meta_program_frame,detected_program_frame_keyword,technology,,,,medium,선도형경제로전환하기위해초혁신기술개발,"ㅇ 선도형경제로전환하기위해초혁신기술개발, 미래대응, 글로벌 시장진출등3대분야에세계최고수준의상품․서비스화",CLS-SEED-DOC-POL-006-00078,CLS-SEED-DOC-POL-006-00078,,1,0,"ㅇ 선도형경제로전환하기위해초혁신기술개발, 미래대응, 글로벌 시장진출등3대분야에세계최고수준의상품․서비스화"
PMD-DOC-POL-006-0020,DOC-POL-006,7,high,drop_or_attach_background,review_required,,,,,,,,,,,,meta_program_frame,detected_short_meta_bullet,,,,,medium,혁신프로젝트(Kingpin) 본격추진,- 혁신프로젝트(Kingpin) 본격추진,CLS-SEED-DOC-POL-006-00079,CLS-SEED-DOC-POL-006-00079,,1,0,- 혁신프로젝트(Kingpin) 본격추진
PMD-DOC-POL-006-0021,DOC-POL-006,7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,구체적인혁신아이템을선정하고집중적인패키지지원*을 통해단기간에가시적 성과 창출,ㅇ 구체적인혁신아이템을선정하고집중적인패키지지원*을 통해단기간에가시적 성과 창출,CLS-SEED-DOC-POL-006-00080,CLS-SEED-DOC-POL-006-00080,CLS-SEED-DOC-POL-006-00081,1,1,ㅇ 구체적인혁신아이템을선정하고집중적인패키지지원*을 통해단기간에가시적 성과 창출
PMD-DOC-POL-006-0022,DOC-POL-006,7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,STR-014,TD-002,TSD-002-003,medium,초혁신경제 프로젝트를 지역별 전략산업*과도 연계하여 지역균형성장및지역혁신을촉진,ㅇ 초혁신경제 프로젝트를 지역별 전략산업*과도 연계하여 지역균형성장및지역혁신을촉진,CLS-SEED-DOC-POL-006-00082,CLS-SEED-DOC-POL-006-00082,CLS-SEED-DOC-POL-006-00083,1,1,ㅇ 초혁신경제 프로젝트를 지역별 전략산업*과도 연계하여 지역균형성장및지역혁신을촉진
PMD-DOC-POL-006-0023,DOC-POL-006,7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,기업중심의프로젝트별추진단구성,- 기업중심의프로젝트별추진단구성,CLS-SEED-DOC-POL-006-00084,CLS-SEED-DOC-POL-006-00084,,1,0,- 기업중심의프로젝트별추진단구성
PMD-DOC-POL-006-0024,DOC-POL-006,7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,기업을 중심으로프로젝트추진과정에서의애로사항을신속히 발굴․해결하고,"ㅇ 기업을 중심으로프로젝트추진과정에서의애로사항을신속히 발굴․해결하고, 민간주도의혁신을촉진",CLS-SEED-DOC-POL-006-00085,CLS-SEED-DOC-POL-006-00085,CLS-SEED-DOC-POL-006-00086,1,1,"ㅇ 기업을 중심으로프로젝트추진과정에서의애로사항을신속히 발굴․해결하고, 민간주도의혁신을촉진"
PMD-DOC-POL-006-0025,DOC-POL-006,7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,detected_soft_problem_but_action_overrides,infrastructure_policy,,,,medium,정부는인프라정비·제도개선·재정·세제·금융지원등을 통해 민간을적극뒷받침하며,"ㅇ 정부는인프라정비·제도개선·재정·세제·금융지원등을 통해 민간을적극뒷받침하며, 문제해결형지원체계구축",CLS-SEED-DOC-POL-006-00087,CLS-SEED-DOC-POL-006-00087,,1,0,"ㅇ 정부는인프라정비·제도개선·재정·세제·금융지원등을 통해 민간을적극뒷받침하며, 문제해결형지원체계구축"
PMD-DOC-POL-006-0026,DOC-POL-006,7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,STR-007,TD-002,,medium,국정과제와의 연계성,"□ 국정과제와의 연계성, 관계부처 및 지자체 의견, 현장방문․민관협의체․전문가의견 등을 통해 선정",CLS-SEED-DOC-POL-006-00089,CLS-SEED-DOC-POL-006-00089,CLS-SEED-DOC-POL-006-00094,1,1,"□ 국정과제와의 연계성, 관계부처 및 지자체 의견, 현장방문․민관협의체․전문가의견 등을 통해 선정"
PMD-DOC-POL-006-0027,DOC-POL-006,9,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,STR-011 | STR-014,TD-005,TSD-005-005,medium,차세대 전력반도체 LNG 화물창 초전도체 그래핀(Graphene) 특수탄소강 K-바이오․의약품(AI 바...,차세대 전력반도체 LNG 화물창 초전도체 그래핀(Graphene) 특수탄소강 K-바이오․의약품(AI 바이오) K-콘텐츠(게임․웹툰 등) K-뷰티 통합 클러스터 K-식품 ⇧ 패키지 지원,CLS-SEED-DOC-POL-006-00108,CLS-SEED-DOC-POL-006-00108,CLS-SEED-DOC-POL-006-00112 | CLS-SEED-DOC-POL-006-00113,1,2,차세대 전력반도체 LNG 화물창 초전도체 그래핀(Graphene) 특수탄소강 K-바이오․의약품(AI 바이오) K-콘텐츠(게임․웹툰 등) K-뷰티 통합 클러스터 K-식품 ⇧ 패키지 지원
PMD-DOC-POL-006-0028,DOC-POL-006,10,high,drop_or_attach_background,review_required,,,,,,,,,,,,meta_program_frame,detected_program_frame_keyword,infrastructure_policy,,,,medium,실무 추진협의체,- (실무 추진협의체) 실무추진협의체(간사차관보) 통해프로젝트 추진상황상시모니터링및부처간협조사항논의,CLS-SEED-DOC-POL-006-00116,CLS-SEED-DOC-POL-006-00116,CLS-SEED-DOC-POL-006-00117 | CLS-SEED-DOC-POL-006-00118,1,2,- (실무 추진협의체) 실무추진협의체(간사차관보) 통해프로젝트 추진상황상시모니터링및부처간협조사항논의
PMD-DOC-POL-006-0029,DOC-POL-006,10,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,추진단,- (추진단) 20개추진단(단장: 주관부처국장) 주관부처주도구성,CLS-SEED-DOC-POL-006-00119,CLS-SEED-DOC-POL-006-00119,,1,0,- (추진단) 20개추진단(단장: 주관부처국장) 주관부처주도구성
PMD-DOC-POL-006-0030,DOC-POL-006,10,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,「기업+ 주관부처·관계기관+ 기재부(지원)」등으로구성,ㅇ 「기업+ 주관부처·관계기관+ 기재부(지원)」등으로구성,CLS-SEED-DOC-POL-006-00120,CLS-SEED-DOC-POL-006-00120,,1,0,ㅇ 「기업+ 주관부처·관계기관+ 기재부(지원)」등으로구성
PMD-DOC-POL-006-0031,DOC-POL-006,10,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,지원,- (지원) 기재부 국장*(급) + 신성장추진단 직원 + 산업연구원 전문가 등,CLS-SEED-DOC-POL-006-00123,CLS-SEED-DOC-POL-006-00123,CLS-SEED-DOC-POL-006-00124,1,1,- (지원) 기재부 국장*(급) + 신성장추진단 직원 + 산업연구원 전문가 등
PMD-DOC-POL-006-0032,DOC-POL-006,10,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,STR-006,TD-002,TSD-002-002,medium,이질적인성격의과제로구성된경우,"ㅇ 이질적인성격의과제로구성된경우, 별개의추진단으로운영(총20개)",CLS-SEED-DOC-POL-006-00125,CLS-SEED-DOC-POL-006-00125,CLS-SEED-DOC-POL-006-00126,1,1,"ㅇ 이질적인성격의과제로구성된경우, 별개의추진단으로운영(총20개)"
PMD-DOC-POL-006-0033,DOC-POL-006,10,high,drop_or_attach_background,review_required,,,,,,,,,,,,meta_program_frame,detected_program_frame_keyword,infrastructure_policy,,,,medium,20개추진단별’27년예산사업발굴등세부실행계획업데이트(~’26.4월),□ 20개추진단별’27년예산사업발굴등세부실행계획업데이트(~’26.4월),CLS-SEED-DOC-POL-006-00129,CLS-SEED-DOC-POL-006-00129,,1,0,□ 20개추진단별’27년예산사업발굴등세부실행계획업데이트(~’26.4월)
PMD-DOC-POL-006-0034,DOC-POL-006,11,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,TD-011,TSD-011-001,medium,핵심부품(핵융합,"핵심부품(핵융합, 의료 등) 소형화․고성능화 위한 고온초전도자석 실용화 기술개발 ◇(중장기 목표) 고온초전도 자석 실용화를 통한 산업혁신 및 미래 먹거리 선점 ◇ (연도별 목표) ’26년고온초전도자석 원천기술 검증 → ’26년~’29년고온초전도자석 실용화 기술개발 → ’30년응용 분야별 고온초전도자석 프로토타입 제작",CLS-SEED-DOC-POL-006-00131,CLS-SEED-DOC-POL-006-00131,CLS-SEED-DOC-POL-006-00134 | CLS-SEED-DOC-POL-006-00136 | CLS-SEED-DOC-POL-006-00138 | CLS-SEED-DOC-POL-006-00140,1,4,"핵심부품(핵융합, 의료 등) 소형화․고성능화 위한 고온초전도자석 실용화 기술개발 ◇(중장기 목표) 고온초전도 자석 실용화를 통한 산업혁신 및 미래 먹거리 선점 ◇ (연도별 목표) ’26년고온초전도자석 원천기술 검증 → ’26년~’29년고온초전도자석 실용화 기술개발 → ’30년응용 분야별 고온초전도자석 프로토타입 제작"
PMD-DOC-POL-006-0035,DOC-POL-006,12,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,TD-002,,medium,지원체계,"- (지원체계) 고온초전도자석원천기술개발사업에참여하는컨소시엄 연구단, 유관연구기관‧ 학회등으로추진단구성",CLS-SEED-DOC-POL-006-00145,CLS-SEED-DOC-POL-006-00145 | CLS-SEED-DOC-POL-006-00146,CLS-SEED-DOC-POL-006-00147,2,1,"- (지원체계) 고온초전도자석원천기술개발사업에참여하는컨소시엄 연구단, 유관연구기관‧"
PMD-DOC-POL-006-0036,DOC-POL-006,12,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,TD-005,,medium,초전도생태계,"▪ (초전도생태계) 초전도관련소재‧ 부품‧ 장비기업, 초전도자석‧ 응용 시스템개발‧",CLS-SEED-DOC-POL-006-00149,CLS-SEED-DOC-POL-006-00149 | CLS-SEED-DOC-POL-006-00150,CLS-SEED-DOC-POL-006-00153,2,1,▪ (초전도생태계) 초전도관련소재‧
PMD-DOC-POL-006-0037,DOC-POL-006,12,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,과기정통부중심으로고온초전도자석원천기술개발,"ㅇ 과기정통부중심으로고온초전도자석원천기술개발, 프로토 타입자석제작및응용시스템적용기술확보지원",CLS-SEED-DOC-POL-006-00155,CLS-SEED-DOC-POL-006-00155,,1,0,"ㅇ 과기정통부중심으로고온초전도자석원천기술개발, 프로토 타입자석제작및응용시스템적용기술확보지원"
PMD-DOC-POL-006-0038,DOC-POL-006,12,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,핵융합분야의경우,"- 핵융합분야의경우, 고성능초전도선재의시험‧ 평가를 위한초전도도체시험설비구축지원 과기정통부 R&D · 고온 초전도자석 원천기술의 검증 및 고도화 · 고온 초전도자석 기술개발 수행을 통한 전문 인력 양성 · 초전도 선재 개발‧검증 및 자석 제작 기술 확보 과기정통부 실증 · 기초 물성 분석 장비, 핵융합로 등 고온초전도 자석 실용화 기술 개발‧실증 과기정통부 인프라 · 고온초전도 공정‧측정‧시험‧평가 단계별 장비 자체개발 · 세계 최고 사양인 16T*급 초전도 도체 시험시설",CLS-SEED-DOC-POL-006-00156,CLS-SEED-DOC-POL-006-00156 | CLS-SEED-DOC-POL-006-00157,CLS-SEED-DOC-POL-006-00158,2,1,"- 핵융합분야의경우, 고성능초전도선재의시험‧ 평가를 위한초전도도체시험설비구축지원 과기정통부 R&D"
PMD-DOC-POL-006-0039,DOC-POL-006,13,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,TD-002,,medium,지원방안,- (지원방안) 고온초전도자석용선재저비용화․대량생산화및 시제품원천기술의실용화등응용분야별* 특화기술개발 시험‧ 평가장비개발(’26년35억원),CLS-SEED-DOC-POL-006-00159,CLS-SEED-DOC-POL-006-00159 | CLS-SEED-DOC-POL-006-00166,CLS-SEED-DOC-POL-006-00160 | CLS-SEED-DOC-POL-006-00164 | CLS-SEED-DOC-POL-006-00167,2,3,- (지원방안) 고온초전도자석용선재저비용화․대량생산화및 시제품원천기술의실용화등응용분야별* 특화기술개발
PMD-DOC-POL-006-0040,DOC-POL-006,13,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,더불어,"- 더불어, 선재․도체분야의경우세계최고사양인16T급 초전도도체시험시설*을위한인프라구축(’26년120억원)",CLS-SEED-DOC-POL-006-00168,CLS-SEED-DOC-POL-006-00168,CLS-SEED-DOC-POL-006-00169 | CLS-SEED-DOC-POL-006-00170 | CLS-SEED-DOC-POL-006-00172,1,3,"- 더불어, 선재․도체분야의경우세계최고사양인16T급 초전도도체시험시설*을위한인프라구축(’26년120억원)"
PMD-DOC-POL-006-0041,DOC-POL-006,14,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,구축된초전도도체시험설비활용․보완을 통해고성능 초전도선재․도체의공정·측정·시험·평가를추진,- 구축된초전도도체시험설비활용․보완을 통해고성능 초전도선재․도체의공정·측정·시험·평가를추진,CLS-SEED-DOC-POL-006-00177,CLS-SEED-DOC-POL-006-00177,CLS-SEED-DOC-POL-006-00179,1,1,- 구축된초전도도체시험설비활용․보완을 통해고성능 초전도선재․도체의공정·측정·시험·평가를추진
PMD-DOC-POL-006-0042,DOC-POL-006,15,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,STR-003,TD-011,TSD-011-002,medium,글로벌의약품시장* 규모는’23년1.75조달러이며지속확대중,ㅇ 글로벌의약품시장* 규모는’23년1.75조달러이며지속확대중 ⇒ ‘00년대국내·제네릭⇨ ’20년대바이오시밀러·위탁개발생산(CDMO),CLS-SEED-DOC-POL-006-00184,CLS-SEED-DOC-POL-006-00184 | CLS-SEED-DOC-POL-006-00188,CLS-SEED-DOC-POL-006-00185 | CLS-SEED-DOC-POL-006-00186 | CLS-SEED-DOC-POL-006-00190,2,3,ㅇ 글로벌의약품시장* 규모는’23년1.75조달러이며지속확대중
PMD-DOC-POL-006-0043,DOC-POL-006,16,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,STR-003,TD-011,TSD-011-002,medium,기술력,"ㅇ (기술력) 국내의약품파이프라인은미국(11,200개), 중국(6,098개)에 이어세계3위인3,233개로미래성장잠재력확보(’24년)",CLS-SEED-DOC-POL-006-00195,CLS-SEED-DOC-POL-006-00195,CLS-SEED-DOC-POL-006-00196,1,1,"ㅇ (기술력) 국내의약품파이프라인은미국(11,200개), 중국(6,098개)에 이어세계3위인3,233개로미래성장잠재력확보(’24년)"
PMD-DOC-POL-006-0044,DOC-POL-006,16,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,생산역량,"ㅇ (생산역량) CDMO의국가생산능력은2위*, 삼성바이오로직스는 기업세계1위**로세계최고수준의위탁개발생산역량(’24년)",CLS-SEED-DOC-POL-006-00197,CLS-SEED-DOC-POL-006-00197,CLS-SEED-DOC-POL-006-00198 | CLS-SEED-DOC-POL-006-00199 | CLS-SEED-DOC-POL-006-00201,1,3,"ㅇ (생산역량) CDMO의국가생산능력은2위*, 삼성바이오로직스는 기업세계1위**로세계최고수준의위탁개발생산역량(’24년)"
