merge_candidate_id,document_id,page_no,review_priority,suggested_reviewer_action,review_status,reviewer_decision,reviewer_role_override,reviewer_resource_type_override,reviewer_strategy_override,reviewer_tech_domain_override,reviewer_tech_subdomain_override,merge_into_candidate_id,split_required,final_item_label,final_item_statement,reviewer_notes,candidate_role_draft,candidate_role_notes,bucket_resource_type_guess,primary_strategy_candidates,tech_domain_candidates,tech_subdomain_candidates,merge_confidence,item_label_draft,item_statement_draft,primary_seed_id,member_seed_ids,supporting_review_seed_ids,member_count,supporting_review_count,primary_text
PMD-DOC-POL-010-0028,DOC-POL-010,section7,high,recast_or_attach_background,review_required,,,,,,,,,,,,problem_or_requirement,detected_problem_keyword,talent,,,,medium,인력규모 미흡,ㅇ (인력규모 미흡) 연구직 대비 연구지원인력 비율*이 해외 주요국에 비해 낮아 행정업무가 연구자에게 전가되는 경향 발생,CLS-SEED-DOC-POL-010-00068,CLS-SEED-DOC-POL-010-00068,CLS-SEED-DOC-POL-010-00069,1,1,ㅇ (인력규모 미흡) 연구직 대비 연구지원인력 비율*이 해외 주요국에 비해 낮아 행정업무가 연구자에게 전가되는 경향 발생
PMD-DOC-POL-010-0029,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,연구책임자 중심 과제·인센티브 구조 형성 → 과제 수주 용이한 연구직 중심 증원 → 상대적으로 연구행정...,- 연구책임자 중심 과제·인센티브 구조 형성 → 과제 수주 용이한 연구직 중심 증원 → 상대적으로 연구행정·근접지원인력 미충원,CLS-SEED-DOC-POL-010-00070,CLS-SEED-DOC-POL-010-00070,,1,0,- 연구책임자 중심 과제·인센티브 구조 형성 → 과제 수주 용이한 연구직 중심 증원 → 상대적으로 연구행정·근접지원인력 미충원
PMD-DOC-POL-010-0030,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,detected_soft_problem_but_action_overrides,,,,,medium,기관별 역량 상이,ㅇ (기관별 역량 상이) 기관별 규모와 정원이 상이하나 요구되는 역량*은 지속적으로 확대 → 작은 기관일수록 행정 전문성 축적에 한계,CLS-SEED-DOC-POL-010-00071,CLS-SEED-DOC-POL-010-00071,CLS-SEED-DOC-POL-010-00072,1,1,ㅇ (기관별 역량 상이) 기관별 규모와 정원이 상이하나 요구되는 역량*은 지속적으로 확대 → 작은 기관일수록 행정 전문성 축적에 한계
PMD-DOC-POL-010-0031,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,연구회 기능 미비,ㅇ (연구회 기능 미비) 「과기출연기관법」에 따라 부여된 연구회의 책무와 역할에 비해 실제 연구회의 전략기획* 및 상호협력 지원 기능** 미비,CLS-SEED-DOC-POL-010-00073,CLS-SEED-DOC-POL-010-00073,CLS-SEED-DOC-POL-010-00074 | CLS-SEED-DOC-POL-010-00075,1,2,ㅇ (연구회 기능 미비) 「과기출연기관법」에 따라 부여된 연구회의 책무와 역할에 비해 실제 연구회의 전략기획* 및 상호협력 지원 기능** 미비
PMD-DOC-POL-010-0032,DOC-POL-010,section7,high,recast_or_attach_background,review_required,,,,,,,,,,,,problem_or_requirement,detected_problem_keyword,,,,,medium,법률 정비 미비,ㅇ (법률 정비 미비) 과기출연기관법 제정(`04년) 이후 정책·기술환경이 크게 변화했음에도 이를 반영한 법률 전반의 체제 정비는 미흡,CLS-SEED-DOC-POL-010-00078,CLS-SEED-DOC-POL-010-00078,,1,0,ㅇ (법률 정비 미비) 과기출연기관법 제정(`04년) 이후 정책·기술환경이 크게 변화했음에도 이를 반영한 법률 전반의 체제 정비는 미흡
PMD-DOC-POL-010-0033,DOC-POL-010,section7,high,recast_or_attach_background,review_required,,,,,,,,,,,,problem_or_requirement,detected_problem_keyword,,,,,medium,국회 등에서도 공공기관 지정해제 및 이에 따라 제정된 출연(연) 운영규정(훈령),"- 국회 등에서도 공공기관 지정해제 및 이에 따라 제정된 출연(연) 운영규정(훈령), 現 연구회 체제 등에 대한 법제적 정비 필요성 제기*",CLS-SEED-DOC-POL-010-00079,CLS-SEED-DOC-POL-010-00079,CLS-SEED-DOC-POL-010-00080,1,1,"- 국회 등에서도 공공기관 지정해제 및 이에 따라 제정된 출연(연) 운영규정(훈령), 現 연구회 체제 등에 대한 법제적 정비 필요성 제기*"
PMD-DOC-POL-010-0034,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,실질적 성과를 창출하는 임무중심 연구,"□ 실질적 성과를 창출하는 임무중심 연구, 전문성을 갖춘 연구행정 혁신으로 기술주도 성장을 선도하는 출연(연) 재도약",CLS-SEED-DOC-POL-010-00082,CLS-SEED-DOC-POL-010-00082,CLS-SEED-DOC-POL-010-00084,1,1,"□ 실질적 성과를 창출하는 임무중심 연구, 전문성을 갖춘 연구행정 혁신으로 기술주도 성장을 선도하는 출연(연) 재도약"
PMD-DOC-POL-010-0035,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,연구를 잘하는 연구자가 더 많은 보상을 받고 신진 연구자들이 첫 일터로 출연(연)을 망설임 없이 선택할...,ㅇ 연구를 잘하는 연구자가 더 많은 보상을 받고 신진 연구자들이 첫 일터로 출연(연)을 망설임 없이 선택할 수 있도록 평가･보상체계 개편,CLS-SEED-DOC-POL-010-00085,CLS-SEED-DOC-POL-010-00085,,1,0,ㅇ 연구를 잘하는 연구자가 더 많은 보상을 받고 신진 연구자들이 첫 일터로 출연(연)을 망설임 없이 선택할 수 있도록 평가･보상체계 개편
PMD-DOC-POL-010-0036,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,출연(연)은 전문적인 연구행정·지원 서비스를 제공하고 연구자는 연구와 성과에만 몰두하는 연구환경 조성,ㅇ 출연(연)은 전문적인 연구행정·지원 서비스를 제공하고 연구자는 연구와 성과에만 몰두하는 연구환경 조성,CLS-SEED-DOC-POL-010-00086,CLS-SEED-DOC-POL-010-00086,,1,0,ㅇ 출연(연)은 전문적인 연구행정·지원 서비스를 제공하고 연구자는 연구와 성과에만 몰두하는 연구환경 조성
PMD-DOC-POL-010-0037,DOC-POL-010,section7,low,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,STR-002,TD-002,,medium,전략기술 확보,"ㅇ (전략기술 확보) AI, 반도체, 바이오, 에너지 등 국가·산업을 주도할 전략기술 확보 및 연구인프라 지원",CLS-SEED-DOC-POL-010-00087,CLS-SEED-DOC-POL-010-00087,,1,0,"ㅇ (전략기술 확보) AI, 반도체, 바이오, 에너지 등 국가·산업을 주도할 전략기술 확보 및 연구인프라 지원"
PMD-DOC-POL-010-0038,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,과학기술×AI,"- (과학기술×AI) AI를 통해 과학기술 패러다임 전환을 가속화하도록 주요 분야별 특화모델 개발·확보, 연구데이터 공유·활용 촉진",CLS-SEED-DOC-POL-010-00088,CLS-SEED-DOC-POL-010-00088,,1,0,"- (과학기술×AI) AI를 통해 과학기술 패러다임 전환을 가속화하도록 주요 분야별 특화모델 개발·확보, 연구데이터 공유·활용 촉진"
PMD-DOC-POL-010-0039,DOC-POL-010,section7,low,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,STR-002,TD-003,,medium,주력기술,"- (주력기술) 반도체, 이차전지 등 주력산업 경쟁력 강화를 위한 요소기술 확보 및 기업대상 실증시설 등 연구인프라 지원",CLS-SEED-DOC-POL-010-00089,CLS-SEED-DOC-POL-010-00089,,1,0,"- (주력기술) 반도체, 이차전지 등 주력산업 경쟁력 강화를 위한 요소기술 확보 및 기업대상 실증시설 등 연구인프라 지원"
PMD-DOC-POL-010-0040,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,혁신기술,"- (혁신기술) 바이오, 퀀텀 등 차세대 유망산업 주도권 확보를 위한 출연(연) 주도의 초격차 원천기술 확보에 주력",CLS-SEED-DOC-POL-010-00090,CLS-SEED-DOC-POL-010-00090,,1,0,"- (혁신기술) 바이오, 퀀텀 등 차세대 유망산업 주도권 확보를 위한 출연(연) 주도의 초격차 원천기술 확보에 주력"
PMD-DOC-POL-010-0041,DOC-POL-010,section7,low,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,STR-007,TD-005,,medium,기반기술,"- (기반기술) 미래소재, 원자력, 핵융합 등 기반기술의 국가적 역량 확보를 위한 중장기 기술개발 수행 및 국가적 연구기반 구축",CLS-SEED-DOC-POL-010-00091,CLS-SEED-DOC-POL-010-00091,,1,0,"- (기반기술) 미래소재, 원자력, 핵융합 등 기반기술의 국가적 역량 확보를 위한 중장기 기술개발 수행 및 국가적 연구기반 구축"
PMD-DOC-POL-010-0042,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,STR-009 | STR-003,TD-002,TSD-002-001,medium,난제 해결,"ㅇ (난제 해결) 교통, 의료, 에너지, 농식품, 국방, 재난안전 등 주요 경제·사회 분야별 난제 해결을 위한 기술적 솔루션 제공",CLS-SEED-DOC-POL-010-00092,CLS-SEED-DOC-POL-010-00092,CLS-SEED-DOC-POL-010-00093,1,1,"ㅇ (난제 해결) 교통, 의료, 에너지, 농식품, 국방, 재난안전 등 주요 경제·사회 분야별 난제 해결을 위한 기술적 솔루션 제공"
PMD-DOC-POL-010-0043,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,정책지원·인력양성,"ㅇ (정책지원·인력양성) 국가 과학기술정책 수립의 허브*로서 인적·물적자원 지원, 과학기술 전 분야 우수인력양성 수행",CLS-SEED-DOC-POL-010-00094,CLS-SEED-DOC-POL-010-00094,CLS-SEED-DOC-POL-010-00095,1,1,"ㅇ (정책지원·인력양성) 국가 과학기술정책 수립의 허브*로서 인적·물적자원 지원, 과학기술 전 분야 우수인력양성 수행"
PMD-DOC-POL-010-0044,DOC-POL-010,section7,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,기업·지역역량 제고,"ㅇ (기업·지역역량 제고) 중소·중견기업 지원을 위한 기술실증 및 사업화 지원*, 지역역량 제고를 위한 지역특화 연구개발 지원",CLS-SEED-DOC-POL-010-00096,CLS-SEED-DOC-POL-010-00096,CLS-SEED-DOC-POL-010-00097,1,1,"ㅇ (기업·지역역량 제고) 중소·중견기업 지원을 위한 기술실증 및 사업화 지원*, 지역역량 제고를 위한 지역특화 연구개발 지원"
