merge_candidate_id,document_id,page_no,review_priority,suggested_reviewer_action,review_status,reviewer_decision,reviewer_role_override,reviewer_resource_type_override,reviewer_strategy_override,reviewer_tech_domain_override,reviewer_tech_subdomain_override,merge_into_candidate_id,split_required,final_item_label,final_item_statement,reviewer_notes,candidate_role_draft,candidate_role_notes,bucket_resource_type_guess,primary_strategy_candidates,tech_domain_candidates,tech_subdomain_candidates,merge_confidence,item_label_draft,item_statement_draft,primary_seed_id,member_seed_ids,supporting_review_seed_ids,member_count,supporting_review_count,primary_text
PMD-DOC-POL-005-0011,DOC-POL-005,section2,high,drop_or_attach_background,reviewed,drop,,,,,,,,,,starter drop subsection header,meta_program_frame,detected_short_meta_bullet,,,,,medium,도전·창의적 연구에 몰입하는 환경 조성,- 도전·창의적 연구에 몰입하는 환경 조성,CLS-SEED-DOC-POL-005-00018,CLS-SEED-DOC-POL-005-00018,,1,0,- 도전·창의적 연구에 몰입하는 환경 조성
PMD-DOC-POL-005-0012,DOC-POL-005,section2,high,attach_as_background,reviewed,attach_as_background,,,,,,,,,,starter attach problem context,background_context,detected_background_keyword,talent,,,,medium,현장의견 연구자가 목표달성 실패를 걱정으로 안전한 연구만 수행,ㅇ 현장의견 연구자가 목표달성 실패를 걱정으로 안전한 연구만 수행,CLS-SEED-DOC-POL-005-00020,CLS-SEED-DOC-POL-005-00020,,1,0,ㅇ 현장의견 연구자가 목표달성 실패를 걱정으로 안전한 연구만 수행
PMD-DOC-POL-005-0013,DOC-POL-005,section2,medium,keep_or_merge,reviewed,keep,,infrastructure_institutional,,,,,,평가제도 혁신,도전·창의 연구에만 몰입할 수 있도록 평가제도를 혁신한다.,starter keep concrete action,policy_action,detected_improvement_direction_prefix,infrastructure_policy,,,,medium,☞ 개선방향 도전-창의적 연구에만 몰입할 수 있도록 평가제도 혁신,☞ 개선방향 도전-창의적 연구에만 몰입할 수 있도록 평가제도 혁신,CLS-SEED-DOC-POL-005-00021,CLS-SEED-DOC-POL-005-00021,,1,0,☞ 개선방향 도전-창의적 연구에만 몰입할 수 있도록 평가제도 혁신
PMD-DOC-POL-005-0014,DOC-POL-005,section2,high,attach_as_background,reviewed,attach_as_background,,,,,,,,,,starter attach problem context,background_context,detected_background_keyword,talent,,,,medium,현장의견 연구자가 연구에 몰입하지 못하고 사전통제 중심 행정절차에 매몰,ㅇ 현장의견 연구자가 연구에 몰입하지 못하고 사전통제 중심 행정절차에 매몰,CLS-SEED-DOC-POL-005-00023,CLS-SEED-DOC-POL-005-00023,,1,0,ㅇ 현장의견 연구자가 연구에 몰입하지 못하고 사전통제 중심 행정절차에 매몰
PMD-DOC-POL-005-0015,DOC-POL-005,section2,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,detected_improvement_direction_prefix,talent,,,,medium,☞ 개선방향 책임에 기반하여 연구자 자율성을 강화하고,"☞ 개선방향 책임에 기반하여 연구자 자율성을 강화하고, 불필요한 행정부담 완화 ➂ 연구 몰입과 성과 제고를 돕는 연구지원인력-장비활용 인프라 확충",CLS-SEED-DOC-POL-005-00024,CLS-SEED-DOC-POL-005-00024 | CLS-SEED-DOC-POL-005-00025,,2,0,"☞ 개선방향 책임에 기반하여 연구자 자율성을 강화하고, 불필요한 행정부담 완화"
PMD-DOC-POL-005-0016,DOC-POL-005,section2,medium,keep_or_merge,reviewed,keep,,infrastructure_institutional,,,,,,연구지원체계 및 장비 공동활용 제도 개선,연구지원체계를 기관 중심으로 전환하고 장비 공동활용·도입 제도를 개선한다.,starter keep concrete action,policy_action,detected_improvement_direction_prefix,infrastructure_policy,,,,medium,☞ 개선방향 연구지원체계를 기관 중심으로 전환하고 장비 공동활용-도입 제도 개선,☞ 개선방향 연구지원체계를 기관 중심으로 전환하고 장비 공동활용-도입 제도 개선,CLS-SEED-DOC-POL-005-00027,CLS-SEED-DOC-POL-005-00027,,1,0,☞ 개선방향 연구지원체계를 기관 중심으로 전환하고 장비 공동활용-도입 제도 개선
PMD-DOC-POL-005-0017,DOC-POL-005,section2,high,drop_or_attach_background,reviewed,drop,,,,,,,,,,starter drop subsection header,meta_program_frame,detected_short_meta_bullet,infrastructure_policy,,,,medium,출연연-대학-기업에 맞는 지원체계,- 출연연-대학-기업에 맞는 지원체계,CLS-SEED-DOC-POL-005-00028,CLS-SEED-DOC-POL-005-00028,,1,0,- 출연연-대학-기업에 맞는 지원체계
PMD-DOC-POL-005-0018,DOC-POL-005,section2,high,attach_as_background,reviewed,attach_as_background,,,,,,,,,,starter attach problem context,background_context,detected_background_keyword,talent,,,,medium,현장의견 파편화된 재정구조,"ㅇ 현장의견 파편화된 재정구조, 우수인재 유입 약화로 국가적 임무 수행에 제한",CLS-SEED-DOC-POL-005-00030,CLS-SEED-DOC-POL-005-00030,,1,0,"ㅇ 현장의견 파편화된 재정구조, 우수인재 유입 약화로 국가적 임무 수행에 제한"
PMD-DOC-POL-005-0019,DOC-POL-005,section2,medium,keep_or_merge,reviewed,keep,,talent,,,,,,출연연 임무중심 체계 전환 및 연구자 처우 개선,출연연 시스템을 임무 중심으로 전환하고 연구자 처우·채용 제도를 개선한다.,starter keep concrete action,policy_action,detected_improvement_direction_prefix,talent,,,,medium,☞ 개선방향 출연연 시스템을 임무중심으로 전환하고 연구자 처우-채용제도 개선,☞ 개선방향 출연연 시스템을 임무중심으로 전환하고 연구자 처우-채용제도 개선,CLS-SEED-DOC-POL-005-00031,CLS-SEED-DOC-POL-005-00031,,1,0,☞ 개선방향 출연연 시스템을 임무중심으로 전환하고 연구자 처우-채용제도 개선
PMD-DOC-POL-005-0020,DOC-POL-005,section2,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,detected_improvement_direction_prefix,,,,,medium,☞ 개선방향 블록펀딩 도입,"☞ 개선방향 블록펀딩 도입, 기초연구 복원 및 지역거점대 연구경쟁력 제고 ➅ 맞춤형 기업 지원으로 민간 혁신 활성화",CLS-SEED-DOC-POL-005-00034,CLS-SEED-DOC-POL-005-00034 | CLS-SEED-DOC-POL-005-00035,,2,0,"☞ 개선방향 블록펀딩 도입, 기초연구 복원 및 지역거점대 연구경쟁력 제고"
PMD-DOC-POL-005-0021,DOC-POL-005,section2,high,recast_or_attach_background,reviewed,attach_as_background,,,,,,,,,,starter attach problem context,problem_or_requirement,detected_problem_keyword,,,,,medium,현장의견 공급자 중심 정책 지원으로,"ㅇ 현장의견 공급자 중심 정책 지원으로, 기업이 체감할 수 있는 혜택-지원 부재",CLS-SEED-DOC-POL-005-00036,CLS-SEED-DOC-POL-005-00036,,1,0,"ㅇ 현장의견 공급자 중심 정책 지원으로, 기업이 체감할 수 있는 혜택-지원 부재"
PMD-DOC-POL-005-0022,DOC-POL-005,section2,medium,keep_or_merge,reviewed,keep,,infrastructure_institutional,,,,,,체감형 인센티브 도입 및 기업 맞춤형 지원,기업이 체감할 수 있는 인센티브를 도입하고 기업 역량에 따라 지원 방식을 다양화한다.,starter keep concrete action,policy_action,detected_improvement_direction_prefix,,,,,medium,☞ 개선방향 체감이 가능한 인센티브 도입 및 기업 역량에 따라 지원방식 다양화,☞ 개선방향 체감이 가능한 인센티브 도입 및 기업 역량에 따라 지원방식 다양화,CLS-SEED-DOC-POL-005-00037,CLS-SEED-DOC-POL-005-00037,,1,0,☞ 개선방향 체감이 가능한 인센티브 도입 및 기업 역량에 따라 지원방식 다양화
PMD-DOC-POL-005-0023,DOC-POL-005,section2,high,attach_as_background,reviewed,attach_as_background,,,,,,,,,,starter attach problem context,background_context,detected_background_keyword,,,,,medium,현장의견 재정 효율성 중심 투자시스템으로 인해 안정적이고 신속한 R&D 투자 제한,ㅇ 현장의견 재정 효율성 중심 투자시스템으로 인해 안정적이고 신속한 R&D 투자 제한,CLS-SEED-DOC-POL-005-00040,CLS-SEED-DOC-POL-005-00040,,1,0,ㅇ 현장의견 재정 효율성 중심 투자시스템으로 인해 안정적이고 신속한 R&D 투자 제한
PMD-DOC-POL-005-0024,DOC-POL-005,section2,medium,keep_or_merge,reviewed,keep,,infrastructure_institutional,,,,,,신속·유연한 R&D 투자체계 전환,충분한 R&D 투자 규모를 확보하고 신속·유연한 투자체계로 전환한다.,starter keep concrete action,policy_action,detected_improvement_direction_prefix,technology,,,,medium,☞ 개선방향 충분한 R&D 투자 규모 확보 및 신속-유연한 투자체계로 전환,☞ 개선방향 충분한 R&D 투자 규모 확보 및 신속-유연한 투자체계로 전환,CLS-SEED-DOC-POL-005-00041,CLS-SEED-DOC-POL-005-00041,,1,0,☞ 개선방향 충분한 R&D 투자 규모 확보 및 신속-유연한 투자체계로 전환
PMD-DOC-POL-005-0025,DOC-POL-005,section2,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,detected_improvement_direction_prefix,technology,,,,medium,☞ 개선방향 민간전문성,"☞ 개선방향 민간전문성, AI활용 등으로 연구 기획-평가-관리 체계 고도화 ➈ 연구성과의 확산과 개발기술의 사업화 촉진",CLS-SEED-DOC-POL-005-00044,CLS-SEED-DOC-POL-005-00044 | CLS-SEED-DOC-POL-005-00045,,2,0,"☞ 개선방향 민간전문성, AI활용 등으로 연구 기획-평가-관리 체계 고도화"
PMD-DOC-POL-005-0026,DOC-POL-005,section2,high,recast_or_attach_background,reviewed,attach_as_background,,,,,,,,,,starter attach problem context,problem_or_requirement,detected_problem_keyword,technology,,,,medium,현장의견 축적된 연구성과-개발기술의 확산을 위한 체계적인 시스템 부재,ㅇ 현장의견 축적된 연구성과-개발기술의 확산을 위한 체계적인 시스템 부재,CLS-SEED-DOC-POL-005-00046,CLS-SEED-DOC-POL-005-00046,,1,0,ㅇ 현장의견 축적된 연구성과-개발기술의 확산을 위한 체계적인 시스템 부재
PMD-DOC-POL-005-0027,DOC-POL-005,section2,medium,keep_or_merge,reviewed,keep,,infrastructure_institutional,,,,,,연구성과 사업화 및 연구데이터 활용 체계 구축,연구·개발 성과의 사업화와 연구데이터의 후속 활용이 이어지는 체계를 구축한다.,starter keep concrete action,policy_action,detected_improvement_direction_prefix,technology,,,,medium,☞ 개선방향 연구-개발성과가 시장으로,"☞ 개선방향 연구-개발성과가 시장으로, 연구데이터가 다음 연구로 이어지는 체계 구축",CLS-SEED-DOC-POL-005-00047,CLS-SEED-DOC-POL-005-00047,,1,0,"☞ 개선방향 연구-개발성과가 시장으로, 연구데이터가 다음 연구로 이어지는 체계 구축"
PMD-DOC-POL-005-0028,DOC-POL-005,section2,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,부처별 추진과제 이행 실적을 주기적으로 점검,ㅇ 부처별 추진과제 이행 실적을 주기적으로 점검,CLS-SEED-DOC-POL-005-00050,CLS-SEED-DOC-POL-005-00050,CLS-SEED-DOC-POL-005-00051,1,1,ㅇ 부처별 추진과제 이행 실적을 주기적으로 점검
PMD-DOC-POL-005-0029,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,STR-007 | STR-001,TD-010,TSD-010-004,medium,미래사회에 큰 영향을 미칠 AI,"ㅇ 미래사회에 큰 영향을 미칠 AI, 바이오, 양자 등 첨단 과학기술에 대한 글로벌 각국의 기술주도권 확보 경쟁*이 치열한 상황",CLS-SEED-DOC-POL-005-00056,CLS-SEED-DOC-POL-005-00056,CLS-SEED-DOC-POL-005-00057,1,1,"ㅇ 미래사회에 큰 영향을 미칠 AI, 바이오, 양자 등 첨단 과학기술에 대한 글로벌 각국의 기술주도권 확보 경쟁*이 치열한 상황"
PMD-DOC-POL-005-0030,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,우리나라는 잠재성장률이 급격히 둔화* 중이나 인구절벽으로 노동투입 확대도 어려워,"ㅇ 우리나라는 잠재성장률이 급격히 둔화* 중이나 인구절벽으로 노동투입 확대도 어려워, R&D를 통한 새로운 가치 창출과 생산성 혁신만이 해법",CLS-SEED-DOC-POL-005-00058,CLS-SEED-DOC-POL-005-00058,CLS-SEED-DOC-POL-005-00059,1,1,"ㅇ 우리나라는 잠재성장률이 급격히 둔화* 중이나 인구절벽으로 노동투입 확대도 어려워, R&D를 통한 새로운 가치 창출과 생산성 혁신만이 해법"
PMD-DOC-POL-005-0031,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,과제의 발굴부터 해결방안 도출까지 철저하게 현장 중심으로 이루어지도록 다양한 방법으로 과학기술계 의견...,□ 과제의 발굴부터 해결방안 도출까지 철저하게 현장 중심으로 이루어지도록 다양한 방법으로 과학기술계 의견 적극 청취-반영,CLS-SEED-DOC-POL-005-00061,CLS-SEED-DOC-POL-005-00061,CLS-SEED-DOC-POL-005-00062,1,1,□ 과제의 발굴부터 해결방안 도출까지 철저하게 현장 중심으로 이루어지도록 다양한 방법으로 과학기술계 의견 적극 청취-반영
PMD-DOC-POL-005-0032,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,,,,,medium,이슈 발굴→원인 진단→대안 도출 전 과정에 주도적으로 참여하는 민간 전문가 자문단 구성·운영,ㅇ 이슈 발굴→원인 진단→대안 도출 전 과정에 주도적으로 참여하는 민간 전문가 자문단 구성·운영,CLS-SEED-DOC-POL-005-00063,CLS-SEED-DOC-POL-005-00063,CLS-SEED-DOC-POL-005-00064,1,1,ㅇ 이슈 발굴→원인 진단→대안 도출 전 과정에 주도적으로 참여하는 민간 전문가 자문단 구성·운영
PMD-DOC-POL-005-0033,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,detected_soft_problem_but_action_overrides,,,,,medium,연구현장의 문제 인식,"ㅇ 연구현장의 문제 인식, 개선요청 사항 등을 가감 없이 듣기 위한 권역별(5극)/주제별(평가, 제도, 장비 등) 연구 현장 간담회 9회 개최",CLS-SEED-DOC-POL-005-00065,CLS-SEED-DOC-POL-005-00065,CLS-SEED-DOC-POL-005-00066,1,1,"ㅇ 연구현장의 문제 인식, 개선요청 사항 등을 가감 없이 듣기 위한 권역별(5극)/주제별(평가, 제도, 장비 등) 연구 현장 간담회 9회 개최"
PMD-DOC-POL-005-0034,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,일반국민을 포함,"ㅇ 일반국민을 포함, 현장의 의견을 최대한으로 수렴하기 위하여 온라인 소통 플랫폼인 ‘모두의 R&D’운영",CLS-SEED-DOC-POL-005-00067,CLS-SEED-DOC-POL-005-00067,CLS-SEED-DOC-POL-005-00071,1,1,"ㅇ 일반국민을 포함, 현장의 의견을 최대한으로 수렴하기 위하여 온라인 소통 플랫폼인 ‘모두의 R&D’운영"
PMD-DOC-POL-005-0035,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,infrastructure_policy,,,,medium,복잡한 행정절차 등 정작 연구에 대한 몰입을 방해하는 제도,ㅇ 복잡한 행정절차 등 정작 연구에 대한 몰입을 방해하는 제도,CLS-SEED-DOC-POL-005-00075,CLS-SEED-DOC-POL-005-00075,,1,0,ㅇ 복잡한 행정절차 등 정작 연구에 대한 몰입을 방해하는 제도
PMD-DOC-POL-005-0036,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,STR-015,,,medium,연구개발(R&D)이 국가적-세계적 인정을 받을 만한 지적-경제적 성과로 이어지기 어려운 환경,ㅇ 연구개발(R&D)이 국가적-세계적 인정을 받을 만한 지적-경제적 성과로 이어지기 어려운 환경,CLS-SEED-DOC-POL-005-00077,CLS-SEED-DOC-POL-005-00077,CLS-SEED-DOC-POL-005-00080 | CLS-SEED-DOC-POL-005-00082,1,2,ㅇ 연구개발(R&D)이 국가적-세계적 인정을 받을 만한 지적-경제적 성과로 이어지기 어려운 환경
PMD-DOC-POL-005-0037,DOC-POL-005,section5,high,recast_or_attach_background,review_required,,,,,,,,,,,,problem_or_requirement,detected_problem_keyword,,,,,medium,고위험 연구수행 이력에 대한 포상,"- 고위험 연구수행 이력에 대한 포상, 후속연구 지원 등도 미흡",CLS-SEED-DOC-POL-005-00083,CLS-SEED-DOC-POL-005-00083,,1,0,"- 고위험 연구수행 이력에 대한 포상, 후속연구 지원 등도 미흡"
PMD-DOC-POL-005-0038,DOC-POL-005,section5,high,attach_as_background,review_required,,,,,,,,,,,,background_context,detected_background_keyword,technology,,,,medium,공정성 우려,"ㅇ 공정성 우려, 제한된 일정과 비용 등으로 인한 형식적 평가체계는 피평가자가 공감할 수 있는 전문적이고 심도있는 결과 도출에 한계",CLS-SEED-DOC-POL-005-00085,CLS-SEED-DOC-POL-005-00085,,1,0,"ㅇ 공정성 우려, 제한된 일정과 비용 등으로 인한 형식적 평가체계는 피평가자가 공감할 수 있는 전문적이고 심도있는 결과 도출에 한계"
PMD-DOC-POL-005-0039,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,연구내용의 의의와 파급효과(Out-come)보다 단순 산출물(Out-put) 중심의 평가에서 연구자들은...,ㅇ 연구내용의 의의와 파급효과(Out-come)보다 단순 산출물(Out-put) 중심의 평가에서 연구자들은 도전적 시도보다 가시적인 목표 달성에 치중,CLS-SEED-DOC-POL-005-00086,CLS-SEED-DOC-POL-005-00086,,1,0,ㅇ 연구내용의 의의와 파급효과(Out-come)보다 단순 산출물(Out-put) 중심의 평가에서 연구자들은 도전적 시도보다 가시적인 목표 달성에 치중
PMD-DOC-POL-005-0040,DOC-POL-005,section5,high,recast_or_attach_background,review_required,,,,,,,,,,,,problem_or_requirement,detected_problem_keyword,,,,,medium,논문-특허를 정량적으로 평가하지 않도록 평가체계를 개선해오고 있으나,"- 논문-특허를 정량적으로 평가하지 않도록 평가체계를 개선해오고 있으나, 일부 과제에서는 여전히 정량평가를 진행하여 현장 체감이 어려움",CLS-SEED-DOC-POL-005-00087,CLS-SEED-DOC-POL-005-00087,,1,0,"- 논문-특허를 정량적으로 평가하지 않도록 평가체계를 개선해오고 있으나, 일부 과제에서는 여전히 정량평가를 진행하여 현장 체감이 어려움"
PMD-DOC-POL-005-0041,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,과도한 행정절차,□ (과도한 행정절차) 연구지원체계가 연구자에 대한 신뢰보다는 관리 편의주의 중심으로 운영되며 과도한 규정·절차가 누적되어 연구몰입 저해,CLS-SEED-DOC-POL-005-00088,CLS-SEED-DOC-POL-005-00088,CLS-SEED-DOC-POL-005-00089,1,1,□ (과도한 행정절차) 연구지원체계가 연구자에 대한 신뢰보다는 관리 편의주의 중심으로 운영되며 과도한 규정·절차가 누적되어 연구몰입 저해
PMD-DOC-POL-005-0042,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,technology,,,,medium,연구부정 발생 시 개인에 대한 충분한 조치보단 통제 절차 추가를 요구하는 관리체계와,"ㅇ 연구부정 발생 시 개인에 대한 충분한 조치보단 통제 절차 추가를 요구하는 관리체계와, 연구개발 과제 수의 증가*로 연구행정의 총량 증가",CLS-SEED-DOC-POL-005-00090,CLS-SEED-DOC-POL-005-00090,CLS-SEED-DOC-POL-005-00091 | CLS-SEED-DOC-POL-005-00093 | CLS-SEED-DOC-POL-005-00094,1,3,"ㅇ 연구부정 발생 시 개인에 대한 충분한 조치보단 통제 절차 추가를 요구하는 관리체계와, 연구개발 과제 수의 증가*로 연구행정의 총량 증가"
PMD-DOC-POL-005-0043,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,연구 편의를 위해 통합정보시스템이 구축되었으나,"ㅇ 연구 편의를 위해 통합정보시스템이 구축되었으나, 통합 과도기 단계의 불안정한 시스템으로 연구자·연구행정의 불편 가중",CLS-SEED-DOC-POL-005-00095,CLS-SEED-DOC-POL-005-00095,CLS-SEED-DOC-POL-005-00096 | CLS-SEED-DOC-POL-005-00097,1,2,"ㅇ 연구 편의를 위해 통합정보시스템이 구축되었으나, 통합 과도기 단계의 불안정한 시스템으로 연구자·연구행정의 불편 가중"
PMD-DOC-POL-005-0044,DOC-POL-005,section5,medium,keep_or_merge,review_required,,,,,,,,,,,,policy_action,,talent,,,,medium,그간 규정 개선 노력이 지속되어 왔으나,"ㅇ 그간 규정 개선 노력이 지속되어 왔으나, 감사 등에 대한 두려움으로 연구현장(전문기관, 산단 등)에서 관행이 사라지지 않아 연구자의 체감 낮음",CLS-SEED-DOC-POL-005-00098,CLS-SEED-DOC-POL-005-00098,,1,0,"ㅇ 그간 규정 개선 노력이 지속되어 왔으나, 감사 등에 대한 두려움으로 연구현장(전문기관, 산단 등)에서 관행이 사라지지 않아 연구자의 체감 낮음"
PMD-DOC-POL-005-0045,DOC-POL-005,section5,high,recast_or_attach_background,review_required,,,,,,,,,,,,problem_or_requirement,detected_problem_keyword,talent,,,,medium,연구자에게 행정부담 전가,"□ (연구자에게 행정부담 전가) 해외 선진국은 전문인력이 연구행정을 전담하나, 우리나라는 지원 시스템이 미흡하여 연구자가 직접 처리",CLS-SEED-DOC-POL-005-00099,CLS-SEED-DOC-POL-005-00099,CLS-SEED-DOC-POL-005-00100 | CLS-SEED-DOC-POL-005-00101,1,2,"□ (연구자에게 행정부담 전가) 해외 선진국은 전문인력이 연구행정을 전담하나, 우리나라는 지원 시스템이 미흡하여 연구자가 직접 처리"
