merge_candidate_id,document_id,page_no,primary_seed_id,primary_source_object_id,primary_block_type,item_label_draft,item_statement_draft,candidate_role_draft,candidate_role_notes,bucket_resource_type_guess,resource_type_candidates,primary_strategy_candidates,tech_domain_candidates,tech_subdomain_candidates,member_seed_ids,member_source_object_ids,member_count,supporting_review_seed_ids,supporting_review_count,primary_text,continuation_texts,supporting_review_texts,merge_confidence,merge_status,merge_notes
PMD-DOC-POL-011-0011,DOC-POL-011,section2,CLS-SEED-DOC-POL-011-00026,PAR-DOC-POL-011-00026,bullet,국가 네트워크 진화,"ㅇ (국가 네트워크 진화) ’30년 6G 상용서비스 개시, AI-RAN 전국 산업·서비스 거점 500개 이상 구축·확산",policy_action,,,,STR-004,TD-007,TSD-007-003,CLS-SEED-DOC-POL-011-00026,PAR-DOC-POL-011-00026,1,,0,"ㅇ (국가 네트워크 진화) ’30년 6G 상용서비스 개시, AI-RAN 전국 산업·서비스 거점 500개 이상 구축·확산",,,medium,review_required,
PMD-DOC-POL-011-0012,DOC-POL-011,section2,CLS-SEED-DOC-POL-011-00027,PAR-DOC-POL-011-00027,bullet,유·무선 백본망 용량 4배 이상 확대,"- 유·무선 백본망 용량 4배 이상 확대, 전국 가구(98%) 광케이블 보급으로 ‘모두의 AI’를 위한 기반 조성",policy_action,,,,STR-004,TD-001,TSD-001-004,CLS-SEED-DOC-POL-011-00027,PAR-DOC-POL-011-00027,1,,0,"- 유·무선 백본망 용량 4배 이상 확대, 전국 가구(98%) 광케이블 보급으로 ‘모두의 AI’를 위한 기반 조성",,,medium,review_required,
PMD-DOC-POL-011-0013,DOC-POL-011,section2,CLS-SEED-DOC-POL-011-00028,PAR-DOC-POL-011-00028,bullet,산업 혁신,ㅇ (산업 혁신) 6G 표준특허 점유율 30% 및 차세대 AI네트워크 글로벌 시장 점유율 20% 달성,policy_action,,,,STR-004,TD-007,TSD-007-001,CLS-SEED-DOC-POL-011-00028,PAR-DOC-POL-011-00028,1,,0,ㅇ (산업 혁신) 6G 표준특허 점유율 30% 및 차세대 AI네트워크 글로벌 시장 점유율 20% 달성,,,medium,review_required,
PMD-DOC-POL-011-0014,DOC-POL-011,section2,CLS-SEED-DOC-POL-011-00029,PAR-DOC-POL-011-00029,bullet,매출액 5,"- 매출액 5,000억원 이상 글로벌 도약 기업 5개 육성 등 국내 산업 재도약",policy_action,,,,STR-004,TD-001,TSD-001-004,CLS-SEED-DOC-POL-011-00029,PAR-DOC-POL-011-00029,1,,0,"- 매출액 5,000억원 이상 글로벌 도약 기업 5개 육성 등 국내 산업 재도약",,,medium,review_required,
PMD-DOC-POL-011-0015,DOC-POL-011,section2,CLS-SEED-DOC-POL-011-00031,PAR-DOC-POL-011-00031,bullet,6G·AI네트워크 선도국 도약 및 글로벌 통신·네트워크 거대 시장 석권을 위해,"ㅇ 6G·AI네트워크 선도국 도약 및 글로벌 통신·네트워크 거대 시장 석권을 위해, 초격차 기술개발부터 AI-NW 융합서비스 조기 실증까지 과감하고 선제적 투자",policy_action,,technology,technology,STR-004,TD-007,TSD-007-001,CLS-SEED-DOC-POL-011-00031,PAR-DOC-POL-011-00031,1,,0,"ㅇ 6G·AI네트워크 선도국 도약 및 글로벌 통신·네트워크 거대 시장 석권을 위해, 초격차 기술개발부터 AI-NW 융합서비스 조기 실증까지 과감하고 선제적 투자",,,medium,review_required,
PMD-DOC-POL-011-0016,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00034,PAR-DOC-POL-011-00034,bullet,과거 정보화 시대 30년,"□ 과거 정보화 시대 30년, 우리나라는 국가적 전략과 민·관의 선도적 투자로 구축한 세계 최고 유·무선 네트워크에 기반하여 ‘디지털 강국’으로 자리매김",policy_action,,,,STR-004,TD-001,TSD-001-004,CLS-SEED-DOC-POL-011-00034,PAR-DOC-POL-011-00034,1,,0,"□ 과거 정보화 시대 30년, 우리나라는 국가적 전략과 민·관의 선도적 투자로 구축한 세계 최고 유·무선 네트워크에 기반하여 ‘디지털 강국’으로 자리매김",,,medium,review_required,
PMD-DOC-POL-011-0017,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00035,PAR-DOC-POL-011-00035,bullet,대한민국 미래 30년,"ㅇ 대한민국 미래 30년, ‘AI G3 강국’ 도약과 ‘AI고속도로’ 완성을 위한 국가 네트워크 全 영역의 대대적 고도화와 산업 혁신 요구",policy_action,,technology,technology,STR-001 | STR-004 | STR-008,TD-001,TSD-001-004,CLS-SEED-DOC-POL-011-00035,PAR-DOC-POL-011-00035,1,CLS-SEED-DOC-POL-011-00037,1,"ㅇ 대한민국 미래 30년, ‘AI G3 강국’ 도약과 ‘AI고속도로’ 완성을 위한 국가 네트워크 全 영역의 대대적 고도화와 산업 혁신 요구",,"* 온디바이스 AI의 배터리·추론 성능 한계, 중앙 클라우드의 높은 비용·지연시간 한계를 보완",medium,review_required,attached_review_support
PMD-DOC-POL-011-0018,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00038,PAR-DOC-POL-011-00038,bullet,[전략1] 세계 최고 초지능·초성능 네트워크(유·무선·위성·해저케이블) 전면 구축,⇒ [전략1] 세계 최고 초지능·초성능 네트워크(유·무선·위성·해저케이블) 전면 구축,policy_action,,,,STR-004,TD-001,TSD-001-004,CLS-SEED-DOC-POL-011-00038,PAR-DOC-POL-011-00038,1,,0,⇒ [전략1] 세계 최고 초지능·초성능 네트워크(유·무선·위성·해저케이블) 전면 구축,,,medium,review_required,
PMD-DOC-POL-011-0019,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00039,PAR-DOC-POL-011-00039,bullet,네트워크 산업 혁신 국내 통신서비스·네트워크 장비 산업은 장기간 침체 직면,□ 네트워크 산업 혁신 국내 통신서비스·네트워크 장비 산업은 장기간 침체 직면,policy_action,,technology,technology,STR-004,TD-007,TSD-007-001,CLS-SEED-DOC-POL-011-00039,PAR-DOC-POL-011-00039,1,CLS-SEED-DOC-POL-011-00040,1,□ 네트워크 산업 혁신 국내 통신서비스·네트워크 장비 산업은 장기간 침체 직면,,"※ △ 통신서비스: ‘13년 이후 포화, 23~24조 규모 정체 △ 장비산업: 글로벌 이동통신 시장 점유율 5~6% 불과",medium,review_required,attached_review_support
PMD-DOC-POL-011-0020,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00042,PAR-DOC-POL-011-00042,bullet,[전략2] AI중심 대전환을 발판삼아 글로벌 통신·네트워크 거대 시장 선점,"⇒ [전략2] AI중심 대전환을 발판삼아 글로벌 통신·네트워크 거대 시장 선점, 新성장·도약 기회 창출을 위한 6G·AI네트워크 산업 전방위 지원 국가 네트워크 진화: 세계 최고 초지능·초성능 네트워크 전면 구축",policy_action,,,,STR-004,TD-007 | TD-001,TSD-007-001 | TSD-001-004,CLS-SEED-DOC-POL-011-00042 | CLS-SEED-DOC-POL-011-00043,PAR-DOC-POL-011-00042 | PAR-DOC-POL-011-00043,2,,0,"⇒ [전략2] AI중심 대전환을 발판삼아 글로벌 통신·네트워크 거대 시장 선점, 新성장·도약 기회 창출을 위한 6G·AI네트워크 산업 전방위 지원",국가 네트워크 진화: 세계 최고 초지능·초성능 네트워크 전면 구축,,medium,review_required,attached_continuation
PMD-DOC-POL-011-0021,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00044,PAR-DOC-POL-011-00044,bullet,이동통신 5G 단독모드(SA) 확산을 통해 5G서비스 완성·AI기술 선제 적용(’26),"ㅇ 이동통신 5G 단독모드(SA) 확산을 통해 5G서비스 완성·AI기술 선제 적용(’26), 6G 시연(Pre-6G, ’26)·시범서비스(LA올림픽 연계, ’28)를 거쳐 ’30년경 상용화",policy_action,,,,STR-004,TD-007,TSD-007-001,CLS-SEED-DOC-POL-011-00044,PAR-DOC-POL-011-00044,1,,0,"ㅇ 이동통신 5G 단독모드(SA) 확산을 통해 5G서비스 완성·AI기술 선제 적용(’26), 6G 시연(Pre-6G, ’26)·시범서비스(LA올림픽 연계, ’28)를 거쳐 ’30년경 상용화",,,medium,review_required,
PMD-DOC-POL-011-0022,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00045,PAR-DOC-POL-011-00045,bullet,이동통신-컴퓨팅 기능을 융합하여 피지컬AI의 초정밀·실시간 제어 및 네트워크 효율 대폭 향상이 가능한...,"- 이동통신-컴퓨팅 기능을 융합하여 피지컬AI의 초정밀·실시간 제어 및 네트워크 효율 대폭 향상이 가능한 지능형 기지국(AI-RAN) 구축·확산 ∙AI-on-RAN 산업·서비스 현장 중심 시범구축(’26~’28), 6G 기반 고도화·전면 확산*(’30) ∙AI-for-RAN 국산 AI모델 활용, 실시간 기지국 성능 최적화 및 저전력화(’27, 30% 이상)",policy_action,,technology,technology,STR-008 | STR-004,TD-001 | TD-007,TSD-001-004 | TSD-007-003 | TSD-007-001,CLS-SEED-DOC-POL-011-00045 | CLS-SEED-DOC-POL-011-00046 | CLS-SEED-DOC-POL-011-00048,PAR-DOC-POL-011-00045 | PAR-DOC-POL-011-00046 | PAR-DOC-POL-011-00048,3,CLS-SEED-DOC-POL-011-00047,1,- 이동통신-컴퓨팅 기능을 융합하여 피지컬AI의 초정밀·실시간 제어 및 네트워크 효율 대폭 향상이 가능한 지능형 기지국(AI-RAN) 구축·확산,"∙AI-on-RAN 산업·서비스 현장 중심 시범구축(’26~’28), 6G 기반 고도화·전면 확산*(’30) || ∙AI-for-RAN 국산 AI모델 활용, 실시간 기지국 성능 최적화 및 저전력화(’27, 30% 이상)",* 500개 이상 구축: 통신사 집중국사 등 상용망(200개) + 버티컬 산업·서비스 자체 특화망(300개),medium,review_required,attached_continuation | attached_review_support
PMD-DOC-POL-011-0023,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00049,PAR-DOC-POL-011-00049,bullet,유선통신 AIDC 학습 성능을 결정하는 네트워크 장비(GPU·서버간 연결) 국산화(~’30),"ㅇ 유선통신 AIDC 학습 성능을 결정하는 네트워크 장비(GPU·서버간 연결) 국산화(~’30), ‘국가 통신망 대동맥’ 백본망 용량 4배 이상 확대(38Tbps → ’30년 160Tbps)",policy_action,,technology,technology,STR-004,TD-001,TSD-001-004,CLS-SEED-DOC-POL-011-00049,PAR-DOC-POL-011-00049,1,,0,"ㅇ 유선통신 AIDC 학습 성능을 결정하는 네트워크 장비(GPU·서버간 연결) 국산화(~’30), ‘국가 통신망 대동맥’ 백본망 용량 4배 이상 확대(38Tbps → ’30년 160Tbps)",,,medium,review_required,
PMD-DOC-POL-011-0024,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00050,PAR-DOC-POL-011-00050,bullet,실수요가 존재하는 全 가구·건물 광전환 달성(91 → 98%,"- 실수요가 존재하는 全 가구·건물 광전환 달성(91 → 98%, ~’30) 및 10기가급 인터넷 확산을 통해 전 국민의 고품질 AI서비스 활용 기반 조성",policy_action,,,,STR-004,TD-001,TSD-001-004,CLS-SEED-DOC-POL-011-00050,PAR-DOC-POL-011-00050,1,,0,"- 실수요가 존재하는 全 가구·건물 광전환 달성(91 → 98%, ~’30) 및 10기가급 인터넷 확산을 통해 전 국민의 고품질 AI서비스 활용 기반 조성",,,medium,review_required,
PMD-DOC-POL-011-0025,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00051,PAR-DOC-POL-011-00051,bullet,국제망 저궤도 위성통신 핵심기술 확보,"ㅇ 국제망 저궤도 위성통신 핵심기술 확보, 부품·장비 글로벌 공급망 진출 촉진(~’30)",policy_action,,technology,technology,STR-004,TD-007,TSD-007-002,CLS-SEED-DOC-POL-011-00051,PAR-DOC-POL-011-00051,1,,0,"ㅇ 국제망 저궤도 위성통신 핵심기술 확보, 부품·장비 글로벌 공급망 진출 촉진(~’30)",,,medium,review_required,
PMD-DOC-POL-011-0026,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00052,PAR-DOC-POL-011-00052,bullet,해저케이블 용량확대(120→220Tbps 이상)·육양국 다변화(5개 거점→7개)로 안정성 강화(’30),- 해저케이블 용량확대(120→220Tbps 이상)·육양국 다변화(5개 거점→7개)로 안정성 강화(’30),policy_action,,,,STR-004,TD-001,TSD-001-004,CLS-SEED-DOC-POL-011-00052,PAR-DOC-POL-011-00052,1,,0,- 해저케이블 용량확대(120→220Tbps 이상)·육양국 다변화(5개 거점→7개)로 안정성 강화(’30),,,medium,review_required,
PMD-DOC-POL-011-0027,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00054,PAR-DOC-POL-011-00054,bullet,기술개발 차세대 6G 이동통신 상용화기술 개발(~’28)·표준 선점과 함께 한 발 앞선 고효율·저전력...,ㅇ 기술개발 차세대 6G 이동통신 상용화기술 개발(~’28)·표준 선점과 함께 한 발 앞선 고효율·저전력 AI네트워크 기술 개발(’26~’30) 병행,policy_action,,technology,technology,STR-004,TD-007,TSD-007-001,CLS-SEED-DOC-POL-011-00054,PAR-DOC-POL-011-00054,1,,0,ㅇ 기술개발 차세대 6G 이동통신 상용화기술 개발(~’28)·표준 선점과 함께 한 발 앞선 고효율·저전력 AI네트워크 기술 개발(’26~’30) 병행,,,medium,review_required,
PMD-DOC-POL-011-0028,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00055,PAR-DOC-POL-011-00055,bullet,수요창출 5대 핵심 분야(의료·교육·제조·안전·미디어) AI대전환을 위한 첨단 AI네트워크 기반 대규모...,ㅇ 수요창출 5대 핵심 분야(의료·교육·제조·안전·미디어) AI대전환을 위한 첨단 AI네트워크 기반 대규모 선도 실증사업 추진(’26~’31),policy_action,,,,STR-004,TD-001,TSD-001-003,CLS-SEED-DOC-POL-011-00055,PAR-DOC-POL-011-00055,1,,0,ㅇ 수요창출 5대 핵심 분야(의료·교육·제조·안전·미디어) AI대전환을 위한 첨단 AI네트워크 기반 대규모 선도 실증사업 추진(’26~’31),,,medium,review_required,
PMD-DOC-POL-011-0029,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00056,PAR-DOC-POL-011-00056,bullet,공공망 선제적 고도화로 민간 확산 및 AI 공공서비스 제공 기반 마련,"- 공공망 선제적 고도화로 민간 확산 및 AI 공공서비스 제공 기반 마련, 노후·공동주택 光전환 및 도서·산간 지역 기가인터넷 인프라 구축 지원 (민간) 도서·산간지역에 다양한 기술방식을 활용한 기가급 인터넷망 구축 촉진",policy_action,,,,STR-004,TD-001 | TD-004,TSD-001-004,CLS-SEED-DOC-POL-011-00056 | CLS-SEED-DOC-POL-011-00058,PAR-DOC-POL-011-00056 | PAR-DOC-POL-011-00058,2,CLS-SEED-DOC-POL-011-00057,1,"- 공공망 선제적 고도화로 민간 확산 및 AI 공공서비스 제공 기반 마련, 노후·공동주택 光전환 및 도서·산간 지역 기가인터넷 인프라 구축 지원",(민간) 도서·산간지역에 다양한 기술방식을 활용한 기가급 인터넷망 구축 촉진,"※ (공공) 전국 초·중·고 10G급 인터넷 회선 구축, 재난안전통신망(PS-LTE)·국방망 성능 향상",medium,review_required,attached_continuation | attached_review_support
PMD-DOC-POL-011-0030,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00059,PAR-DOC-POL-011-00059,bullet,제도개선차세대 네트워크 투자 세제혜택 강화(’26~) 및 주파수 재할당·5G/6G 신규 주파수 공급(’...,"ㅇ 제도개선차세대 네트워크 투자 세제혜택 강화(’26~) 및 주파수 재할당·5G/6G 신규 주파수 공급(’26~’29), 6G 주파수전략 수립(’28)으로 망 투자 유인 제고",policy_action,,infrastructure_policy,infrastructure_policy,STR-004,TD-007,TSD-007-001,CLS-SEED-DOC-POL-011-00059,PAR-DOC-POL-011-00059,1,,0,"ㅇ 제도개선차세대 네트워크 투자 세제혜택 강화(’26~) 및 주파수 재할당·5G/6G 신규 주파수 공급(’26~’29), 6G 주파수전략 수립(’28)으로 망 투자 유인 제고",,,medium,review_required,
PMD-DOC-POL-011-0031,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00060,PAR-DOC-POL-011-00060,bullet,고효율·친환경 기지국 인증제 도입(’26) 검토 등 저전력 통신망 구축 독려,- 고효율·친환경 기지국 인증제 도입(’26) 검토 등 저전력 통신망 구축 독려,policy_action,,,,STR-004,TD-007,TSD-007-001,CLS-SEED-DOC-POL-011-00060,PAR-DOC-POL-011-00060,1,,0,- 고효율·친환경 기지국 인증제 도입(’26) 검토 등 저전력 통신망 구축 독려,,,medium,review_required,
PMD-DOC-POL-011-0032,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00061,PAR-DOC-POL-011-00061,bullet,기반강화국내 유망 기업의 차세대 네트워크 기술사업화*(’26~),"ㅇ 기반강화국내 유망 기업의 차세대 네트워크 기술사업화*(’26~), 한-미 협력 기반 동남아 오픈랜 확산사업(’27~) 등 국내·외 시장진출 적극 지원",policy_action,,technology,technology,STR-004,TD-001,TSD-001-004,CLS-SEED-DOC-POL-011-00061,PAR-DOC-POL-011-00061,1,CLS-SEED-DOC-POL-011-00062,1,"ㅇ 기반강화국내 유망 기업의 차세대 네트워크 기술사업화*(’26~), 한-미 협력 기반 동남아 오픈랜 확산사업(’27~) 등 국내·외 시장진출 적극 지원",,"※ △ 부품(광소자·칩 등), △ 장비(AIDC 네트워크 등), △ 네트워크 SW 상용화·시장 진출 전방위 지원",medium,review_required,attached_review_support
PMD-DOC-POL-011-0033,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00063,PAR-DOC-POL-011-00063,bullet,AI+네트워크 융합인재 양성 및 표준화 전략센터·전문인력 확보(~’30),- AI+네트워크 융합인재 양성 및 표준화 전략센터·전문인력 확보(~’30),policy_action,,talent,talent,STR-004,TD-001,TSD-001-004,CLS-SEED-DOC-POL-011-00063,PAR-DOC-POL-011-00063,1,,0,- AI+네트워크 융합인재 양성 및 표준화 전략센터·전문인력 확보(~’30),,,medium,review_required,
PMD-DOC-POL-011-0034,DOC-POL-011,section5,CLS-SEED-DOC-POL-011-00064,PAR-DOC-POL-011-00064,bullet,6G·AI네트워크 선도국 도약 및 글로벌 통신·네트워크 거대 시장 석권을 위해,"□ 6G·AI네트워크 선도국 도약 및 글로벌 통신·네트워크 거대 시장 석권을 위해, 초격차 기술개발부터 AI-NW 융합서비스 조기 실증까지 과감하고 선제적 투자",policy_action,,technology,technology | infrastructure_policy,STR-004,TD-007 | TD-001,TSD-007-001 | TSD-001-004,CLS-SEED-DOC-POL-011-00064,PAR-DOC-POL-011-00064,1,CLS-SEED-DOC-POL-011-00065,1,"□ 6G·AI네트워크 선도국 도약 및 글로벌 통신·네트워크 거대 시장 석권을 위해, 초격차 기술개발부터 AI-NW 융합서비스 조기 실증까지 과감하고 선제적 투자",,"※ ’26년 AI네트워크 예산 2,894억원(‘25년 比 454억원↑), ‘30년까지 투자 규모 지속 확대 추진",medium,review_required,attached_review_support
