merge_candidate_id,document_id,page_no,primary_seed_id,primary_source_object_id,primary_block_type,item_label_draft,item_statement_draft,candidate_role_draft,candidate_role_notes,bucket_resource_type_guess,resource_type_candidates,primary_strategy_candidates,tech_domain_candidates,tech_subdomain_candidates,member_seed_ids,member_source_object_ids,member_count,supporting_review_seed_ids,supporting_review_count,primary_text,continuation_texts,supporting_review_texts,merge_confidence,merge_status,merge_notes
PMD-DOC-POL-009-0011,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00024,PAR-DOC-POL-009-00024,bullet,연구기관,"ㅇ (연구기관) 글로벌 TOP 수준의 대학 등 기초연구 기관이 부재하며, 개인을 넘어 대학 단위 역량 제고를 위한 지원 미흡",problem_or_requirement,detected_problem_keyword,,,,,,CLS-SEED-DOC-POL-009-00024,PAR-DOC-POL-009-00024,1,,0,"ㅇ (연구기관) 글로벌 TOP 수준의 대학 등 기초연구 기관이 부재하며, 개인을 넘어 대학 단위 역량 제고를 위한 지원 미흡",,,medium,review_required,
PMD-DOC-POL-009-0012,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00025,PAR-DOC-POL-009-00025,bullet,세계 유수 연구기관과 경쟁할 수 있는 기초연구 기관 육성,⇨ 세계 유수 연구기관과 경쟁할 수 있는 기초연구 기관 육성,policy_action,,,,,,,CLS-SEED-DOC-POL-009-00025,PAR-DOC-POL-009-00025,1,,0,⇨ 세계 유수 연구기관과 경쟁할 수 있는 기초연구 기관 육성,,,medium,review_required,
PMD-DOC-POL-009-0013,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00026,PAR-DOC-POL-009-00026,bullet,기반,"ㅇ (기반) 연구자들이 연구 外 업무에 대한 부담이 크고, 기반 시스템 미비로 혁신·도전적 연구에 몰입하기 어려운 실정",policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00026,PAR-DOC-POL-009-00026,1,CLS-SEED-DOC-POL-009-00027,1,"ㅇ (기반) 연구자들이 연구 外 업무에 대한 부담이 크고, 기반 시스템 미비로 혁신·도전적 연구에 몰입하기 어려운 실정",,"※ 연구자 1인당 연구지원인력 비중(’23년): (韓) 0.25, (日) 0.33, (獨) 0.62, (佛) 0.44",medium,review_required,attached_review_support
PMD-DOC-POL-009-0014,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00028,PAR-DOC-POL-009-00028,bullet,연구자가 창의성을 펼치고 연구에 몰입할 수 있는 제반 환경 조성,⇨ 연구자가 창의성을 펼치고 연구에 몰입할 수 있는 제반 환경 조성,policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00028,PAR-DOC-POL-009-00028,1,,0,⇨ 연구자가 창의성을 펼치고 연구에 몰입할 수 있는 제반 환경 조성,,,medium,review_required,
PMD-DOC-POL-009-0015,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00031,PAR-DOC-POL-009-00031,bullet,다양성·안전망,"ㅇ (다양성·안전망) 소규모 장기(최대 5년) ‘기본연구’를 복원하고, ➀생애 첫 수행, ➁경력 단절, ➂지방 소재 연구자를 우대하여 연구 저변 확대",policy_action,,talent,talent,,TD-005,,CLS-SEED-DOC-POL-009-00031,PAR-DOC-POL-009-00031,1,CLS-SEED-DOC-POL-009-00032,1,"ㅇ (다양성·안전망) 소규모 장기(최대 5년) ‘기본연구’를 복원하고, ➀생애 첫 수행, ➁경력 단절, ➂지방 소재 연구자를 우대하여 연구 저변 확대",,"※ ‘26년 지원규모: 과기정통부(2,000개/1,150억, 전임), 교육부(790개/239억, 비전임)",medium,review_required,attached_review_support
PMD-DOC-POL-009-0016,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00033,PAR-DOC-POL-009-00033,bullet,장기·연속성,"ㅇ (장기·연속성) 후속연구 연계 강화(연구비 확대 + 최대 2회 지원*), 한우물파기 연구 확대 등 10년 이상 장기연구를 촉진하여 연구 연속성 제고",policy_action,,,,,,,CLS-SEED-DOC-POL-009-00033,PAR-DOC-POL-009-00033,1,CLS-SEED-DOC-POL-009-00034,1,"ㅇ (장기·연속성) 후속연구 연계 강화(연구비 확대 + 최대 2회 지원*), 한우물파기 연구 확대 등 10년 이상 장기연구를 촉진하여 연구 연속성 제고",,"* 후속연구 2회 수혜 시, 최대 11년(5+3+3년) 동안 안정적 연구 수행 가능",medium,review_required,attached_review_support
PMD-DOC-POL-009-0017,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00035,PAR-DOC-POL-009-00035,bullet,안정성,"ㅇ (안정성) 기초연구 사업을 ’수혜율‘ 중심으로 관리하고, 2030년까지 전체 교원 수혜율 30%, 전임 교원 50%, 신진 교원 70% 확보",policy_action,,technology,technology,,,,CLS-SEED-DOC-POL-009-00035,PAR-DOC-POL-009-00035,1,CLS-SEED-DOC-POL-009-00036,1,"ㅇ (안정성) 기초연구 사업을 ’수혜율‘ 중심으로 관리하고, 2030년까지 전체 교원 수혜율 30%, 전임 교원 50%, 신진 교원 70% 확보",,"※ 現 수혜율: 전체 교원(’24년, 19.3%), 전임 교원(’24년, 28.3%), 신진 교원(’23년, 64.3%)",medium,review_required,attached_review_support
PMD-DOC-POL-009-0018,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00037,PAR-DOC-POL-009-00037,bullet,정부R&D 투자의 일정 비율 이상(예. 10% 이상)을 기초연구에 투자하는 노력을 의무화하는 등 ｢기초...,- 정부R&D 투자의 일정 비율 이상(예. 10% 이상)을 기초연구에 투자하는 노력을 의무화하는 등 ｢기초연구진흥법｣ 개정 추진,policy_action,,,,,,,CLS-SEED-DOC-POL-009-00037,PAR-DOC-POL-009-00037,1,,0,- 정부R&D 투자의 일정 비율 이상(예. 10% 이상)을 기초연구에 투자하는 노력을 의무화하는 등 ｢기초연구진흥법｣ 개정 추진,,,medium,review_required,
PMD-DOC-POL-009-0019,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00038,PAR-DOC-POL-009-00038,bullet,청년,"ㅇ (청년) 포닥, 초기 교원 등 젊은 연구자가 역량을 마음껏 펼치도록 5년간 10,000명 규모로 지원을 확대하고, 안정적 고용*도 지원",policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00038,PAR-DOC-POL-009-00038,1,CLS-SEED-DOC-POL-009-00039,1,"ㅇ (청년) 포닥, 초기 교원 등 젊은 연구자가 역량을 마음껏 펼치도록 5년간 10,000명 규모로 지원을 확대하고, 안정적 고용*도 지원",,"* 집단연구에서 박사후연구원 참여 규모, 전임연구원 전환 등을 평가 요소로 반영",medium,review_required,attached_review_support
PMD-DOC-POL-009-0020,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00040,PAR-DOC-POL-009-00040,bullet,리더,"ㅇ (리더) 최우수 연구자가 세계 최고 연구자(노벨상급)로 성장할 수 있도록 ｢Top-Tier 리더연구*｣ 신설, 글로벌 파트너십 구축** 및 브랜드化 지원",policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00040,PAR-DOC-POL-009-00040,1,CLS-SEED-DOC-POL-009-00041 | CLS-SEED-DOC-POL-009-00042,2,"ㅇ (리더) 최우수 연구자가 세계 최고 연구자(노벨상급)로 성장할 수 있도록 ｢Top-Tier 리더연구*｣ 신설, 글로벌 파트너십 구축** 및 브랜드化 지원",,"* 연 16억 원/총 9년 지원, 리더연구 수행 경험이 있거나 수행 중인 연구자 대상 || ** 미국·영국·스웨덴 주요 학술기관과 공동 포럼 등 개최 시 리더연구자 참여 활성화 등",medium,review_required,attached_review_support
PMD-DOC-POL-009-0021,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00043,PAR-DOC-POL-009-00043,bullet,IBS 단장의 책무 강화,"- IBS 단장의 책무 강화, ’리더연구자 협의체’ 발족 등을 통해 최우수 석학들의 역량을 국가·사회에 환원하는 Out-Reach 프로그램 운영",policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00043,PAR-DOC-POL-009-00043,1,CLS-SEED-DOC-POL-009-00044,1,"- IBS 단장의 책무 강화, ’리더연구자 협의체’ 발족 등을 통해 최우수 석학들의 역량을 국가·사회에 환원하는 Out-Reach 프로그램 운영",,"※ 과학문화 활성화(대중 강연 등), 이공계 인재 양성(멘토링 등), 정책 기여 등",medium,review_required,attached_review_support
PMD-DOC-POL-009-0022,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00045,PAR-DOC-POL-009-00045,bullet,학문 분야,"ㅇ (학문 분야) 학문 분야별 특성·자율성을 반영한 분야별 지원체계로 점진적 전환*하고, 新 학문 분야에 선제적 대응토록 개척연구 고도화",policy_action,,,,,,,CLS-SEED-DOC-POL-009-00045,PAR-DOC-POL-009-00045,1,CLS-SEED-DOC-POL-009-00046,1,"ㅇ (학문 분야) 학문 분야별 특성·자율성을 반영한 분야별 지원체계로 점진적 전환*하고, 新 학문 분야에 선제적 대응토록 개척연구 고도화",,* (’27) 특정 분야 시범 도입(예. 수학) → (‘28) 기초과학 분야 적용 → (‘30) 全 분야 적용,medium,review_required,attached_review_support
PMD-DOC-POL-009-0023,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00047,PAR-DOC-POL-009-00047,bullet,연구중심대학,ㅇ (연구중심대학) 대학이 자율적으로 연구기반에 투자하여 연구경쟁력을 향상할 수 있도록 ｢성과 기반 블록펀딩｣ 도입,policy_action,,,,,,,CLS-SEED-DOC-POL-009-00047,PAR-DOC-POL-009-00047,1,,0,ㅇ (연구중심대학) 대학이 자율적으로 연구기반에 투자하여 연구경쟁력을 향상할 수 있도록 ｢성과 기반 블록펀딩｣ 도입,,,medium,review_required,
PMD-DOC-POL-009-0024,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00048,PAR-DOC-POL-009-00048,bullet,선도연구센터의 자립화 등 발전 방안을 마련하고,"- 선도연구센터의 자립화 등 발전 방안을 마련하고, 지방 대학 부설 연구소의 글로벌 경쟁력 확보를 위해 NRL2.0 내 지역 트랙 신설*",policy_action,,infrastructure_policy,infrastructure_policy,,,,CLS-SEED-DOC-POL-009-00048,PAR-DOC-POL-009-00048,1,CLS-SEED-DOC-POL-009-00049,1,"- 선도연구센터의 자립화 등 발전 방안을 마련하고, 지방 대학 부설 연구소의 글로벌 경쟁력 확보를 위해 NRL2.0 내 지역 트랙 신설*",,"* 전체 예산의 50%를 지역 트랙에 할당하고, 권역별 국가연구소(지역상생) 지정 추진",medium,review_required,attached_review_support
PMD-DOC-POL-009-0025,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00050,PAR-DOC-POL-009-00050,bullet,IBS,"ㅇ (IBS) 해외 Branch 설립, 연구팀 패키지 유입 등 글로벌 석학 유치·활용의 허브로써 기초과학연구원(IBS)의 기능 강화",policy_action,,,,,,,CLS-SEED-DOC-POL-009-00050,PAR-DOC-POL-009-00050,1,,0,"ㅇ (IBS) 해외 Branch 설립, 연구팀 패키지 유입 등 글로벌 석학 유치·활용의 허브로써 기초과학연구원(IBS)의 기능 강화",,,medium,review_required,
PMD-DOC-POL-009-0026,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00051,PAR-DOC-POL-009-00051,bullet,민간,"ㅇ (민간) 산·학·연·정 협의체를 구성하여 민-관 매칭펀드 조성, 대학 내 기업계약연구소 설치 등 민간기업의 기초연구 투자·역할 확대",policy_action,,infrastructure_policy,infrastructure_policy,,,,CLS-SEED-DOC-POL-009-00051,PAR-DOC-POL-009-00051,1,,0,"ㅇ (민간) 산·학·연·정 협의체를 구성하여 민-관 매칭펀드 조성, 대학 내 기업계약연구소 설치 등 민간기업의 기초연구 투자·역할 확대",,,medium,review_required,
PMD-DOC-POL-009-0027,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00052,PAR-DOC-POL-009-00052,bullet,AI 활용,"ㅇ (AI 활용) 대학의 강점 분야에 맞춰 ｢기초연구AI 센터｣를 구축(총 40개), 교육·연구를 통합 지원하여 기초연구-AI 융합 연구인력 양성(총 2,000명)",policy_action,,talent,talent,,TD-001,TSD-001-001,CLS-SEED-DOC-POL-009-00052,PAR-DOC-POL-009-00052,1,CLS-SEED-DOC-POL-009-00053,1,"ㅇ (AI 활용) 대학의 강점 분야에 맞춰 ｢기초연구AI 센터｣를 구축(총 40개), 교육·연구를 통합 지원하여 기초연구-AI 융합 연구인력 양성(총 2,000명)",,※ 원활한 AI 활용을 위해 대학 연구자들을 위한 전용 인프라 구축(GPU 300장 등),medium,review_required,attached_review_support
PMD-DOC-POL-009-0028,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00054,PAR-DOC-POL-009-00054,bullet,데이터 기반 정책,"ㅇ (데이터 기반 정책) 연구트렌드 분석, 국가별 역량 비교 등 기초연구 정책 방향을 제시하는 AI·데이터 기반 ｢기초연구 네비게이션 시스템｣ 구축",policy_action,,,,,,,CLS-SEED-DOC-POL-009-00054,PAR-DOC-POL-009-00054,1,,0,"ㅇ (데이터 기반 정책) 연구트렌드 분석, 국가별 역량 비교 등 기초연구 정책 방향을 제시하는 AI·데이터 기반 ｢기초연구 네비게이션 시스템｣ 구축",,,medium,review_required,
PMD-DOC-POL-009-0029,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00055,PAR-DOC-POL-009-00055,bullet,연구지원인력,"ㅇ (연구지원인력) 연구 몰입환경을 위해 연구지원인력의 전문화, 활용 촉진",policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00055,PAR-DOC-POL-009-00055,1,CLS-SEED-DOC-POL-009-00056,1,"ㅇ (연구지원인력) 연구 몰입환경을 위해 연구지원인력의 전문화, 활용 촉진",,"* 직무 표준화 및 경력단계별 역량개발 체계 마련, 교육 프로그램 개발·확산 등",medium,review_required,attached_review_support
PMD-DOC-POL-009-0030,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00057,PAR-DOC-POL-009-00057,bullet,평가 혁신,"ㅇ (평가 혁신) 단계평가 폐지, 선정평가 간소화, AI 기술 도입*을 통해 평가자 - 피평가자의 행정부담을 경감하고 평가의 신뢰성 제고",policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00057,PAR-DOC-POL-009-00057,1,CLS-SEED-DOC-POL-009-00058,1,"ㅇ (평가 혁신) 단계평가 폐지, 선정평가 간소화, AI 기술 도입*을 통해 평가자 - 피평가자의 행정부담을 경감하고 평가의 신뢰성 제고",,* (예) 연구자 업적 평가에 AI를 활용함으로써 소규모 과제(예. 기본연구)의 평가 효율화,medium,review_required,attached_review_support
PMD-DOC-POL-009-0031,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00060,PAR-DOC-POL-009-00060,bullet,리더연구자 협의체 발족 및 운영방안(안) 마련,ㅇ 리더연구자 협의체 발족 및 운영방안(안) 마련: ~ ‘26년.上,policy_action,,,,,,,CLS-SEED-DOC-POL-009-00060,PAR-DOC-POL-009-00060,1,,0,ㅇ 리더연구자 협의체 발족 및 운영방안(안) 마련: ~ ‘26년.上,,,medium,review_required,
PMD-DOC-POL-009-0032,DOC-POL-009,section2,CLS-SEED-DOC-POL-009-00061,PAR-DOC-POL-009-00061,bullet,대학 연구기반 지원 블록펀딩 세부 추진계획(안) 마련,ㅇ 대학 연구기반 지원 블록펀딩 세부 추진계획(안) 마련: ~ ’26년,policy_action,,,,,,,CLS-SEED-DOC-POL-009-00061,PAR-DOC-POL-009-00061,1,,0,ㅇ 대학 연구기반 지원 블록펀딩 세부 추진계획(안) 마련: ~ ’26년,,,medium,review_required,
PMD-DOC-POL-009-0033,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00062,PAR-DOC-POL-009-00062,bullet,‘86년 시작된 기초연구 사업은 40년이 지난 오늘날 이공계 분야학문적 다양성을 촉진하는 R&D 사업의...,ㅇ ‘86년 시작된 기초연구 사업은 40년이 지난 오늘날 이공계 분야학문적 다양성을 촉진하는 R&D 사업의 상징으로 자리매김,policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00062,PAR-DOC-POL-009-00062,1,CLS-SEED-DOC-POL-009-00063,1,ㅇ ‘86년 시작된 기초연구 사업은 40년이 지난 오늘날 이공계 분야학문적 다양성을 촉진하는 R&D 사업의 상징으로 자리매김,,※ (’90) 우수연구센터(SRC·ERC) 추진 → (‘97) 창의연구 추진 → (‘08) 풀뿌리 기초연구 강화 → (’10) 기초과학연구원(IBS) 설립 → (’17) 연구자 주도 기초연구사업 규모 확대 등,medium,review_required,attached_review_support
PMD-DOC-POL-009-0034,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00064,PAR-DOC-POL-009-00064,bullet,기초연구 사업을 통해 이공계 연구자 규모 등 연구생태계의 저변이 확대되었고 우수논문 수 등 학술성과도...,- 기초연구 사업을 통해 이공계 연구자 규모 등 연구생태계의 저변이 확대되었고 우수논문 수 등 학술성과도 지속 증가,policy_action,,talent,talent,,,,CLS-SEED-DOC-POL-009-00064,PAR-DOC-POL-009-00064,1,,0,- 기초연구 사업을 통해 이공계 연구자 규모 등 연구생태계의 저변이 확대되었고 우수논문 수 등 학술성과도 지속 증가,,,medium,review_required,
PMD-DOC-POL-009-0035,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00065,PAR-DOC-POL-009-00065,bullet,하지만 최근,"ㅇ 하지만 최근, R&D 예산삭감 및 수월성 중시 기조에 따라 기초연구 과제 수가 대폭 축소*되고 생애기본연구 사업이 폐지",policy_action,,infrastructure_policy,infrastructure_policy,,,,CLS-SEED-DOC-POL-009-00065,PAR-DOC-POL-009-00065,1,CLS-SEED-DOC-POL-009-00066,1,"ㅇ 하지만 최근, R&D 예산삭감 및 수월성 중시 기조에 따라 기초연구 과제 수가 대폭 축소*되고 생애기본연구 사업이 폐지",,"* 개인기초연구 과제 수(개): ‘23) 14,912 → ’24) 13,080 → ’25) 11,829",medium,review_required,attached_review_support
PMD-DOC-POL-009-0036,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00068,PAR-DOC-POL-009-00068,bullet,기초연구의 양적 성장에 반해,"ㅇ 기초연구의 양적 성장에 반해, 투자 대비 질적 성과*는 정체되어 있으며, 노벨과학상 등과 같이 패러다임을 바꿀만한 성과도 부족",background_context,detected_background_keyword,talent,talent,,,,CLS-SEED-DOC-POL-009-00068,PAR-DOC-POL-009-00068,1,CLS-SEED-DOC-POL-009-00069,1,"ㅇ 기초연구의 양적 성장에 반해, 투자 대비 질적 성과*는 정체되어 있으며, 노벨과학상 등과 같이 패러다임을 바꿀만한 성과도 부족",,"* 상위 10% 논문 수, 피인용 상위 1% 연구자(HCR), Nature Index TOP 연구기관 등",medium,review_required,attached_review_support
PMD-DOC-POL-009-0037,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00070,PAR-DOC-POL-009-00070,bullet,현재,"ㅇ 현재, ’교원–대학원생‘으로 구성된 우리나라 기초연구 생태계는 연구의 단절을 가져오기 쉬워 연구생산성을 확보하는데 한계에 봉착",background_context,detected_background_keyword,technology,technology | talent,,,,CLS-SEED-DOC-POL-009-00070,PAR-DOC-POL-009-00070,1,CLS-SEED-DOC-POL-009-00071,1,"ㅇ 현재, ’교원–대학원생‘으로 구성된 우리나라 기초연구 생태계는 연구의 단절을 가져오기 쉬워 연구생산성을 확보하는데 한계에 봉착",,"※ 이공계 교원의 고령화 추세, 학령인구 감소 및 우수 인재의 해외 유출 등",medium,review_required,attached_review_support
PMD-DOC-POL-009-0038,DOC-POL-009,section7,CLS-SEED-DOC-POL-009-00072,PAR-DOC-POL-009-00072,bullet,연구역량이 장기간 축적되어 결실을 맺을 수 있는 안정적 연구기반에 대한 본격적 투자를 통해 생태계 전반...,- 연구역량이 장기간 축적되어 결실을 맺을 수 있는 안정적 연구기반에 대한 본격적 투자를 통해 생태계 전반의 체질 개선을 촉발할 필요,policy_action,detected_need_phrase_but_action_overrides,,,,,,CLS-SEED-DOC-POL-009-00072,PAR-DOC-POL-009-00072,1,,0,- 연구역량이 장기간 축적되어 결실을 맺을 수 있는 안정적 연구기반에 대한 본격적 투자를 통해 생태계 전반의 체질 개선을 촉발할 필요,,,medium,review_required,
