paragraph_id,document_id,page_no,page_block_order,block_type,text,source_line_count,merged_block_count,normalization_actions,source_mode
PAR-DOC-POL-005-00117,DOC-POL-005,section5,66,bullet,ㅇ 기술 보유자들은 수요자를 찾기 위해 여전히 인적 네트워크나 설명회‧박람회 등 아날로그적인 방식에 의존,1,1,,hwpx
PAR-DOC-POL-005-00118,DOC-POL-005,section5,67,note,"※ 기술이전을 위해 개인 네트워크(61.0%), 설명회(42.8%) 등 주로 활용(KISTEP, ‘20.12)",1,1,,hwpx
PAR-DOC-POL-005-00119,DOC-POL-005,section5,68,bullet,ㅇ 연구자의 창업 활동 및 창업기업에 대한 투자를 제한하는 제도와 미비한 지원으로 인해 자율적 창업 생태계 조성이 미흡,1,1,,hwpx
PAR-DOC-POL-005-00120,DOC-POL-005,section5,69,bullet,"□ (현장과 괴리된 지원) 그간 공급자(정부) 중심 정책 지원으로, 경제 성장의 핵심 주체인 기업들이 실제로 체감할 수 있는 혜택-지원 부재",1,1,,hwpx
PAR-DOC-POL-005-00121,DOC-POL-005,section5,70,bullet,"ㅇ 기술이 산업으로 이어지기 위해선 수요자(대기업)와의 협력을 통한 제품 단위 ‘실증’이 필요하나, 중소기업과 대기업 간 협력은 낮은 수준*",1,1,,hwpx
PAR-DOC-POL-005-00122,DOC-POL-005,section5,71,note,"* 중소기업의 외부 협력 파트너 비율(중복허용) : 대학(43%), 국공립연(42.1%), 대기업(8.6%), 중견기업(9.1%) 등 (중소기업중앙회 설문조사, ’24)",1,1,,hwpx
PAR-DOC-POL-005-00123,DOC-POL-005,section5,72,bullet,"ㅇ 세제지원은 기업의 지출에 비례한 공제 형식으로 이루어지고 있고, 실질적 수혜를 받지 못하는 경우가 발생하여 현장 체감 제한",1,1,,hwpx
PAR-DOC-POL-005-00124,DOC-POL-005,section5,73,bullet,"ㅇ 각 기업의 혁신역량 진단, 기술성·사업성 사전검증(PoC, PoM) 없이 정부 R&D를 지원함에 따라 R&D 이후 사업화로 연결되지 않는 경우 다수",1,1,,hwpx
PAR-DOC-POL-005-00125,DOC-POL-005,section5,74,note,"※ 美 SBIR의 경우 사전 PoC(Proof of Concept), PoM(Proof of Market) 검증 후 R&D 지원",1,1,,hwpx
PAR-DOC-POL-005-00126,DOC-POL-005,section5,75,bullet,"ㅇ 지역 R&D는 지역별 산업 발전의 원동력이 되어야 하나, 지역 기업의 실제 수요와 단절되고 파편적으로 지원되어 지역산업으로의 성과확산 미미",1,1,,hwpx
PAR-DOC-POL-005-00127,DOC-POL-005,section5,76,note,"※ 즉시(100일 이내), 단기(1년 이내), 중장기(임기 내)",1,1,,hwpx
PAR-DOC-POL-005-00128,DOC-POL-005,section5,77,bullet,□ 도전성-창의성 중심으로 평가체계 혁신,1,1,,hwpx
PAR-DOC-POL-005-00129,DOC-POL-005,section5,78,bullet,ㅇ (평가등급 폐지) 연구자가 목표달성 실패에 대한 걱정 없이 보다 도전적인 목표를 설정할 수 있도록 평가 등급 폐지 및 유인책 추진,1,1,,hwpx
PAR-DOC-POL-005-00130,DOC-POL-005,section5,79,bullet,- (단계-최종)수행과정과 연구성과에 따라 등급을 나누는 기존 4단계 등급제를 폐지하고 성실한 수행에 따른 연구 완료 여부만 평가,1,1,,hwpx
PAR-DOC-POL-005-00131,DOC-POL-005,section5,80,note,※ (기존) 수행과정과 성과의 우수성(목표 달성도 등)에 따라 우수-보통-미흡-극히불량 구분,1,1,,hwpx
PAR-DOC-POL-005-00132,DOC-POL-005,section5,81,paragraph,"→ (개선) 목표달성도를 평가항목에서 제외, 수행 성실도에 따라 완료/미완료 평가",1,1,,hwpx
PAR-DOC-POL-005-00133,DOC-POL-005,section5,82,note,"※ 실증사업, 연구개발인프라 구축, 전략적 목표 관리가 필요한 일부 기술분야 등 목표치 관리가 필수적인 경우 적용 예외 검토",1,1,,hwpx
PAR-DOC-POL-005-00134,DOC-POL-005,section5,83,bullet,"- (단계-최종)△괄목할만한 성과를 거두었거나, △목표 미달인 경우에도 의미있는 수행 과정을 거친 연구의 경우 인센티브 부여",1,1,,hwpx
