paragraph_id,document_id,page_no,page_block_order,block_type,text,source_line_count,merged_block_count,normalization_actions,source_mode
PAR-DOC-POL-006-HWPX-00063,DOC-POL-006-HWPX,section0,63,bullet,"ㅇ 각 프로젝트별 기업 및 관계기관이 참여하는 추진단 구성을 완료하고, 단기간 내 성과를 가시화하기 위한 추진계획을 정교화",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00064,DOC-POL-006-HWPX,section0,64,bullet,"ㅇ 이를 통해 글로벌 기술경쟁이 심화되는 현 시점에서 기술주권을 확보하고, 경제대혁신을 위한 기반 강화",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00065,DOC-POL-006-HWPX,section0,65,paragraph,추진방향,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00066,DOC-POL-006-HWPX,section0,66,bullet,- 초혁신경제로의 대전환,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00067,DOC-POL-006-HWPX,section0,67,bullet,"ㅇ 선도형 경제로 전환하기 위해 초혁신기술 개발, 미래대응, 글로벌 시장 진출 등 3대 분야에 세계 최고 수준의 상품․서비스화",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00068,DOC-POL-006-HWPX,section0,68,bullet,- 혁신 프로젝트(Kingpin) 본격 추진,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00069,DOC-POL-006-HWPX,section0,69,bullet,ㅇ 구체적인 혁신 아이템을 선정하고 집중적인 패키지 지원*을 통해 단기간에 가시적 성과 창출,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00070,DOC-POL-006-HWPX,section0,70,paragraph,재정·세제·금융·인재양성·규제개선 등 국가의 모든 역량·재원을 총동원,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00071,DOC-POL-006-HWPX,section0,71,bullet,ㅇ 초혁신경제 프로젝트를 지역별 전략산업*과도 연계하여 지역균형성장 및 지역혁신을 촉진,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00072,DOC-POL-006-HWPX,section0,72,paragraph,"(예시) 차세대 전력반도체(부산), LNG화물창, 특수탄소강(동남권), 해상풍력(서남권), 그린수소(제주, 서남권) 등",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00073,DOC-POL-006-HWPX,section0,73,bullet,- 기업 중심의 프로젝트별 추진단 구성,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00074,DOC-POL-006-HWPX,section0,74,bullet,"ㅇ 기업을 중심으로 프로젝트 추진과정에서의 애로사항을 신속히 발굴․해결하고, 민간 주도의 혁신을 촉진",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00075,DOC-POL-006-HWPX,section0,75,note,※ 최소 월 1회 정례회의 개최 및 현장방문 실시,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00076,DOC-POL-006-HWPX,section0,76,bullet,"ㅇ 정부는 인프라 정비·제도 개선·재정·세제·금융 지원 등을 통해 민간을 적극 뒷받침하며, 문제 해결형 지원체계 구축",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00077,DOC-POL-006-HWPX,section0,77,paragraph,선정절차,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00078,DOC-POL-006-HWPX,section0,78,bullet,"□ 국정과제와의 연계성, 관계부처 및 지자체 의견, 현장방문․ 민관협의체․전문가 의견 등을 통해 선정",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00079,DOC-POL-006-HWPX,section0,79,heading,"① (국정과제) ➊세계 선도 전략기술 육성, ➋신성장 동력 발굴․ 육성, ➌의료AI․제약․바이오헬스 강국 실현 등",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00080,DOC-POL-006-HWPX,section0,80,paragraph,"혁신적 제약․바이오, 첨단․미래소재, 미래에너지, 컬처, 우주․항공, 기후테크 등",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00081,DOC-POL-006-HWPX,section0,81,heading,"② (관계부처 등) 부처 업계 간담회, 지자체 건의, 국회 논의 등 통해 발굴",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00082,DOC-POL-006-HWPX,section0,82,paragraph,"장관급회의(성장전략TF 1차 회의(’25.8.5), 경제관계장관회의(’25.8.7)) 논의",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00083,DOC-POL-006-HWPX,section0,83,note,"* 첨단소재, K-컬처, K-식품 등 논의",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00084,DOC-POL-006-HWPX,section0,84,paragraph,"관계부처 업계 간담회, 국회 논의, 지자체 및 업계 건의 등",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00085,DOC-POL-006-HWPX,section0,85,note,"* 차세대 전력반도체, LNG화물창, 그래핀, 특수탄소강, SMR, 그린수소, 태양광, 초전도체 등",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00086,DOC-POL-006-HWPX,section0,86,heading,③ (현장방문 및 민관협의체․전문가) 민간 및 관련 전문가들이 시급히 지원해야 할 프로젝트 건의,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00087,DOC-POL-006-HWPX,section0,87,paragraph,"K-컬처, AI-바이오, 임상 3상 펀드, K-디지털헬스케어, 스마트농업, 스마트양식, SMR 등",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00088,DOC-POL-006-HWPX,section0,88,paragraph,선정기준,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00089,DOC-POL-006-HWPX,section0,89,paragraph,국가전략첨단소재․부품 분야 기후․에너지․미래대응 분야 K-붐업 분야,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00090,DOC-POL-006-HWPX,section0,90,paragraph,분야 선정기준 첨단산업 혁신 기반 강화 및 관련 산업 분야 생산성을 제고 하는 분야,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00091,DOC-POL-006-HWPX,section0,91,paragraph,⇩,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00092,DOC-POL-006-HWPX,section0,92,paragraph,"산업생태계의 게임체인저 육성 중장기 국가 생존전략과 직결된 분야로 기후 위기, 에너지전환, 미래 대응 핵심 분야",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00093,DOC-POL-006-HWPX,section0,93,paragraph,⇩,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00094,DOC-POL-006-HWPX,section0,94,paragraph,지속가능한 성장 확보된 경쟁력으로 성장 잠재력 높은 글로벌시장에 진출하여 K-붐업을 견인할 수 있는 분야,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00095,DOC-POL-006-HWPX,section0,95,paragraph,⇩,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00096,DOC-POL-006-HWPX,section0,96,paragraph,신성장 동력으로 육성,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00097,DOC-POL-006-HWPX,section0,97,paragraph,프로젝트 선정기준 < 아래의 조건을 모두 충족하는 프로젝트 >,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00098,DOC-POL-006-HWPX,section0,98,heading,① (경쟁력확보) 기술경쟁력이 확보되었거나 확보 잠재력이 있는 프로젝트,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00099,DOC-POL-006-HWPX,section0,99,heading,"② (시장성 및 파급력) 성공 시 국내외에 큰 시장을 창출하고, AX 및 국가전략산업 등 전 산업에 파급효과가 큰 프로젝트",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00100,DOC-POL-006-HWPX,section0,100,heading,"③ (구현가능성) 성공시킬 수 있는 재정, 기술, 인력, 인프라 등을",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00101,DOC-POL-006-HWPX,section0,101,paragraph,확보할 수 있는 프로젝트,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00102,DOC-POL-006-HWPX,section0,102,heading,④ (확산 및 지속가능성) 1개의 시범사례/지구 성공 후 국내외로 쉽게 확산 및 장기적인 경쟁력 유지가 가능한 프로젝트,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00103,DOC-POL-006-HWPX,section0,103,paragraph,체계도,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00104,DOC-POL-006-HWPX,section0,104,paragraph,잠재성장률 3% 실현,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00105,DOC-POL-006-HWPX,section0,105,paragraph,국가전략첨단소재․부품,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00106,DOC-POL-006-HWPX,section0,106,paragraph,차세대 전력반도체 LNG 화물창 초전도체 그래핀(Graphene) 특수탄소강,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00107,DOC-POL-006-HWPX,section0,107,paragraph,기후․에너지․미래대응 태양광․차세대전력망 해상풍력․HVDC 그린수소․SMR 스마트농업 스마트수산업 초고해상도 위성․활용,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00108,DOC-POL-006-HWPX,section0,108,paragraph,⇧,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00109,DOC-POL-006-HWPX,section0,109,paragraph,K-붐업,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00110,DOC-POL-006-HWPX,section0,110,paragraph,K-바이오․의약품(AI 바이오) K-콘텐츠(게임․웹툰 등),1,1,,hwpx
PAR-DOC-POL-006-HWPX-00111,DOC-POL-006-HWPX,section0,111,paragraph,K-뷰티 통합 클러스터 K-식품,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00112,DOC-POL-006-HWPX,section0,112,paragraph,추진체계,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00113,DOC-POL-006-HWPX,section0,113,note,※ 現 기재부 신성장전략기획추진단을 “초혁신경제추진단”으로 개편 예정,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00114,DOC-POL-006-HWPX,section0,114,paragraph,"성장전략TF/관계부처 장관회의(경장, 산경장 등)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00115,DOC-POL-006-HWPX,section0,115,heading,"<부총리 주재, 관계부처 장관>",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00116,DOC-POL-006-HWPX,section0,116,paragraph,선도 프로젝트 실무 추진협의체,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00117,DOC-POL-006-HWPX,section0,117,paragraph,"<기재부 차관보(간사), 과기·농식품·산업·복지·중기부(1급), 신성장추진단장,",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00118,DOC-POL-006-HWPX,section0,118,paragraph,"민간위원(프로젝트 참여기업 대표, 전문가 등)> ※ 참석자는 논의 안건에 따라 변동 가능",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00119,DOC-POL-006-HWPX,section0,119,note,"※ 추진단은 협조부처 추가, 확대/조정/세부분과 설치 등 유연하게 운영할 예정이며, 지방정부 참여도 적극 독려 예정",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00120,DOC-POL-006-HWPX,section0,120,bullet,"- (추진협의체) 성장전략 TF(부총리 주재)를 통해 추진방향을 논의․확정하고,",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00121,DOC-POL-006-HWPX,section0,121,paragraph,"→ 부총리 주재 관계장관회의(경장, 산경장 등)를 통해 추진상황 점검 및 지원방안 마련",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00122,DOC-POL-006-HWPX,section0,122,bullet,- (실무 추진협의체) 실무 추진협의체(간사 차관보) 통해 프로젝트 추진상황 상시 모니터링 및 부처간 협조사항 논의,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00123,DOC-POL-006-HWPX,section0,123,note,"※ <구성(안)> 기획재정부 차관보(간사), 과기·농식품·산업·복지·중기부(1급*), 신성장추진단장, 민간위원(프로젝트 참여기업, 전문가 등)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00124,DOC-POL-006-HWPX,section0,124,note,"* 주관부처 1급은 수시로 프로젝트 추진상황, 쟁점 등을 점검하여 실무 추진협의체 논의 안건 상정, 기타 부처 국장급은 논의 사안별로 참석",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00125,DOC-POL-006-HWPX,section0,125,bullet,- (추진단) 20개 추진단(단장: 주관부처 국장) 주관부처 주도 구성,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00126,DOC-POL-006-HWPX,section0,126,bullet,ㅇ「기업 + 주관부처·관계기관 + 기재부(지원)」등으로 구성,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00127,DOC-POL-006-HWPX,section0,127,bullet,"ㅇ 이질적인 성격의 과제로 구성된 경우, 별개의 추진단으로 운영(총 20개)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00128,DOC-POL-006-HWPX,section0,128,note,"* 예) 태양광․차세대전력망, 해상풍력․HVDC, 그린수소․SMR, K-바이오․의약품 3개 세부과제",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00129,DOC-POL-006-HWPX,section0,129,paragraph,기업 애로사항 반영 등 프로젝트별 세부 실행계획 지속 업데이트 (계속),1,1,,hwpx
PAR-DOC-POL-006-HWPX-00130,DOC-POL-006-HWPX,section0,130,paragraph,20개 추진단별 ’27년 예산 사업 발굴 등 세부실행계획 업데이트 (~’26.4월),1,1,,hwpx
PAR-DOC-POL-006-HWPX-00131,DOC-POL-006-HWPX,section0,131,paragraph,초전도 응용 기술의 국가 브랜드화,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00132,DOC-POL-006-HWPX,section0,132,paragraph,"초전도체는 전력 전송 시 에너지 손실이 없는 혁신 소재로 의료, 에너지, 교통 등 다양한 산업 분야의 혁신 견인 가능",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00133,DOC-POL-006-HWPX,section0,133,note,"※ 현재 의료·첨단 바이오·핵융합 등에 소형화·고성능화가 가능한 고온초전도 마그넷 기술개발 추진 중 (서울대, 한국핵융합에너지연구원, ~’26년)",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00134,DOC-POL-006-HWPX,section0,134,bullet,"ㅇ 글로벌 시장은 연평균 10% 이상 성장 전망*되며, 주요 선진국",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00135,DOC-POL-006-HWPX,section0,135,paragraph,"(미국, EU, 영국, 일본)에서 연구개발 투자 중",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00136,DOC-POL-006-HWPX,section0,136,note,* ’22년 68억불 → ‘32년 174억불,1,1,,hwpx
PAR-DOC-POL-006-HWPX-00137,DOC-POL-006-HWPX,section0,137,bullet,"ㅇ 특히 핵융합에너지 조기 구현을 위해, 핵융합로 소형화를 가능 하게 하는 혁신기술로서 고자장 초전도자석의 중요성이 커짐",1,1,,hwpx
PAR-DOC-POL-006-HWPX-00138,DOC-POL-006-HWPX,section0,138,note,"※ 초전도자석은 핵융합로 건설비용의 30% 이상 차지하며, 경제성과 직결되는 핵심부품",1,1,,hwpx
