paragraph_id,document_id,page_no,page_block_order,block_type,text,source_line_count,merged_block_count,normalization_actions,source_mode
PAR-DOC-POL-011-00038,DOC-POL-011,section5,7,bullet,⇒ [전략1] 세계 최고 초지능·초성능 네트워크(유·무선·위성·해저케이블) 전면 구축,1,1,,hwpx
PAR-DOC-POL-011-00039,DOC-POL-011,section5,8,bullet,□ 네트워크 산업 혁신 국내 통신서비스·네트워크 장비 산업은 장기간 침체 직면,1,1,,hwpx
PAR-DOC-POL-011-00040,DOC-POL-011,section5,9,note,"※ △ 통신서비스: ‘13년 이후 포화, 23~24조 규모 정체 △ 장비산업: 글로벌 이동통신 시장 점유율 5~6% 불과",1,1,,hwpx
PAR-DOC-POL-011-00041,DOC-POL-011,section5,10,bullet,ㅇ 글로벌 차세대 네트워크 시장은 통신 성능뿐 아니라 AI 성능으로 경쟁→ ‘AI네트워크’의 지능화 경쟁력 수준에 따른 위기와 기회 공존,1,1,,hwpx
PAR-DOC-POL-011-00042,DOC-POL-011,section5,11,bullet,"⇒ [전략2] AI중심 대전환을 발판삼아 글로벌 통신·네트워크 거대 시장 선점, 新성장·도약 기회 창출을 위한 6G·AI네트워크 산업 전방위 지원",1,1,,hwpx
PAR-DOC-POL-011-00043,DOC-POL-011,section5,12,paragraph,국가 네트워크 진화: 세계 최고 초지능·초성능 네트워크 전면 구축,1,1,,hwpx
PAR-DOC-POL-011-00044,DOC-POL-011,section5,13,bullet,"ㅇ 이동통신 5G 단독모드(SA) 확산을 통해 5G서비스 완성·AI기술 선제 적용(’26), 6G 시연(Pre-6G, ’26)·시범서비스(LA올림픽 연계, ’28)를 거쳐 ’30년경 상용화",1,1,,hwpx
PAR-DOC-POL-011-00045,DOC-POL-011,section5,14,bullet,- 이동통신-컴퓨팅 기능을 융합하여 피지컬AI의 초정밀·실시간 제어 및 네트워크 효율 대폭 향상이 가능한 지능형 기지국(AI-RAN) 구축·확산,1,1,,hwpx
PAR-DOC-POL-011-00046,DOC-POL-011,section5,15,paragraph,"∙AI-on-RAN 산업·서비스 현장 중심 시범구축(’26~’28), 6G 기반 고도화·전면 확산*(’30)",1,1,,hwpx
PAR-DOC-POL-011-00047,DOC-POL-011,section5,16,note,* 500개 이상 구축: 통신사 집중국사 등 상용망(200개) + 버티컬 산업·서비스 자체 특화망(300개),1,1,,hwpx
PAR-DOC-POL-011-00048,DOC-POL-011,section5,17,paragraph,"∙AI-for-RAN 국산 AI모델 활용, 실시간 기지국 성능 최적화 및 저전력화(’27, 30% 이상)",1,1,,hwpx
PAR-DOC-POL-011-00049,DOC-POL-011,section5,18,bullet,"ㅇ 유선통신 AIDC 학습 성능을 결정하는 네트워크 장비(GPU·서버간 연결) 국산화(~’30), ‘국가 통신망 대동맥’ 백본망 용량 4배 이상 확대(38Tbps → ’30년 160Tbps)",1,1,,hwpx
PAR-DOC-POL-011-00050,DOC-POL-011,section5,19,bullet,"- 실수요가 존재하는 全 가구·건물 광전환 달성(91 → 98%, ~’30) 및 10기가급 인터넷 확산을 통해 전 국민의 고품질 AI서비스 활용 기반 조성",1,1,,hwpx
PAR-DOC-POL-011-00051,DOC-POL-011,section5,20,bullet,"ㅇ 국제망 저궤도 위성통신 핵심기술 확보, 부품·장비 글로벌 공급망 진출 촉진(~’30)",1,1,,hwpx
PAR-DOC-POL-011-00052,DOC-POL-011,section5,21,bullet,- 해저케이블 용량확대(120→220Tbps 이상)·육양국 다변화(5개 거점→7개)로 안정성 강화(’30),1,1,,hwpx
PAR-DOC-POL-011-00053,DOC-POL-011,section5,22,paragraph,산업 경쟁력 강화: 6G·AI 네트워크 산업 1등 국가 달성,1,1,,hwpx
PAR-DOC-POL-011-00054,DOC-POL-011,section5,23,bullet,ㅇ 기술개발 차세대 6G 이동통신 상용화기술 개발(~’28)·표준 선점과 함께 한 발 앞선 고효율·저전력 AI네트워크 기술 개발(’26~’30) 병행,1,1,,hwpx
PAR-DOC-POL-011-00055,DOC-POL-011,section5,24,bullet,ㅇ 수요창출 5대 핵심 분야(의료·교육·제조·안전·미디어) AI대전환을 위한 첨단 AI네트워크 기반 대규모 선도 실증사업 추진(’26~’31),1,1,,hwpx
PAR-DOC-POL-011-00056,DOC-POL-011,section5,25,bullet,"- 공공망 선제적 고도화로 민간 확산 및 AI 공공서비스 제공 기반 마련, 노후·공동주택 光전환 및 도서·산간 지역 기가인터넷 인프라 구축 지원",1,1,,hwpx
PAR-DOC-POL-011-00057,DOC-POL-011,section5,26,note,"※ (공공) 전국 초·중·고 10G급 인터넷 회선 구축, 재난안전통신망(PS-LTE)·국방망 성능 향상",1,1,,hwpx
PAR-DOC-POL-011-00058,DOC-POL-011,section5,27,paragraph,(민간) 도서·산간지역에 다양한 기술방식을 활용한 기가급 인터넷망 구축 촉진,1,1,,hwpx
PAR-DOC-POL-011-00059,DOC-POL-011,section5,28,bullet,"ㅇ 제도개선차세대 네트워크 투자 세제혜택 강화(’26~) 및 주파수 재할당·5G/6G 신규 주파수 공급(’26~’29), 6G 주파수전략 수립(’28)으로 망 투자 유인 제고",1,1,,hwpx
PAR-DOC-POL-011-00060,DOC-POL-011,section5,29,bullet,- 고효율·친환경 기지국 인증제 도입(’26) 검토 등 저전력 통신망 구축 독려,1,1,,hwpx
PAR-DOC-POL-011-00061,DOC-POL-011,section5,30,bullet,"ㅇ 기반강화국내 유망 기업의 차세대 네트워크 기술사업화*(’26~), 한-미 협력 기반 동남아 오픈랜 확산사업(’27~) 등 국내·외 시장진출 적극 지원",1,1,,hwpx
PAR-DOC-POL-011-00062,DOC-POL-011,section5,31,note,"※ △ 부품(광소자·칩 등), △ 장비(AIDC 네트워크 등), △ 네트워크 SW 상용화·시장 진출 전방위 지원",1,1,,hwpx
PAR-DOC-POL-011-00063,DOC-POL-011,section5,32,bullet,- AI+네트워크 융합인재 양성 및 표준화 전략센터·전문인력 확보(~’30),1,1,,hwpx
PAR-DOC-POL-011-00064,DOC-POL-011,section5,33,bullet,"□ 6G·AI네트워크 선도국 도약 및 글로벌 통신·네트워크 거대 시장 석권을 위해, 초격차 기술개발부터 AI-NW 융합서비스 조기 실증까지 과감하고 선제적 투자",1,1,,hwpx
PAR-DOC-POL-011-00065,DOC-POL-011,section5,34,note,"※ ’26년 AI네트워크 예산 2,894억원(‘25년 比 454억원↑), ‘30년까지 투자 규모 지속 확대 추진",1,1,,hwpx
