paragraph_id,document_id,page_no,page_block_order,block_type,text,source_line_count,merged_block_count,normalization_actions,source_mode
PAR-DOC-POL-012-00039,DOC-POL-012,section2,8,bullet,"ㅇ 특히, ICT역량과 더불어, 제조·바이오·방산 등 탄탄한 산업기반을 보유하고 있어, AX 성공 잠재력이 높은 것으로 평가",1,1,,hwpx
PAR-DOC-POL-012-00040,DOC-POL-012,section2,9,bullet,□ 우리의 강점을 토대로 AX를 성공하기 위해서는 AX 全 단계에 걸친 총체적인 분석과 현장에서 요구하는 자원의 맞춤형 지원이 중요,1,1,,hwpx
PAR-DOC-POL-012-00041,DOC-POL-012,section2,10,bullet,"□ 총 33개 부처, 총 206개 사업(총 2.4조원)",1,1,,hwpx
PAR-DOC-POL-012-00042,DOC-POL-012,section2,11,heading,① (범정부 AX종합전략 부재) 국가차원의 중장기 AX전략과 연계한 부처·분야별 AX기획 등은 다소 미흡,1,1,,hwpx
PAR-DOC-POL-012-00043,DOC-POL-012,section2,12,heading,"② (AX기획역량 부족) 부처별 AX역량 차가 존재하며, AX경험이 부족한 일부부처(전담기관)는 신규 AX사업(ex: AX-스프린트) 기획이 어렵다는 의견",1,1,,hwpx
PAR-DOC-POL-012-00044,DOC-POL-012,section2,13,note,* 기존 AI·디지털전환의 추진경험이 있는 부처(전담기관)와 그 외 부처 간 역량 차이 발생,1,1,,hwpx
PAR-DOC-POL-012-00045,DOC-POL-012,section2,14,bullet,"ㅇ 이러한 부처가 AX사업 기획을 위해 필요한 他분야 벤치마킹 사례, AX기업·전문가 Pool 등 정보 접근성도 부족하다는 지적",1,1,,hwpx
PAR-DOC-POL-012-00046,DOC-POL-012,section2,15,bullet,"ㅇ 특히, 지방정부는 높은 AI 활용 대민서비스 수요에도 불구, AI사업 기획 경험이 부족하고, 지역별 역량 편차가 심하여 체계적인 AI 전환에 한계",1,1,,hwpx
PAR-DOC-POL-012-00047,DOC-POL-012,section2,16,note,* 정부 차원의 지원체계 미비로 각 지자체가 AI 사업을 산발적으로 추진하는 구조적 한계,1,1,,hwpx
PAR-DOC-POL-012-00048,DOC-POL-012,section2,17,heading,"③ (AI인프라 부족) 성공적 AX추진을 위해서는 데이터·GPU·인재 등 모든 자원이 충족되어야 하나, 일부자원이 미비하여 사업수행 제약으로 작용",1,1,,hwpx
PAR-DOC-POL-012-00049,DOC-POL-012,section2,18,heading,"④ (외산 AI종속) 국산 AI모델 정보, 활용사례 부족 등으로 해외 AI모델 활용이 우세하며, 이는 국내 AI생태계 발전 저해요인으로도 작용",1,1,,hwpx
PAR-DOC-POL-012-00050,DOC-POL-012,section2,19,heading,"⑤ (규제 이슈) 기획단계에서 충분한 사전검토 부족 등으로 학습데이터 활용(개인정보 관련 등), AI서비스 관련 규제이슈 등 발생",1,1,,hwpx
PAR-DOC-POL-012-00051,DOC-POL-012,section2,20,heading,"⑥ (평가·환류체계 미흡) 우수 AX과제의 경우에도 실증에서 사업이 종료되며 체감성과가 낮고, 상용화 등 후속사업 연계도 부족",1,1,,hwpx
PAR-DOC-POL-012-00052,DOC-POL-012,section2,21,heading,⑦ (소규모 실증 중심) 프로세스 전반(Supply Chain)이 아닌 특정 요소기술·공정 단위 중심의 AX 추진 등으로 현장 확산에 한계,1,1,,hwpx
PAR-DOC-POL-012-00053,DOC-POL-012,section2,22,heading,"⑧ (AX거버넌스 미비) 정부 AX예산이 큰 폭으로 확대 중이나, 부처 간 분절된 AX추진체계로 사업 중복, AX사업 간 연계 미흡",1,1,,hwpx
PAR-DOC-POL-012-00054,DOC-POL-012,section3,1,heading,① (범정부 AX통합 관리) 부처수요 등을 반영하여 분야별 중요도가 높은 AX프로젝트는 범정부 차원에서 집중 지원,1,1,,hwpx
PAR-DOC-POL-012-00055,DOC-POL-012,section3,2,note,"* 국민 체감도, AI파급력, 지역 균형발전 등을 종합적으로 고려",1,1,,hwpx
PAR-DOC-POL-012-00056,DOC-POL-012,section3,3,bullet,"ㅇ 지역·분야별 AX 수요·투자 및 진행현황, 민간·공공 보유 AX자원 등을 종합 분석한 ‘국가 AX지도’를 구축·제공하여 민관 투자계획 수립에 활용 지원",1,1,,hwpx
PAR-DOC-POL-012-00057,DOC-POL-012,section3,4,heading,"② (부처 AX기획 지원) 분야별 대표 AX기업·전문가로 구성된 ‘AX자문단*’을 운영하여, 희망부처(전담기관) 대상으로 AX사업 기획·컨설팅 지원",1,1,,hwpx
PAR-DOC-POL-012-00058,DOC-POL-012,section3,5,note,"* 현장의 도메인 전문가와 소통하며 업무 프로세스를 진단·분석하고, 현장의 문제를 명확히 정의하며 AI기술로 해결 가능한 구체적인 과제·목표를 설정",1,1,,hwpx
PAR-DOC-POL-012-00059,DOC-POL-012,section3,6,bullet,"ㅇ 부처(전담기관)가 AX사업 기획에 참고할 수 있도록 분야별 AX성공사례, 기술스택별 주요기업·제품 정보 등을 담은 ‘AX가이드라인*’ 마련",1,1,,hwpx
PAR-DOC-POL-012-00060,DOC-POL-012,section3,7,note,"* AX도입·활용 기준, 보안, AI안전성, 클라우드 활용, 학습데이터 구축·관리 등 고려사항 안내",1,1,,hwpx
PAR-DOC-POL-012-00061,DOC-POL-012,section3,8,bullet,"ㅇ 신기술 활용 및 새로운 분야 AX적용은 AX사전 컨설팅*(PoC)(과기정통부) 추진 후, 이어서 소관부처가 AX 본사업을 추진하는 방안도 검토",1,1,,hwpx
PAR-DOC-POL-012-00062,DOC-POL-012,section3,9,note,"* 국내 우수 AI기업들이 참여하는 사전 기술검증을 통해 기술·인프라(AI모델, 데이터, GPU 등), 제도·규제 등 관련이슈를 사전 발굴하고 해결 방안을 소관부처에 제공",1,1,,hwpx
PAR-DOC-POL-012-00063,DOC-POL-012,section3,10,bullet,"- 공공분야는 부처와 지방정부의 선도프로젝트를 발굴하고, 파일럿 테스트 지원(행정안전부, 과기정통부)",1,1,,hwpx
PAR-DOC-POL-012-00064,DOC-POL-012,section3,11,heading,"③ (지자체 AX기획 지원) 지역 맞춤형 AX 확산 체계를 구축하고, 기획 역량이 취약한 지자체를 대상으로 단계별 AX사업 기획·실행 지원",1,1,,hwpx
PAR-DOC-POL-012-00065,DOC-POL-012,section3,12,note,"* 민원행정·복지·고용지원 등 분야별 표준 모델을 마련하고, 시범 지자체 대상 파일럿 구축 및 성과 검증 지원(행안부 공공AI 서비스 지원사업)",1,1,,hwpx
PAR-DOC-POL-012-00066,DOC-POL-012,section3,13,bullet,ㅇ 재정 및 역량 차이 완화를 위해 지자체 우수 AI 사례를 범정부 차원의 표준 서비스 후보로 발굴하여 타 지자체로 확산,1,1,,hwpx
PAR-DOC-POL-012-00067,DOC-POL-012,section3,14,heading,"④ (개인정보 불확실성 해소) 양질의 데이터를 공익 목적, 사회난제 해결을 위해 프라이버시 우려없이 AI개발에 활용토록 「AX 혁신지원 헬프데스크」 운영",1,1,,hwpx
PAR-DOC-POL-012-00068,DOC-POL-012,section3,15,bullet,"ㅇ AX 기획 단계부터 프라이버시 리스크를 선제 점검하고, 적정 안전조치를 설계할 수 있도록 사전적정성 검토제*, 규제샌드박스를 통해 종합 지원",1,1,,hwpx
PAR-DOC-POL-012-00069,DOC-POL-012,section3,16,note,"* 개인정보위와 협력하여 신기술·신서비스 환경에 적합한 방안을 마련하고, 이를 이행하면 사후에 불이익한 처분을 부과하지 않는 제도",1,1,,hwpx
PAR-DOC-POL-012-00070,DOC-POL-012,section3,17,heading,⑤ (AI인프라 지원) AX 수행과정(데이터 구축-AI모델 개발-AI실증·고도화 등)에서 소관부처가 필요로 하는 인프라를 맞춤형 지원,1,1,,hwpx
PAR-DOC-POL-012-00071,DOC-POL-012,section3,18,bullet,ㅇ (데이터 확보) 데이터 소관기관 등과 협업하여 미개방 공공데이터 등 제공,1,1,,hwpx
PAR-DOC-POL-012-00072,DOC-POL-012,section3,19,bullet,"ㅇ (GPU 제공) 특화 분야 AI모델 개발·서비스 등을 위해 GPU 자원이 필요한 경우, 정부 보유 첨단 GPU를 지원*",1,1,,hwpx
PAR-DOC-POL-012-00073,DOC-POL-012,section3,20,note,"* 全 부처 대상 수요조사 후, 국가프로젝트 등을 통해 지원",1,1,,hwpx
PAR-DOC-POL-012-00074,DOC-POL-012,section3,21,bullet,ㅇ (성능·신뢰성 검증) AI평가·인증 전문기관(TTA 등) 인력·인프라(평가데이터셋·도구)을 활용하여 개발된 AI모델·서비스의 성능·신뢰성 검증을 지원,1,1,,hwpx
PAR-DOC-POL-012-00075,DOC-POL-012,section3,22,note,"* AI모델 성능 평가데이터셋 구축(‘25, NIA), AI제품·서비스 신뢰성 검인증(’23.11.~, TTA)",1,1,,hwpx
PAR-DOC-POL-012-00076,DOC-POL-012,section3,23,bullet,"ㅇ (범정부 AI공통기반) 보안이 확보된 환경에서 민간 AI 모델, 컴퓨팅 자원(GPU) 할당이 가능한 AI 서비스 개발 인프라 활용 지원",1,1,,hwpx
PAR-DOC-POL-012-00077,DOC-POL-012,section3,24,note,"* GPU, LLM 모델, 공통 학습데이터 등 활용 제공",1,1,,hwpx
PAR-DOC-POL-012-00078,DOC-POL-012,section3,25,bullet,- 공통기반을 활용하는 기관을 대상으로 별도 수요 조사를 통해 기관 특화서비스 개발을 지원하는 맞춤형 컨설팅 제공,1,1,,hwpx
PAR-DOC-POL-012-00079,DOC-POL-012,section3,26,heading,⑥ (독자AI모델 활용 지원) 국가 프로젝트로 개발 중(’25.8.)인 독자 AI파운데이션 모델 우선 활용 지원(오픈소스 활용 지원),1,1,,hwpx
PAR-DOC-POL-012-00080,DOC-POL-012,section3,27,bullet,"ㅇ 해외 AI모델뿐만 아니라, 우수한 국내 AI모델도 활용될 수 있도록 최적의 AI모델 선정 및 미세조정 등 기술 컨설팅 지원(국내 AI정예팀 등 협업)",1,1,,hwpx
PAR-DOC-POL-012-00081,DOC-POL-012,section3,28,heading,"⑦ (규제 해소 지원) 가명정보 활용 원스톱 컨설팅·인프라 제공(이노베이션존), 「AI기본법」(‘26.1. 시행) 상 AI안전·신뢰 제도(고영향AI, 첨단AI안전성 등) 이행 컨설팅 지원 등을 통해 법적 리스크 해소 지원",1,1,,hwpx
PAR-DOC-POL-012-00082,DOC-POL-012,section3,29,bullet,ㅇ AI모델 개발을 넘어 현장에서의 AI 실증을 통해 실사용 데이터를 수집하여 AI모델·서비스를 고도화할 수 있도록 실증특례 등을 지원,1,1,,hwpx
PAR-DOC-POL-012-00083,DOC-POL-012,section3,30,heading,"⑧ (성과평가 및 환류체계) 우수한 AX과제는 국가차원에서 활용이 확대될 수 있도록 후속 보급·확산 지원, 혁신제품 구매 확대 추진",1,1,,hwpx
PAR-DOC-POL-012-00084,DOC-POL-012,section3,31,note,* 정부 우수사업 결과물 외 민간 우수 AI제품·서비스의 조기 확산·보급·확산 지원,1,1,,hwpx
PAR-DOC-POL-012-00085,DOC-POL-012,section3,32,bullet,"ㅇ 부처와 지방정부 AX프로젝트 수행 후, 효과성 평가를 실시하여 후속 확산사업을 위한 우수한 AX과제 선정(행정안전부)",1,1,,hwpx
PAR-DOC-POL-012-00086,DOC-POL-012,section3,33,bullet,"ㅇ AX우수 성과사업은 필요 시, 추가적인 AI인프라 등 후속 연구지원",1,1,,hwpx
PAR-DOC-POL-012-00087,DOC-POL-012,section3,34,bullet,"ㅇ AX사업을 통해 구축된 결과물(데이터, AI모델 등) 공개를 유도(인센티브 제공)하여 재정이 투입된 AX자원의 활용이 확산될 수 있도록 지원",1,1,,hwpx
PAR-DOC-POL-012-00088,DOC-POL-012,section3,35,bullet,"- 정부 지원 독자 AI파운데이션 모델을 활용한 다양한 산업별 특화서비스 개발이 촉진될 수 있도록 기업이 오픈소스로 독자AI모델을 제공 시, GPU 지원 등 정부 후속 지원방안도 검토",1,1,,hwpx
PAR-DOC-POL-012-00089,DOC-POL-012,section3,36,heading,⑨ (완결된 AX 지원) 다수의 AI모델·서비스 기업이 참여·협업하여 특정분야 프로세스 전반(Supply Chain)을 AI로 전환하는 프로젝트 확대,1,1,,hwpx
PAR-DOC-POL-012-00090,DOC-POL-012,section3,37,bullet,"ㅇ 지역을 첨단 AI의 실험장으로 삼아, 그간 개별적 AX사업을 통해 창출한 결과물을 한 곳에 집적하고, 규제특례 등을 적용하여 지역주민에게 서비스하는 ‘AI 특화지구’ 조성(과기정통부, 각 부처)",1,1,,hwpx
PAR-DOC-POL-012-00091,DOC-POL-012,section3,38,note,"※ 대상지역 선정 후, 지역 맞춤형 서비스를 위한 AI 기술·서비스 추가 개발을 수요자가 선택하여 지원받을 수 있도록 설계",1,1,,hwpx
PAR-DOC-POL-012-00092,DOC-POL-012,section3,39,heading,< 의료AI지구 예시(안) >,1,1,,hwpx
PAR-DOC-POL-012-00093,DOC-POL-012,section3,40,heading,⑩ (범정부 AX거버넌스 구축) 국가 전체적 관점에서 AX가 추진될 수 있도록 과기장관회의 중심으로 지속 공유·논의,1,1,,hwpx
PAR-DOC-POL-012-00094,DOC-POL-012,section3,41,note,"* 과기정통부(AX자원 확보·지원), 행안부(공공AX지원), 기획예산처(예산편성), 국조실(규제개선), 개인정보위(AX 리스크 제거), 소관부처(AX확산) 등 부처 간 협력",1,1,,hwpx
PAR-DOC-POL-012-00095,DOC-POL-012,section3,42,bullet,ㅇ ‘과기장관회의’를 통해 도출된 부처 간 중대한 논의·조정사항은 국가AI전략위원회(V: 위원장)를 통해 최종 의사결정,1,1,,hwpx
PAR-DOC-POL-012-00096,DOC-POL-012,section3,43,heading,< 범정부 AX 추진거버넌스(안) >,1,1,,hwpx
PAR-DOC-POL-012-00097,DOC-POL-012,section3,44,bullet,"□ ‘가칭AX 원스톱 지원센터’, ‘공공AI사업지원센터’ 운영 : ’26.2.~",1,1,,hwpx
PAR-DOC-POL-012-00098,DOC-POL-012,section3,45,bullet,□ ’26년 부처별 AX사업 본격 지원 : ’26.2.~,1,1,,hwpx
