display_text_id,target_object_type,target_object_id,display_role,title_text,summary_text,description_text,generated_by,review_status,source_basis_type,notes
DSP-CNT-EXP-TD-005-06-01,policy_item_content,PIC-EXP-TD-005-06-01,policy_item_content_card,첨단바이오소재후보물질개발·생산이가능한바이오파운드리구축('25～'29),- 첨단바이오소재후보물질개발·생산이가능한바이오파운드리구축('25～'29),- 첨단바이오소재후보물질개발·생산이가능한바이오파운드리구축('25～'29),build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIC-PROV-ITM-POL-001-00600
DSP-GRP-EXP-TD-005-07,policy_item_group,PIG-EXP-TD-005-07,policy_item_group_card,AI-그린바이오,"□ (AI-그린바이오) 지역특화 고부가가치 소재 연구·활용(식품·화장품 등)을 위해 인프라 구축, 인력 양성 등 AI 그린바이오 혁신 생태계 조성",< 유전자·세포 치료제 기술개발 예시 >,build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIG-PROV-ITM-POL-002-01096
DSP-CNT-EXP-TD-005-07-01,policy_item_content,PIC-EXP-TD-005-07-01,policy_item_content_card,AI-그린바이오,"□ (AI-그린바이오) 지역특화 고부가가치 소재 연구·활용(식품·화장품 등)을 위해 인프라 구축, 인력 양성 등 AI 그린바이오 혁신 생태계 조성",< 유전자·세포 치료제 기술개발 예시 >,build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIC-PROV-ITM-POL-002-01096
DSP-GRP-EXP-TD-006-08,policy_item_group,PIG-EXP-TD-006-08,policy_item_group_card,보안이취약한지역·중소기업등보안사각지대지원강화,"- 보안이취약한지역·중소기업등보안사각지대지원강화, 피싱, 스미싱등 민생을위협하는디지털역기능해소및정보보호산업의전략적육성","- 보안이취약한지역·중소기업등보안사각지대지원강화, 피싱, 스미싱등 민생을위협하는디지털역기능해소및정보보호산업의전략적육성",build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIG-PROV-ITM-POL-001-00308
DSP-CNT-EXP-TD-006-08-01,policy_item_content,PIC-EXP-TD-006-08-01,policy_item_content_card,보안이취약한지역·중소기업등보안사각지대지원강화,"- 보안이취약한지역·중소기업등보안사각지대지원강화, 피싱, 스미싱등 민생을위협하는디지털역기능해소및정보보호산업의전략적육성","- 보안이취약한지역·중소기업등보안사각지대지원강화, 피싱, 스미싱등 민생을위협하는디지털역기능해소및정보보호산업의전략적육성",build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIC-PROV-ITM-POL-001-00308
DSP-GRP-EXP-TD-007-09,policy_item_group,PIG-EXP-TD-007-09,policy_item_group_card,6G·AI네트워크 선도국 도약 및 글로벌 통신·네트워크 거대 시장 석권을 위해,"ㅇ 6G·AI네트워크 선도국 도약 및 글로벌 통신·네트워크 거대 시장 석권을 위해, 초격차 기술개발부터 AI-NW 융합서비스 조기 실증까지 과감하고 선제적 투자",□ 향후계획,build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIG-PROV-ITM-POL-004-01275
DSP-CNT-EXP-TD-007-09-01,policy_item_content,PIC-EXP-TD-007-09-01,policy_item_content_card,6G·AI네트워크 선도국 도약 및 글로벌 통신·네트워크 거대 시장 석권을 위해,"ㅇ 6G·AI네트워크 선도국 도약 및 글로벌 통신·네트워크 거대 시장 석권을 위해, 초격차 기술개발부터 AI-NW 융합서비스 조기 실증까지 과감하고 선제적 투자",□ 향후계획,build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIC-PROV-ITM-POL-004-01275
DSP-GRP-EXP-TD-007-10,policy_item_group,PIG-EXP-TD-007-10,policy_item_group_card,고효율·친환경 기지국 인증제 도입(’26) 검토 등 저전력 통신망 구축 독려,- 고효율·친환경 기지국 인증제 도입(’26) 검토 등 저전력 통신망 구축 독려,- 고효율·친환경 기지국 인증제 도입(’26) 검토 등 저전력 통신망 구축 독려,build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIG-PROV-ITM-POL-004-01298
DSP-CNT-EXP-TD-007-10-01,policy_item_content,PIC-EXP-TD-007-10-01,policy_item_content_card,고효율·친환경 기지국 인증제 도입(’26) 검토 등 저전력 통신망 구축 독려,- 고효율·친환경 기지국 인증제 도입(’26) 검토 등 저전력 통신망 구축 독려,- 고효율·친환경 기지국 인증제 도입(’26) 검토 등 저전력 통신망 구축 독려,build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIC-PROV-ITM-POL-004-01298
DSP-GRP-EXP-TD-008-11,policy_item_group,PIG-EXP-TD-008-11,policy_item_group_card,산업AI 전환촉진,"ㅇ (산업AI 전환촉진) 제조기업에AI팩토리전환, 중소기업대상AI바우처등을 지원하고, 서비스업(법률·의료등)의AI 전환지원","ㅇ (산업AI 전환촉진) 제조기업에AI팩토리전환, 중소기업대상AI바우처등을 지원하고, 서비스업(법률·의료등)의AI 전환지원",build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIG-PROV-ITM-POL-001-00350
DSP-CNT-EXP-TD-008-11-01,policy_item_content,PIC-EXP-TD-008-11-01,policy_item_content_card,산업AI 전환촉진,"ㅇ (산업AI 전환촉진) 제조기업에AI팩토리전환, 중소기업대상AI바우처등을 지원하고, 서비스업(법률·의료등)의AI 전환지원","ㅇ (산업AI 전환촉진) 제조기업에AI팩토리전환, 중소기업대상AI바우처등을 지원하고, 서비스업(법률·의료등)의AI 전환지원",build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIC-PROV-ITM-POL-001-00350
DSP-GRP-EXP-TD-008-12,policy_item_group,PIG-EXP-TD-008-12,policy_item_group_card,1단계 R&D('20~'25,"ㅇ 1단계 R&D('20~'25, 1,603억원)에서 개발한 자율운항 시스템을 국내 연안선에 탑재하여 대규모 실증·운항 데이터 확보('26~'29, 300억원)","③ AI가속기·AP, 통신반도체 개발(‘25∼’28, 580억) 등",build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIG-PROV-ITM-POL-006-01398
DSP-CNT-EXP-TD-008-12-01,policy_item_content,PIC-EXP-TD-008-12-01,policy_item_content_card,1단계 R&D('20~'25,"ㅇ 1단계 R&D('20~'25, 1,603억원)에서 개발한 자율운항 시스템을 국내 연안선에 탑재하여 대규모 실증·운항 데이터 확보('26~'29, 300억원)","③ AI가속기·AP, 통신반도체 개발(‘25∼’28, 580억) 등",build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIC-PROV-ITM-POL-006-01398
DSP-GRP-EXP-TD-010-13,policy_item_group,PIG-EXP-TD-010-13,policy_item_group_card,전략･도전 연구 중추,"ㅇ (전략･도전 연구 중추) 양자과학기술, 합성생물학 등 국내 역량의 전략적 확충이 시급한 첨단 기초과학 분야 중추기관으로 도약",< 연구그룹의 단계별 성장 지원체계(안) >,build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIG-PROV-ITM-POL-007-01539
DSP-CNT-EXP-TD-010-13-01,policy_item_content,PIC-EXP-TD-010-13-01,policy_item_content_card,전략･도전 연구 중추,"ㅇ (전략･도전 연구 중추) 양자과학기술, 합성생물학 등 국내 역량의 전략적 확충이 시급한 첨단 기초과학 분야 중추기관으로 도약",< 연구그룹의 단계별 성장 지원체계(안) >,build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIC-PROV-ITM-POL-007-01539
DSP-GRP-EXP-TD-012-14,policy_item_group,PIG-EXP-TD-012-14,policy_item_group_card,함정‧ 항공기정보및첨단기술(위성등) 기반광역감시·정보체계(MDA) 구축,- 함정‧ 항공기정보및첨단기술(위성등) 기반광역감시·정보체계(MDA) 구축,- 함정‧ 항공기정보및첨단기술(위성등) 기반광역감시·정보체계(MDA) 구축,build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIG-PROV-ITM-POL-001-00667
DSP-CNT-EXP-TD-012-14-01,policy_item_content,PIC-EXP-TD-012-14-01,policy_item_content_card,함정‧ 항공기정보및첨단기술(위성등) 기반광역감시·정보체계(MDA) 구축,- 함정‧ 항공기정보및첨단기술(위성등) 기반광역감시·정보체계(MDA) 구축,- 함정‧ 항공기정보및첨단기술(위성등) 기반광역감시·정보체계(MDA) 구축,build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIC-PROV-ITM-POL-001-00667
DSP-GRP-EXP-TD-012-15,policy_item_group,PIG-EXP-TD-012-15,policy_item_group_card,우리기술로K-Space 도전,"ㅇ (우리기술로K-Space 도전) 우주과학탐사로드맵* 마련, 대전·전남·경남 우주산업클러스터완성**, 메탄엔진기반재사용발사체개발추진","ㅇ (우리기술로K-Space 도전) 우주과학탐사로드맵* 마련, 대전·전남·경남 우주산업클러스터완성**, 메탄엔진기반재사용발사체개발추진",build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIG-PROV-ITM-POL-001-00455
DSP-CNT-EXP-TD-012-15-01,policy_item_content,PIC-EXP-TD-012-15-01,policy_item_content_card,우리기술로K-Space 도전,"ㅇ (우리기술로K-Space 도전) 우주과학탐사로드맵* 마련, 대전·전남·경남 우주산업클러스터완성**, 메탄엔진기반재사용발사체개발추진","ㅇ (우리기술로K-Space 도전) 우주과학탐사로드맵* 마련, 대전·전남·경남 우주산업클러스터완성**, 메탄엔진기반재사용발사체개발추진",build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIC-PROV-ITM-POL-001-00455
DSP-GRP-EXP-TD-013-16,policy_item_group,PIG-EXP-TD-013-16,policy_item_group_card,독도등관할해역감시체계역량강화로빈틈없는해양안보태세를구비 하고,"ㅇ 독도등관할해역감시체계역량강화로빈틈없는해양안보태세를구비 하고, 해양보호구역확대등으로청정한바다, 건강한해양생태계보전","ㅇ 독도등관할해역감시체계역량강화로빈틈없는해양안보태세를구비 하고, 해양보호구역확대등으로청정한바다, 건강한해양생태계보전",build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIG-PROV-ITM-POL-001-00248
DSP-CNT-EXP-TD-013-16-01,policy_item_content,PIC-EXP-TD-013-16-01,policy_item_content_card,독도등관할해역감시체계역량강화로빈틈없는해양안보태세를구비 하고,"ㅇ 독도등관할해역감시체계역량강화로빈틈없는해양안보태세를구비 하고, 해양보호구역확대등으로청정한바다, 건강한해양생태계보전","ㅇ 독도등관할해역감시체계역량강화로빈틈없는해양안보태세를구비 하고, 해양보호구역확대등으로청정한바다, 건강한해양생태계보전",build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIC-PROV-ITM-POL-001-00248
DSP-GRP-EXP-TD-013-17,policy_item_group,PIG-EXP-TD-013-17,policy_item_group_card,국가해상수송력확충과글로벌허브항만완성으로우리수출입물류를 뒷받침하고,"ㅇ 국가해상수송력확충과글로벌허브항만완성으로우리수출입물류를 뒷받침하고, 글로벌해양강국지위공고화","ㅇ 국가해상수송력확충과글로벌허브항만완성으로우리수출입물류를 뒷받침하고, 글로벌해양강국지위공고화",build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIG-PROV-ITM-POL-001-00731
DSP-CNT-EXP-TD-013-17-01,policy_item_content,PIC-EXP-TD-013-17-01,policy_item_content_card,국가해상수송력확충과글로벌허브항만완성으로우리수출입물류를 뒷받침하고,"ㅇ 국가해상수송력확충과글로벌허브항만완성으로우리수출입물류를 뒷받침하고, 글로벌해양강국지위공고화","ㅇ 국가해상수송력확충과글로벌허브항만완성으로우리수출입물류를 뒷받침하고, 글로벌해양강국지위공고화",build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIC-PROV-ITM-POL-001-00731
DSP-GRP-EXP-TD-014-18,policy_item_group,PIG-EXP-TD-014-18,policy_item_group_card,친환경차·소프트웨어차량(SDV)·AI 자율주행차등미래차혁신생태계조성,- 친환경차·소프트웨어차량(SDV)·AI 자율주행차등미래차혁신생태계조성,- 친환경차·소프트웨어차량(SDV)·AI 자율주행차등미래차혁신생태계조성,build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIG-PROV-ITM-POL-001-00628
DSP-CNT-EXP-TD-014-18-01,policy_item_content,PIC-EXP-TD-014-18-01,policy_item_content_card,친환경차·소프트웨어차량(SDV)·AI 자율주행차등미래차혁신생태계조성,- 친환경차·소프트웨어차량(SDV)·AI 자율주행차등미래차혁신생태계조성,- 친환경차·소프트웨어차량(SDV)·AI 자율주행차등미래차혁신생태계조성,build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIC-PROV-ITM-POL-001-00628
DSP-GRP-EXP-TD-014-19,policy_item_group,PIG-EXP-TD-014-19,policy_item_group_card,전기차·이륜차·개인이동수단(PM) 안전대책마련,"- 전기차·이륜차·개인이동수단(PM) 안전대책마련, 고령운전자안전운행강화, 생활권보행환경종합정비, 자율주행법령제정·주차방해처벌등질서확립","- 전기차·이륜차·개인이동수단(PM) 안전대책마련, 고령운전자안전운행강화, 생활권보행환경종합정비, 자율주행법령제정·주차방해처벌등질서확립",build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIG-PROV-ITM-POL-001-00907
DSP-CNT-EXP-TD-014-19-01,policy_item_content,PIC-EXP-TD-014-19-01,policy_item_content_card,전기차·이륜차·개인이동수단(PM) 안전대책마련,"- 전기차·이륜차·개인이동수단(PM) 안전대책마련, 고령운전자안전운행강화, 생활권보행환경종합정비, 자율주행법령제정·주차방해처벌등질서확립","- 전기차·이륜차·개인이동수단(PM) 안전대책마련, 고령운전자안전운행강화, 생활권보행환경종합정비, 자율주행법령제정·주차방해처벌등질서확립",build_technology_lens_expand_draft_pack.py,reviewed,technology_lens_expand_batch,expand draft from PIC-PROV-ITM-POL-001-00907
